CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr7,82827227,82827242,MA1980.1,+,1.16e-08,L1PA13,L1,LINE
chr10,87601197,87601212,MA1980.1,+,1.16e-08,L1PA13,L1,LINE
chrX,92372723,92372738,MA1980.1,+,1.16e-08,L1PA16,L1,LINE
chr5,95034318,95034333,MA1980.1,+,1.16e-08,LTR78,ERV1,LTR
chr3,104120171,104120186,MA1980.1,+,1.16e-08,L1PREC2,L1,LINE
chr1,108605300,108605315,MA1980.1,+,1.16e-08,L1PA15,L1,LINE
chrX,110698140,110698155,MA1980.1,+,1.16e-08,L1PA13,L1,LINE
chr1,178935458,178935473,MA1980.1,+,1.16e-08,MamGypLTR1a,Gypsy,LTR
chr4,184037033,184037048,MA1980.1,-,1.16e-08,L1PA15,L1,LINE
chr19,8142166,8142181,MA1980.1,-,1.27e-08,LTR87,ERVL,LTR
chr1,16003690,16003705,MA1980.1,+,1.27e-08,LTR19B,ERV1,LTR
chr4,37150904,37150919,MA1980.1,-,1.27e-08,L1MA1,L1,LINE
chrX,47572355,47572370,MA1980.1,+,1.27e-08,LTR19B,ERV1,LTR
chr5,99759923,99759938,MA1980.1,+,1.27e-08,LTR19C,ERV1,LTR
chrX,102356762,102356777,MA1980.1,+,1.27e-08,LTR19B,ERV1,LTR
chr8,112410363,112410378,MA1980.1,-,1.27e-08,LTR19B,ERV1,LTR
chr3,133432539,133432554,MA1980.1,-,1.27e-08,LTR35B,ERV1,LTR
chr1,153316457,153316472,MA1980.1,+,1.27e-08,LTR19B,ERV1,LTR
chr4,155769520,155769535,MA1980.1,-,1.27e-08,LTR19B,ERV1,LTR
chr2,173465650,173465665,MA1980.1,-,1.27e-08,LTR19C,ERV1,LTR
chrY,13915948,13915963,MA1980.1,-,1.56e-08,L1PA14,L1,LINE
chr12,42656296,42656311,MA1980.1,-,1.56e-08,Mam_R4,Dong-R4,LINE
chr6,46778245,46778260,MA1980.1,-,1.56e-08,L1PB1,L1,LINE
chr14,59011134,59011149,MA1980.1,-,1.56e-08,L1PA14,L1,LINE
chrX,75168737,75168752,MA1980.1,-,1.56e-08,L1PA10,L1,LINE
chr2,78251729,78251744,MA1980.1,+,1.56e-08,L1ME2z,L1,LINE
chrX,81078322,81078337,MA1980.1,+,1.56e-08,L1MB7,L1,LINE
chr10,90863733,90863748,MA1980.1,-,1.56e-08,L1ME3B,L1,LINE
chr4,120900558,120900573,MA1980.1,-,1.56e-08,L2a,L2,LINE
chr2,206380115,206380130,MA1980.1,-,1.56e-08,L1PA14,L1,LINE
chr2,229375481,229375496,MA1980.1,+,1.56e-08,MER21-int,ERVL,LTR
chr1,243059989,243060004,MA1980.1,-,1.56e-08,L1PA14,L1,LINE
chr22,31253600,31253615,MA1980.1,-,1.64e-08,MIR,MIR,SINE
chr2,105619084,105619099,MA1980.1,+,1.64e-08,LTR81,Gypsy,LTR
chr17,10818250,10818265,MA1980.1,-,1.73e-08,Charlie26a,hAT-Charlie,DNA
chr21,22085965,22085980,MA1980.1,-,1.73e-08,LTR78B,ERV1,LTR
chr13,26073020,26073035,MA1980.1,-,1.73e-08,MIR,MIR,SINE
chr14,26264130,26264145,MA1980.1,+,1.73e-08,MIR,MIR,SINE
chr18,42843765,42843780,MA1980.1,-,1.73e-08,L1MC4a,L1,LINE
chr11,65898146,65898161,MA1980.1,-,1.73e-08,L1ME5,L1,LINE
chr5,86486632,86486647,MA1980.1,-,1.73e-08,MIR,MIR,SINE
chr6,102232163,102232178,MA1980.1,+,1.73e-08,THE1D-int,ERVL-MaLR,LTR
chr4,141715243,141715258,MA1980.1,-,1.73e-08,MIR,MIR,SINE
chr15,56512916,56512931,MA1980.1,-,1.81e-08,L1PA15,L1,LINE
chr14,83317080,83317095,MA1980.1,-,1.81e-08,MER39,ERV1,LTR
chr13,98520178,98520193,MA1980.1,+,1.81e-08,LTR1B,ERV1,LTR
chr10,127619264,127619279,MA1980.1,-,1.81e-08,L1ME3,L1,LINE
chr4,142056430,142056445,MA1980.1,+,1.81e-08,L1MC4,L1,LINE
chr17,3093325,3093340,MA1980.1,-,2e-08,LTR19B,ERV1,LTR
chr18,70009586,70009601,MA1980.1,+,2.21e-08,MER3,hAT-Charlie,DNA
chr2,140190585,140190600,MA1980.1,-,2.21e-08,MER101-int,ERV1,LTR
chr11,1733028,1733043,MA1980.1,+,2.43e-08,L1ME1,L1,LINE
chr15,50036451,50036466,MA1980.1,+,2.43e-08,L1MA3,L1,LINE
chr7,62290353,62290368,MA1980.1,+,2.43e-08,ALR/Alpha,centr,Satellite
chr11,64290630,64290645,MA1980.1,-,2.43e-08,MamRep564,MamRep564,Unknown
chrX,93285346,93285361,MA1980.1,+,2.43e-08,MLT1C,ERVL-MaLR,LTR
chrX,112559012,112559027,MA1980.1,+,2.43e-08,Charlie5,hAT-Charlie,DNA
chr9,129826028,129826043,MA1980.1,-,2.43e-08,L1M5,L1,LINE
chr20,19402895,19402910,MA1980.1,-,2.49e-08,MIR,MIR,SINE
chr7,79716899,79716914,MA1980.1,-,2.57e-08,Arthur1B,hAT-Tip100,DNA
chrX,56494726,56494741,MA1980.1,-,2.96e-08,L1PBa,L1,LINE
chrX,70143534,70143549,MA1980.1,+,2.96e-08,L2c,L2,LINE
chr1,75009289,75009304,MA1980.1,-,2.96e-08,MIRb,MIR,SINE
chr1,154477032,154477047,MA1980.1,-,2.96e-08,L1MB7,L1,LINE
chr4,158305579,158305594,MA1980.1,-,2.96e-08,L1MEc,L1,LINE
chr1,228659800,228659815,MA1980.1,+,2.96e-08,MER34B,ERV1,LTR
chrY,14462687,14462702,MA1980.1,-,3.03e-08,AluSx1,Alu,SINE
chr8,30240799,30240814,MA1980.1,+,3.03e-08,FLAM_C,Alu,SINE
chr14,44932626,44932641,MA1980.1,-,3.03e-08,LTR19B,ERV1,LTR
chr1,68417982,68417997,MA1980.1,-,3.03e-08,HAL1,L1,LINE
chr4,11995380,11995395,MA1980.1,+,3.2e-08,THE1D-int,ERVL-MaLR,LTR
chr10,32244019,32244034,MA1980.1,+,3.2e-08,THE1D-int,ERVL-MaLR,LTR
chr4,37478167,37478182,MA1980.1,+,3.2e-08,MIR,MIR,SINE
chr8,70073648,70073663,MA1980.1,+,3.2e-08,MIR,MIR,SINE
chr18,76334338,76334353,MA1980.1,+,3.2e-08,MSTA-int,ERVL-MaLR,LTR
chr11,90427033,90427048,MA1980.1,+,3.2e-08,THE1C-int,ERVL-MaLR,LTR
chr10,110230867,110230882,MA1980.1,-,3.2e-08,THE1C-int,ERVL-MaLR,LTR
chr7,141411412,141411427,MA1980.1,+,3.2e-08,L3,CR1,LINE
chr5,172140820,172140835,MA1980.1,+,3.2e-08,MER5A,hAT-Charlie,DNA
chr2,74298911,74298926,MA1980.1,-,3.32e-08,L1MC4a,L1,LINE
chr6,128145214,128145229,MA1980.1,+,3.32e-08,HAL1,L1,LINE
chr9,2921459,2921474,MA1980.1,+,3.49e-08,MIR,MIR,SINE
chr5,12299066,12299081,MA1980.1,+,3.49e-08,L1MA5,L1,LINE
chr5,148672922,148672937,MA1980.1,-,3.49e-08,MIR,MIR,SINE
chr2,151217143,151217158,MA1980.1,-,3.49e-08,MIRb,MIR,SINE
chr18,22546333,22546348,MA1980.1,+,3.59e-08,MLT1L,ERVL-MaLR,LTR
chr5,24683421,24683436,MA1980.1,+,3.67e-08,THE1C-int,ERVL-MaLR,LTR
chr7,4514940,4514955,MA1980.1,-,3.76e-08,L1ME4a,L1,LINE
chr11,11154270,11154285,MA1980.1,+,3.76e-08,L1MC4a,L1,LINE
chr3,14275618,14275633,MA1980.1,-,3.76e-08,Charlie26a,hAT-Charlie,DNA
chr11,70685076,70685091,MA1980.1,-,3.76e-08,L1MEb,L1,LINE
chr7,21964862,21964877,MA1980.1,+,3.9e-08,L1M5,L1,LINE
chr16,57594999,57595014,MA1980.1,-,3.9e-08,HAL1,L1,LINE
chr9,105079318,105079333,MA1980.1,+,3.9e-08,L1MC3,L1,LINE
chr5,117417146,117417161,MA1980.1,-,3.9e-08,HAL1,L1,LINE
chr4,133561267,133561282,MA1980.1,-,3.9e-08,MLT1C,ERVL-MaLR,LTR
chr4,175194529,175194544,MA1980.1,+,3.9e-08,L1MC4,L1,LINE
chr1,209371614,209371629,MA1980.1,-,3.9e-08,MIR,MIR,SINE
chr20,13890508,13890523,MA1980.1,+,4.05e-08,AluSx,Alu,SINE
chr11,35100955,35100970,MA1980.1,+,4.05e-08,LTR81C,Gypsy,LTR
chr3,44707018,44707033,MA1980.1,-,4.05e-08,HAL1,L1,LINE
chr18,54703121,54703136,MA1980.1,+,4.05e-08,HERV16-int,ERVL,LTR
chr16,69095359,69095374,MA1980.1,+,4.05e-08,AluSx,Alu,SINE
chr2,69946504,69946519,MA1980.1,-,4.05e-08,AluJb,Alu,SINE
chr12,100367250,100367265,MA1980.1,+,4.05e-08,AluJb,Alu,SINE
chr9,101425913,101425928,MA1980.1,+,4.05e-08,ERV3-16A3_I-int,ERVL,LTR
chr5,113001967,113001982,MA1980.1,+,4.05e-08,AluSq,Alu,SINE
chr8,3876923,3876938,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_qbl_hap6,3915638,3915653,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_dbb_hap3,3965483,3965498,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_apd_hap1,3971556,3971571,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_mcf_hap5,4020111,4020126,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_ssto_hap7,4115236,4115251,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_cox_hap2,4129178,4129193,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6_mann_hap4,4140713,4140728,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr4,4326080,4326095,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chrX,5657079,5657094,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr18,6925895,6925910,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr2,7020613,7020628,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,7469909,7469924,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr3,10176532,10176547,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr20,12907282,12907297,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr3,14162566,14162581,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr19,14844309,14844324,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr19,14977024,14977039,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr4,15801620,15801635,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chrY,17038630,17038645,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr8,18267053,18267068,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,18370154,18370169,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,18438913,18438928,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr10,19375867,19375882,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,23531595,23531610,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr5,23617627,23617642,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,24424167,24424182,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chrY,24500278,24500293,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrY,24878302,24878317,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr21,26367726,26367741,MA1980.1,+,4.14e-08,LTR19C,ERV1,LTR
chr12,27170391,27170406,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr15,27282742,27282757,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr4,27815236,27815251,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr12,27972876,27972891,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr1,28040142,28040157,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr11,30958265,30958280,MA1980.1,+,4.14e-08,LTR19C,ERV1,LTR
chr2,31336794,31336809,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr20,31538474,31538489,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6,32683569,32683584,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr20,33780352,33780367,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr17,34269819,34269834,MA1980.1,+,4.14e-08,LTR19C,ERV1,LTR
chr16,34643448,34643463,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr18,37777829,37777844,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr12,39063627,39063642,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr17,41681889,41681904,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr15,42317707,42317722,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrX,47796198,47796213,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr19,51727534,51727549,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr19,52051332,52051347,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr8,53520151,53520166,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,53651341,53651356,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr19,56485780,56485795,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr10,57278408,57278423,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr11,60631752,60631767,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr10,61256092,61256107,MA1980.1,-,4.14e-08,LTR19C,ERV1,LTR
chr16,62137123,62137138,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr7,63960280,63960295,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr7,67039379,67039394,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr4,68418069,68418084,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr9,74938073,74938088,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr4,77027769,77027784,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr13,77185222,77185237,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrX,79567902,79567917,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr13,82552094,82552109,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr9,85245441,85245456,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr8,86133702,86133717,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr15,92067709,92067724,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr4,93094284,93094299,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr12,93571827,93571842,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr12,94319947,94319962,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr14,96063737,96063752,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6,100863847,100863862,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr9,107884201,107884216,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,111452938,111452953,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr11,112089951,112089966,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr12,117727632,117727647,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,117845411,117845426,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr3,123583644,123583659,MA1980.1,+,4.14e-08,AluJr,Alu,SINE
chr11,124061316,124061331,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr9,125209425,125209440,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr8,127791472,127791487,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr6,127964194,127964209,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr3,129132332,129132347,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr12,132621719,132621734,MA1980.1,-,4.14e-08,LTR19C,ERV1,LTR
chr7,134985474,134985489,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chrX,135382329,135382344,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr5,139990902,139990917,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chrX,140961077,140961092,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr3,164046644,164046659,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr6,166708779,166708794,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr2,170696632,170696647,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr5,180106810,180106825,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr3,182433881,182433896,MA1980.1,-,4.14e-08,LTR19C,ERV1,LTR
chr3,182444606,182444621,MA1980.1,-,4.14e-08,LTR19C,ERV1,LTR
chr1,186975388,186975403,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,202085166,202085181,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr1,207601622,207601637,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,209278726,209278741,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr2,232067598,232067613,MA1980.1,+,4.14e-08,LTR19B,ERV1,LTR
chr2,241026986,241027001,MA1980.1,-,4.14e-08,LTR19B,ERV1,LTR
chr5,95503927,95503942,MA1980.1,-,4.26e-08,HERVH-int,ERV1,LTR
chr6,992188,992203,MA1980.1,+,4.55e-08,L1MB7,L1,LINE
chr14,45171294,45171309,MA1980.1,+,4.55e-08,MLT1M,ERVL-MaLR,LTR
chr7,79354766,79354781,MA1980.1,-,4.55e-08,L1MEb,L1,LINE
chr12,82664281,82664296,MA1980.1,+,4.55e-08,L1MEd,L1,LINE
chr2,127321766,127321781,MA1980.1,+,4.55e-08,L1MB5,L1,LINE
chrX,130847907,130847922,MA1980.1,+,4.55e-08,HERVH-int,ERV1,LTR
chr14,24168767,24168782,MA1980.1,-,4.61e-08,LTR1D,ERV1,LTR
chr17,39270876,39270891,MA1980.1,+,4.61e-08,LTR1D,ERV1,LTR
chr5,40009056,40009071,MA1980.1,-,4.8e-08,L1M3c,L1,LINE
chr17,50534316,50534331,MA1980.1,+,4.8e-08,L1PREC2,L1,LINE
chr4,55851761,55851776,MA1980.1,-,4.8e-08,L1ME5,L1,LINE
chr9,127567765,127567780,MA1980.1,+,4.8e-08,L1ME4a,L1,LINE
chr5,3029239,3029254,MA1980.1,+,4.92e-08,MIRc,MIR,SINE
chr18,40918297,40918312,MA1980.1,-,4.92e-08,LTR19B,ERV1,LTR
chr2,43952443,43952458,MA1980.1,-,4.92e-08,LTR19C,ERV1,LTR
chr19,45530736,45530751,MA1980.1,-,4.92e-08,MLT1K,ERVL-MaLR,LTR
chr17,49507687,49507702,MA1980.1,+,4.92e-08,LTR19B,ERV1,LTR
chr7,50096847,50096862,MA1980.1,+,4.92e-08,LTR19B,ERV1,LTR
chr12,52654195,52654210,MA1980.1,-,4.92e-08,LTR19B,ERV1,LTR
chr4,84417410,84417425,MA1980.1,-,4.92e-08,LTR19B,ERV1,LTR
chr4,176335253,176335268,MA1980.1,+,4.92e-08,L1MA7,L1,LINE
chr9,31339189,31339204,MA1980.1,-,5.22e-08,L1M5,L1,LINE
chr8,47102551,47102566,MA1980.1,-,5.22e-08,GSAT,centr,Satellite
chr8,47296686,47296701,MA1980.1,-,5.22e-08,GSAT,centr,Satellite
chr11,58192506,58192521,MA1980.1,-,5.22e-08,MIRb,MIR,SINE
chr4,108810163,108810178,MA1980.1,-,5.22e-08,MER4-int,ERV1,LTR
chr4,109388496,109388511,MA1980.1,-,5.22e-08,MLT1H,ERVL-MaLR,LTR
chr6,121559493,121559508,MA1980.1,-,5.22e-08,L1MEf,L1,LINE
chr4,139987939,139987954,MA1980.1,+,5.22e-08,AluJr,Alu,SINE
chr3,163933719,163933734,MA1980.1,-,5.22e-08,LTR22C,ERVK,LTR
chr6,166266923,166266938,MA1980.1,-,5.22e-08,Charlie25,hAT-Charlie,DNA
chr17,36107958,36107973,MA1980.1,-,5.3e-08,MIR,MIR,SINE
chr20,60821383,60821398,MA1980.1,-,5.3e-08,MER3,hAT-Charlie,DNA
chr2,26146528,26146543,MA1980.1,-,5.38e-08,FLAM_A,Alu,SINE
chr19,37225121,37225136,MA1980.1,+,5.38e-08,AluJr,Alu,SINE
chr5,50798407,50798422,MA1980.1,+,5.38e-08,AluSz,Alu,SINE
chr11,77836745,77836760,MA1980.1,+,5.38e-08,AluSx1,Alu,SINE
chr6,120150206,120150221,MA1980.1,-,5.38e-08,L1PBa,L1,LINE
chr5,6241889,6241904,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr11,14228870,14228885,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr7,15031170,15031185,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr19,16115215,16115230,MA1980.1,+,5.5e-08,L1PREC2,L1,LINE
chr20,22864441,22864456,MA1980.1,-,5.5e-08,L1PA11,L1,LINE
chr21,30464049,30464064,MA1980.1,-,5.5e-08,AluJr,Alu,SINE
chr9,36321400,36321415,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr7,37319912,37319927,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr1,39485417,39485432,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr11,41770770,41770785,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr7,42937806,42937821,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr12,45449323,45449338,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr12,49003806,49003821,MA1980.1,-,5.5e-08,L1PA11,L1,LINE
chr12,51265334,51265349,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr18,51295548,51295563,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr2,53129351,53129366,MA1980.1,+,5.5e-08,L1PREC2,L1,LINE
chr4,56055780,56055795,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr17,67294924,67294939,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr4,67998618,67998633,MA1980.1,+,5.5e-08,L1PA13,L1,LINE
chr10,71381581,71381596,MA1980.1,-,5.5e-08,L1ME3B,L1,LINE
chr6,73611111,73611126,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr5,75086589,75086604,MA1980.1,-,5.5e-08,L1PA13,L1,LINE
chr13,76368066,76368081,MA1980.1,-,5.5e-08,L1ME3A,L1,LINE
chrX,81469589,81469604,MA1980.1,-,5.5e-08,L1PA13,L1,LINE
chr9,85852202,85852217,MA1980.1,-,5.5e-08,L1MB7,L1,LINE
chr6,93291817,93291832,MA1980.1,+,5.5e-08,L1PA11,L1,LINE
chr6,93311370,93311385,MA1980.1,+,5.5e-08,L1PA15,L1,LINE
chr3,94585779,94585794,MA1980.1,-,5.5e-08,L1PA13,L1,LINE
chr4,101258336,101258351,MA1980.1,+,5.5e-08,L1PA14,L1,LINE
chr11,103439547,103439562,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr5,114492470,114492485,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chrX,121366239,121366254,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chrX,121894989,121895004,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr3,123226342,123226357,MA1980.1,+,5.5e-08,L1MB7,L1,LINE
chr2,132331340,132331355,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr4,133164180,133164195,MA1980.1,+,5.5e-08,L1PA15,L1,LINE
chrX,137173528,137173543,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr4,139418745,139418760,MA1980.1,-,5.5e-08,L1PB1,L1,LINE
chr5,159054183,159054198,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr1,171213361,171213376,MA1980.1,+,5.5e-08,L1PB1,L1,LINE
chr4,179165387,179165402,MA1980.1,-,5.5e-08,L1PA13,L1,LINE
chr2,221272303,221272318,MA1980.1,-,5.5e-08,L1PREC2,L1,LINE
chr9,25414305,25414320,MA1980.1,-,5.72e-08,MLT1N2,ERVL-MaLR,LTR
chr14,62070123,62070138,MA1980.1,+,5.72e-08,MIRb,MIR,SINE
chr16,72765620,72765635,MA1980.1,-,5.72e-08,L1PA10,L1,LINE
