CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chrY,15217102,15217113,MA1979.1,-,2.05e-07,LTR21A,ERV1,LTR
chr4,15452754,15452765,MA1979.1,-,2.05e-07,LTR33,ERVL,LTR
chr19,15615118,15615129,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr9,16281972,16281983,MA1979.1,+,2.05e-07,MER102c,hAT-Charlie,DNA
chr8,17005709,17005720,MA1979.1,+,2.05e-07,L2c,L2,LINE
chr19,17314273,17314284,MA1979.1,+,2.05e-07,AluSg4,Alu,SINE
chr3,17833263,17833274,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr1,17988795,17988806,MA1979.1,-,2.05e-07,MIRb,MIR,SINE
chr22,19131481,19131492,MA1979.1,+,2.05e-07,L2c,L2,LINE
chr17,21049565,21049576,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr18,22245707,22245718,MA1979.1,+,2.05e-07,AluJr,Alu,SINE
chr13,23203883,23203894,MA1979.1,+,2.05e-07,MER66C,ERV1,LTR
chr1,24153449,24153460,MA1979.1,-,2.05e-07,AluSg4,Alu,SINE
chr20,24854964,24854975,MA1979.1,+,2.05e-07,LTR83,ERVL,LTR
chr8,25164061,25164072,MA1979.1,+,2.05e-07,AluYc,Alu,SINE
chr15,25900543,25900554,MA1979.1,+,2.05e-07,MER72,ERV1,LTR
chr1,26808164,26808175,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr18,27640106,27640117,MA1979.1,+,2.05e-07,L1MC3,L1,LINE
chr6,28509102,28509113,MA1979.1,+,2.05e-07,AluSg4,Alu,SINE
chr18,28577160,28577171,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr11,28627110,28627121,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr10,28919096,28919107,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr13,29330726,29330737,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr9,30022189,30022200,MA1979.1,+,2.05e-07,AluSg,Alu,SINE
chr7,30281283,30281294,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr18,31142235,31142246,MA1979.1,-,2.05e-07,MER61-int,ERV1,LTR
chr16,32032338,32032349,MA1979.1,-,2.05e-07,AluY,Alu,SINE
chr11,32640253,32640264,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chrX,33020489,33020500,MA1979.1,-,2.05e-07,MER51A,ERV1,LTR
chr19,33038218,33038229,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr21,33456581,33456592,MA1979.1,-,2.05e-07,AluSz6,Alu,SINE
chr16,33951561,33951572,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr3,34128772,34128783,MA1979.1,-,2.05e-07,L1ME3,L1,LINE
chr8,34538122,34538133,MA1979.1,-,2.05e-07,AluSz,Alu,SINE
chr14,35004954,35004965,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr1,36362116,36362127,MA1979.1,-,2.05e-07,AluSz6,Alu,SINE
chr10,36745247,36745258,MA1979.1,+,2.05e-07,AluSz,Alu,SINE
chr5,37696228,37696239,MA1979.1,+,2.05e-07,L2b,L2,LINE
chr5,40893377,40893388,MA1979.1,-,2.05e-07,L1M3f,L1,LINE
chr15,41603430,41603441,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr5,41759039,41759050,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr8,41987937,41987948,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr2,42561858,42561869,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr17,42996738,42996749,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr13,43563150,43563161,MA1979.1,-,2.05e-07,AluJo,Alu,SINE
chr3,44279112,44279123,MA1979.1,-,2.05e-07,LTR33A_,ERVL,LTR
chr3,45246155,45246166,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr15,45341734,45341745,MA1979.1,-,2.05e-07,LTR25-int,ERV1,LTR
chr20,46178153,46178164,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr1,47338462,47338473,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr1,47560787,47560798,MA1979.1,+,2.05e-07,L2c,L2,LINE
chr4,47768549,47768560,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr1,48041981,48041992,MA1979.1,+,2.05e-07,MIRb,MIR,SINE
chr15,48373429,48373440,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr11,50447731,50447742,MA1979.1,-,2.05e-07,MER11C,ERVK,LTR
chr19,51237285,51237296,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr20,51824375,51824386,MA1979.1,-,2.05e-07,AluJo,Alu,SINE
chr17,52347502,52347513,MA1979.1,+,2.05e-07,ERV3-16A3_LTR,ERVL,LTR
chrX,53038774,53038785,MA1979.1,+,2.05e-07,AluJr,Alu,SINE
chr8,53226164,53226175,MA1979.1,+,2.05e-07,ERV3-16A3_I-int,ERVL,LTR
chr13,53438303,53438314,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr8,53517073,53517084,MA1979.1,+,2.05e-07,MER41-int,ERV1,LTR
chr18,53548914,53548925,MA1979.1,+,2.05e-07,L1ME3C,L1,LINE
chr12,53791492,53791503,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr19,55190012,55190023,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr3,55376841,55376852,MA1979.1,-,2.05e-07,MER5A,hAT-Charlie,DNA
chr3,55376841,55376852,MA1979.1,-,2.05e-07,MER5A,hAT-Charlie,DNA
chr2,55439264,55439275,MA1979.1,+,2.05e-07,AluSz6,Alu,SINE
chr1,55882215,55882226,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr6,56188342,56188353,MA1979.1,-,2.05e-07,AluSg,Alu,SINE
chr16,57246074,57246085,MA1979.1,+,2.05e-07,AluJr,Alu,SINE
chr11,57341541,57341552,MA1979.1,-,2.05e-07,MIR3,MIR,SINE
chr12,57508602,57508613,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr20,57711864,57711875,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr15,59508600,59508611,MA1979.1,+,2.05e-07,MIR,MIR,SINE
chr18,60055200,60055211,MA1979.1,+,2.05e-07,AluJr4,Alu,SINE
chr18,60411403,60411414,MA1979.1,+,2.05e-07,MER102b,hAT-Charlie,DNA
chr20,60747235,60747246,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr3,61329524,61329535,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr11,61383249,61383260,MA1979.1,+,2.05e-07,AluSz6,Alu,SINE
chr11,61385650,61385661,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr18,62019084,62019095,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr18,63466385,63466396,MA1979.1,-,2.05e-07,ERV3-16A3_I-int,ERVL,LTR
chr11,63548188,63548199,MA1979.1,+,2.05e-07,AluSz,Alu,SINE
chr1,64659224,64659235,MA1979.1,+,2.05e-07,MIRb,MIR,SINE
chr10,65002057,65002068,MA1979.1,+,2.05e-07,MER3,hAT-Charlie,DNA
chr4,65924373,65924384,MA1979.1,+,2.05e-07,LTR1D,ERV1,LTR
chr18,66094495,66094506,MA1979.1,+,2.05e-07,LTR40b,ERVL,LTR
chr8,66446092,66446103,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr2,68145257,68145268,MA1979.1,-,2.05e-07,AluSq,Alu,SINE
chr10,68187207,68187218,MA1979.1,+,2.05e-07,L2c,L2,LINE
chr11,68237210,68237221,MA1979.1,-,2.05e-07,L1ME3E,L1,LINE
chr15,69098391,69098402,MA1979.1,+,2.05e-07,MIRc,MIR,SINE
chr16,70637637,70637648,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr8,72921119,72921130,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr7,73174722,73174733,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr17,73342428,73342439,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr7,73366508,73366519,MA1979.1,-,2.05e-07,L1ME1,L1,LINE
chr17,73411525,73411536,MA1979.1,+,2.05e-07,AluSc8,Alu,SINE
chr16,75151413,75151424,MA1979.1,-,2.05e-07,AluSg4,Alu,SINE
chr16,75543264,75543275,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr18,75703979,75703990,MA1979.1,-,2.05e-07,AluSz,Alu,SINE
chr7,75841312,75841323,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr5,75879852,75879863,MA1979.1,-,2.05e-07,AluSz,Alu,SINE
chr7,77047526,77047537,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr14,79094570,79094581,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr11,79397304,79397315,MA1979.1,+,2.05e-07,MIRb,MIR,SINE
chr9,79754653,79754664,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr7,80205714,80205725,MA1979.1,+,2.05e-07,MER11C,ERVK,LTR
chr9,80246295,80246306,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr11,80597053,80597064,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr15,81165525,81165536,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr6,81706234,81706245,MA1979.1,-,2.05e-07,MER54B,ERVL,LTR
chr9,82006002,82006013,MA1979.1,+,2.05e-07,MER58A,hAT-Charlie,DNA
chr4,82589660,82589671,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr4,83161448,83161459,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr14,83199429,83199440,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr14,83637585,83637596,MA1979.1,+,2.05e-07,AluSq2,Alu,SINE
chrX,83999792,83999803,MA1979.1,+,2.05e-07,LTR21A,ERV1,LTR
chr9,84516388,84516399,MA1979.1,-,2.05e-07,MER117,hAT-Charlie,DNA
chr4,85712253,85712264,MA1979.1,+,2.05e-07,L1MB3,L1,LINE
chrX,85799952,85799963,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr1,86812959,86812970,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr11,86831664,86831675,MA1979.1,-,2.05e-07,AluSc8,Alu,SINE
chr10,86900104,86900115,MA1979.1,+,2.05e-07,AluSq2,Alu,SINE
chr1,86941131,86941142,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr9,88726321,88726332,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr4,89370998,89371009,MA1979.1,+,2.05e-07,AluSz6,Alu,SINE
chr9,90672040,90672051,MA1979.1,-,2.05e-07,AluJo,Alu,SINE
chr7,91501761,91501772,MA1979.1,-,2.05e-07,MIRb,MIR,SINE
chr8,92489811,92489822,MA1979.1,+,2.05e-07,L1MEc,L1,LINE
chr5,92573507,92573518,MA1979.1,-,2.05e-07,AluJo,Alu,SINE
chr12,92625328,92625339,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr10,93387521,93387532,MA1979.1,-,2.05e-07,MER102b,hAT-Charlie,DNA
chr12,94938832,94938843,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr14,95025175,95025186,MA1979.1,-,2.05e-07,L2a,L2,LINE
chr14,95321261,95321272,MA1979.1,+,2.05e-07,MER20B,hAT-Charlie,DNA
chr2,96031064,96031075,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr6,97631659,97631670,MA1979.1,+,2.05e-07,L2a,L2,LINE
chr12,97736412,97736423,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chrX,98143432,98143443,MA1979.1,-,2.05e-07,AluY,Alu,SINE
chr4,98267203,98267214,MA1979.1,+,2.05e-07,AluY,Alu,SINE
chr9,98494237,98494248,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr5,98964603,98964614,MA1979.1,-,2.05e-07,L1MA1,L1,LINE
chr10,100448813,100448824,MA1979.1,-,2.05e-07,L1ME2z,L1,LINE
chr7,101568543,101568554,MA1979.1,-,2.05e-07,AluSz,Alu,SINE
chrX,102582974,102582985,MA1979.1,+,2.05e-07,L1M3e,L1,LINE
chr10,103072896,103072907,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr10,103158214,103158225,MA1979.1,-,2.05e-07,AluY,Alu,SINE
chr3,103977221,103977232,MA1979.1,-,2.05e-07,MIR,MIR,SINE
chr2,104283204,104283215,MA1979.1,+,2.05e-07,AluSz,Alu,SINE
chr4,104947886,104947897,MA1979.1,+,2.05e-07,MLT1I,ERVL-MaLR,LTR
chr11,105870317,105870328,MA1979.1,+,2.05e-07,MLT1C,ERVL-MaLR,LTR
chr11,106190933,106190944,MA1979.1,+,2.05e-07,AluSc5,Alu,SINE
chr7,108076223,108076234,MA1979.1,+,2.05e-07,L1MB7,L1,LINE
chr12,110415167,110415178,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr4,111080397,111080408,MA1979.1,-,2.05e-07,L2a,L2,LINE
chr12,113331487,113331498,MA1979.1,-,2.05e-07,AluJo,Alu,SINE
chr2,114582478,114582489,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr7,116922279,116922290,MA1979.1,+,2.05e-07,L1ME3A,L1,LINE
chr6,118157965,118157976,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr7,118198727,118198738,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr10,118946971,118946982,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chrX,119698312,119698323,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr5,120788460,120788471,MA1979.1,+,2.05e-07,L1MA2,L1,LINE
chr2,121704851,121704862,MA1979.1,+,2.05e-07,MIRb,MIR,SINE
chr12,124485151,124485162,MA1979.1,-,2.05e-07,L1ME3A,L1,LINE
chr9,125541238,125541249,MA1979.1,+,2.05e-07,MER5A,hAT-Charlie,DNA
chr6,125878856,125878867,MA1979.1,+,2.05e-07,AluJr,Alu,SINE
chrX,126000502,126000513,MA1979.1,+,2.05e-07,HERVH-int,ERV1,LTR
chr5,126246443,126246454,MA1979.1,+,2.05e-07,MER11B,ERVK,LTR
chr11,127757189,127757200,MA1979.1,-,2.05e-07,Tigger1,TcMar-Tigger,DNA
chr4,127761647,127761658,MA1979.1,-,2.05e-07,LTR88b,Gypsy,LTR
chr5,128406799,128406810,MA1979.1,+,2.05e-07,L1MEg,L1,LINE
chr3,128800786,128800797,MA1979.1,+,2.05e-07,HAL1,L1,LINE
chr9,129127766,129127777,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr11,129142472,129142483,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr11,129175435,129175446,MA1979.1,+,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr9,129639529,129639540,MA1979.1,-,2.05e-07,L1ME2z,L1,LINE
chr8,132706261,132706272,MA1979.1,-,2.05e-07,MSTB-int,ERVL-MaLR,LTR
chr7,133436767,133436778,MA1979.1,+,2.05e-07,AluJb,Alu,SINE
chr2,140198658,140198669,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr4,140621047,140621058,MA1979.1,+,2.05e-07,AluJr,Alu,SINE
chr3,143992883,143992894,MA1979.1,+,2.05e-07,LTR88c,Gypsy,LTR
chrX,144119171,144119182,MA1979.1,-,2.05e-07,L1M1,L1,LINE
chr5,145753616,145753627,MA1979.1,+,2.05e-07,AluSz6,Alu,SINE
chr6,147744239,147744250,MA1979.1,+,2.05e-07,LTR28,ERV1,LTR
chr2,148351713,148351724,MA1979.1,-,2.05e-07,MLT1D,ERVL-MaLR,LTR
chr4,152014910,152014921,MA1979.1,+,2.05e-07,AluSx,Alu,SINE
chr2,153770903,153770914,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr6,155470908,155470919,MA1979.1,+,2.05e-07,AluSx1,Alu,SINE
chr1,156325111,156325122,MA1979.1,-,2.05e-07,AluSq,Alu,SINE
chr4,157722559,157722570,MA1979.1,+,2.05e-07,LTR8A,ERV1,LTR
chr5,158035165,158035176,MA1979.1,+,2.05e-07,MER90a,ERV1,LTR
chr2,162382441,162382452,MA1979.1,-,2.05e-07,AluJr,Alu,SINE
chr4,163374941,163374952,MA1979.1,+,2.05e-07,AluSz6,Alu,SINE
chr4,166713733,166713744,MA1979.1,-,2.05e-07,Tigger1,TcMar-Tigger,DNA
chr6,167121386,167121397,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr3,167506039,167506050,MA1979.1,+,2.05e-07,LTR86A2,ERVL,LTR
chr4,173608630,173608641,MA1979.1,+,2.05e-07,AluSg,Alu,SINE
chr1,174888845,174888856,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr5,175023475,175023486,MA1979.1,+,2.05e-07,MER5A1,hAT-Charlie,DNA
chr5,175023475,175023486,MA1979.1,+,2.05e-07,MER5A1,hAT-Charlie,DNA
chr5,175598690,175598701,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr1,179300096,179300107,MA1979.1,-,2.05e-07,MLT1J,ERVL-MaLR,LTR
chr5,179627111,179627122,MA1979.1,+,2.05e-07,AluSg,Alu,SINE
chr4,179770484,179770495,MA1979.1,-,2.05e-07,MLT1I,ERVL-MaLR,LTR
chr2,179826631,179826642,MA1979.1,-,2.05e-07,Charlie8,hAT-Charlie,DNA
chr2,182158550,182158561,MA1979.1,+,2.05e-07,L1M1,L1,LINE
chr3,182289056,182289067,MA1979.1,+,2.05e-07,MIRb,MIR,SINE
chr4,183529564,183529575,MA1979.1,-,2.05e-07,AluJb,Alu,SINE
chr1,184124904,184124915,MA1979.1,-,2.05e-07,LTR8,ERV1,LTR
chr3,185037284,185037295,MA1979.1,+,2.05e-07,Charlie17a,hAT-Charlie,DNA
chr1,189089983,189089994,MA1979.1,-,2.05e-07,L1PA8,L1,LINE
chr3,192298551,192298562,MA1979.1,-,2.05e-07,AluSx,Alu,SINE
chr2,200431120,200431131,MA1979.1,+,2.05e-07,L2a,L2,LINE
chr1,204150729,204150740,MA1979.1,-,2.05e-07,MER31A,ERV1,LTR
chr1,204334329,204334340,MA1979.1,-,2.05e-07,L2c,L2,LINE
chr1,220306507,220306518,MA1979.1,-,2.05e-07,AluSx1,Alu,SINE
chr1,226624059,226624070,MA1979.1,+,2.05e-07,AluJo,Alu,SINE
chr1,231602018,231602029,MA1979.1,-,2.05e-07,L1MCc,L1,LINE
chr1,234773813,234773824,MA1979.1,-,2.05e-07,AluSc,Alu,SINE
chrUn_gl000233,5393,5404,MA1979.1,-,4.54e-07,AluSp,Alu,SINE
chrUn_gl000223,50115,50126,MA1979.1,-,4.54e-07,AluJr,Alu,SINE
chr8,63975,63986,MA1979.1,+,4.54e-07,AluSz6,Alu,SINE
chrUn_gl000224,87348,87359,MA1979.1,-,4.54e-07,AluSc,Alu,SINE
chr4,96693,96704,MA1979.1,-,4.54e-07,AluSc,Alu,SINE
chr9,175229,175240,MA1979.1,+,4.54e-07,AluSc,Alu,SINE
chr3,209498,209509,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chr4_ctg9_hap1,228294,228305,MA1979.1,-,4.54e-07,AluSc,Alu,SINE
chr12,353707,353718,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr1,419087,419098,MA1979.1,-,4.54e-07,AluSz6,Alu,SINE
chr1,571370,571381,MA1979.1,+,4.54e-07,AluSz6,Alu,SINE
chr12,599747,599758,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr17_ctg5_hap1,613459,613470,MA1979.1,+,4.54e-07,AluSx,Alu,SINE
chr5,636776,636787,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chr4,695289,695300,MA1979.1,-,4.54e-07,AluJb,Alu,SINE
chrY,697763,697774,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chrX,747763,747774,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chr17,766855,766866,MA1979.1,-,4.54e-07,AluJo,Alu,SINE
chr19,791526,791537,MA1979.1,-,4.54e-07,AluSx1,Alu,SINE
chr6_mann_hap4,887340,887351,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr6_mcf_hap5,887515,887526,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr6_qbl_hap6,887645,887656,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr6_dbb_hap3,887671,887682,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr6_apd_hap1,887843,887854,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr19,908461,908472,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chr6_mann_hap4,923394,923405,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr6_mcf_hap5,923621,923632,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr6_qbl_hap6,923752,923763,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr6_dbb_hap3,923786,923797,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr6_apd_hap1,923959,923970,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr6_ssto_hap7,960989,961000,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr17,1004218,1004229,MA1979.1,-,4.54e-07,AluSx1,Alu,SINE
chr6_cox_hap2,1103123,1103134,MA1979.1,+,4.54e-07,AluSx3,Alu,SINE
chr6_cox_hap2,1139234,1139245,MA1979.1,+,4.54e-07,AluY,Alu,SINE
chr17_ctg5_hap1,1342033,1342044,MA1979.1,+,4.54e-07,AluSx,Alu,SINE
chr17,1427994,1428005,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chrY,1449076,1449087,MA1979.1,-,4.54e-07,AluSp,Alu,SINE
chrX,1499076,1499087,MA1979.1,-,4.54e-07,AluSp,Alu,SINE
chr11,1511987,1511998,MA1979.1,+,4.54e-07,AluJr,Alu,SINE
chr19,1539864,1539875,MA1979.1,-,4.54e-07,AluSx,Alu,SINE
chr2,1624554,1624565,MA1979.1,-,4.54e-07,AluSg,Alu,SINE
chr12,1766658,1766669,MA1979.1,-,4.54e-07,AluJr,Alu,SINE
chr12,1777472,1777483,MA1979.1,-,4.54e-07,AluJr,Alu,SINE
chr19,1868796,1868807,MA1979.1,-,4.54e-07,AluSq2,Alu,SINE
chr19,1889160,1889171,MA1979.1,+,4.54e-07,AluSx,Alu,SINE
chr6,2016344,2016355,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr6_qbl_hap6,2034622,2034633,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr6_dbb_hap3,2035498,2035509,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr6_mann_hap4,2089803,2089814,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chrY,2115144,2115155,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chr3,2117967,2117978,MA1979.1,-,4.54e-07,AluSx,Alu,SINE
chrX,2165144,2165155,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chr12,2189279,2189290,MA1979.1,+,4.54e-07,AluSz,Alu,SINE
chr2,2235374,2235385,MA1979.1,-,4.54e-07,AluJb,Alu,SINE
chr6_cox_hap2,2253760,2253771,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr1,2256942,2256953,MA1979.1,-,4.54e-07,AluJr,Alu,SINE
chr20,2269339,2269350,MA1979.1,+,4.54e-07,MIRb,MIR,SINE
chr8,2310072,2310083,MA1979.1,-,4.54e-07,AluSx1,Alu,SINE
chr10,2389006,2389017,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chr16,2404472,2404483,MA1979.1,-,4.54e-07,AluSq2,Alu,SINE
chrY,2538768,2538779,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chrX,2588768,2588779,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chr6_mann_hap4,2617637,2617648,MA1979.1,-,4.54e-07,AluSc8,Alu,SINE
chr9,2694593,2694604,MA1979.1,+,4.54e-07,AluSz,Alu,SINE
chr4,2705550,2705561,MA1979.1,+,4.54e-07,AluJr,Alu,SINE
chr8,2714323,2714334,MA1979.1,-,4.54e-07,AluSx,Alu,SINE
chr17,2716521,2716532,MA1979.1,-,4.54e-07,AluSx3,Alu,SINE
chr3,2729198,2729209,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chr11,2777394,2777405,MA1979.1,+,4.54e-07,L1ME3F,L1,LINE
chr3,2790999,2791010,MA1979.1,-,4.54e-07,AluSz,Alu,SINE
chr5,2839380,2839391,MA1979.1,+,4.54e-07,AluSx1,Alu,SINE
chr4,2868649,2868660,MA1979.1,+,4.54e-07,AluJb,Alu,SINE
chrX,2910934,2910945,MA1979.1,+,4.54e-07,AluSx,Alu,SINE
chr12,2918103,2918114,MA1979.1,+,4.54e-07,AluSq2,Alu,SINE
chr2,2929257,2929268,MA1979.1,+,4.54e-07,AluJr4,Alu,SINE
chr6,2947265,2947276,MA1979.1,+,4.54e-07,AluSx,Alu,SINE
chr5,3130023,3130034,MA1979.1,-,4.54e-07,AluJb,Alu,SINE
chr20,3200242,3200253,MA1979.1,+,4.54e-07,AluSq,Alu,SINE
chr10,3231522,3231533,MA1979.1,-,4.54e-07,AluJo,Alu,SINE
chr7,3295449,3295460,MA1979.1,-,4.54e-07,AluSx3,Alu,SINE
chr6_dbb_hap3,3385217,3385228,MA1979.1,-,4.54e-07,AluJb,Alu,SINE
