CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr15,91468998,91469019,MA1716.1,+,5.32e-08,L1MEd,L1,LINE
chr12,125143143,125143164,MA1716.1,-,5.39e-08,L2a,L2,LINE
chr18,35311999,35312020,MA1716.1,+,5.46e-08,L2c,L2,LINE
chr4,149334934,149334955,MA1716.1,+,5.46e-08,L1ME3C,L1,LINE
chr19,57142044,57142065,MA1716.1,-,5.6e-08,L2a,L2,LINE
chr20,9014911,9014932,MA1716.1,+,5.68e-08,LTR16A1,ERVL,LTR
chr8,128129326,128129347,MA1716.1,+,5.68e-08,L2a,L2,LINE
chr2,82869184,82869205,MA1716.1,+,5.75e-08,L1PA11,L1,LINE
chr1,206266349,206266370,MA1716.1,-,5.75e-08,Tigger4,TcMar-Tigger,DNA
chr6,3706910,3706931,MA1716.1,+,5.83e-08,L1MB3,L1,LINE
chr8,6142289,6142310,MA1716.1,-,5.91e-08,L2b,L2,LINE
chr1,64890257,64890278,MA1716.1,+,5.91e-08,L1MEg,L1,LINE
chr5,95078301,95078322,MA1716.1,-,5.91e-08,L1MEg,L1,LINE
chr20,20653253,20653274,MA1716.1,+,5.99e-08,L1ME3F,L1,LINE
chr4,27668718,27668739,MA1716.1,-,6.15e-08,MER20,hAT-Charlie,DNA
chr6,116763684,116763705,MA1716.1,-,6.15e-08,L2c,L2,LINE
chr7,132428821,132428842,MA1716.1,+,6.39e-08,L1MEd,L1,LINE
chr19,57486095,57486116,MA1716.1,-,6.47e-08,L2a,L2,LINE
chr11,78378591,78378612,MA1716.1,+,6.47e-08,L2c,L2,LINE
chr14,90655468,90655489,MA1716.1,+,6.47e-08,L1MC4a,L1,LINE
chr9,20312897,20312918,MA1716.1,-,6.56e-08,L2c,L2,LINE
chr16,20781732,20781753,MA1716.1,+,6.56e-08,MER20,hAT-Charlie,DNA
chr11,76266003,76266024,MA1716.1,-,6.56e-08,L2b,L2,LINE
chr19,16943777,16943798,MA1716.1,-,6.65e-08,MER20,hAT-Charlie,DNA
chr12,30025929,30025950,MA1716.1,-,6.74e-08,L2a,L2,LINE
chr1,181133337,181133358,MA1716.1,-,6.74e-08,L1MEd,L1,LINE
chr5,94554387,94554408,MA1716.1,-,7e-08,Tigger3a,TcMar-Tigger,DNA
chr8,135104198,135104219,MA1716.1,+,7.18e-08,L1MEd,L1,LINE
chr5,146566673,146566694,MA1716.1,+,7.47e-08,L1M5,L1,LINE
chr4,136557199,136557220,MA1716.1,-,7.56e-08,L1PA11,L1,LINE
chr3,22991793,22991814,MA1716.1,+,7.76e-08,MER20,hAT-Charlie,DNA
chr15,86434411,86434432,MA1716.1,+,7.86e-08,L2c,L2,LINE
chr2,60944879,60944900,MA1716.1,+,7.96e-08,LTR33,ERVL,LTR
chrY,8319677,8319698,MA1716.1,-,8.38e-08,BSR/Beta,Satellite,Satellite
chr12,32964900,32964921,MA1716.1,-,8.48e-08,Tigger4,TcMar-Tigger,DNA
chr2,43858652,43858673,MA1716.1,-,8.48e-08,Tigger4,TcMar-Tigger,DNA
chr11,74207980,74208001,MA1716.1,+,8.48e-08,Tigger4,TcMar-Tigger,DNA
chr14,82930174,82930195,MA1716.1,+,8.48e-08,L1PA11,L1,LINE
chr9,91857732,91857753,MA1716.1,-,8.7e-08,MER4D,ERV1,LTR
chr12,93099847,93099868,MA1716.1,+,8.7e-08,L2c,L2,LINE
chr14,99894041,99894062,MA1716.1,-,8.92e-08,L2c,L2,LINE
chr10,24865617,24865638,MA1716.1,+,9.15e-08,L1MEg,L1,LINE
chr13,40589618,40589639,MA1716.1,+,9.15e-08,Charlie7,hAT-Charlie,DNA
chr18,60643525,60643546,MA1716.1,+,9.15e-08,MER20,hAT-Charlie,DNA
chr5,90233157,90233178,MA1716.1,-,9.15e-08,L1MEe,L1,LINE
chr19,49155483,49155504,MA1716.1,+,9.39e-08,L2c,L2,LINE
chr3,182704426,182704447,MA1716.1,+,9.39e-08,MER21C,ERVL,LTR
chr14,84801545,84801566,MA1716.1,-,9.5e-08,L2,L2,LINE
chr12,90291267,90291288,MA1716.1,+,9.5e-08,MER34A,ERV1,LTR
chr18,33407711,33407732,MA1716.1,+,9.62e-08,MER34C_,ERV1,LTR
chr18,13889792,13889813,MA1716.1,-,9.87e-08,MIRb,MIR,SINE
chr17,71065515,71065536,MA1716.1,+,9.87e-08,L2c,L2,LINE
chr9,79096837,79096858,MA1716.1,-,9.99e-08,LTR40a,ERVL,LTR
chr12,34467102,34467123,MA1716.1,-,1.01e-07,GSATII,centr,Satellite
chr15,62184158,62184179,MA1716.1,+,1.01e-07,L1MA4,L1,LINE
chr11,78962962,78962983,MA1716.1,+,1.01e-07,L1MEd,L1,LINE
chr4,47347958,47347979,MA1716.1,+,1.02e-07,Tigger4,TcMar-Tigger,DNA
chr2,220367382,220367403,MA1716.1,-,1.02e-07,L2c,L2,LINE
chr16,51082525,51082546,MA1716.1,+,1.04e-07,MLT2F,ERVL,LTR
chr3,77004708,77004729,MA1716.1,-,1.06e-07,L1MB4,L1,LINE
chr6,161690039,161690060,MA1716.1,-,1.06e-07,L4,RTE,LINE
chr19,43660611,43660632,MA1716.1,+,1.08e-07,L1M5,L1,LINE
chr17,17510618,17510639,MA1716.1,+,1.09e-07,L2b,L2,LINE
chr8,76556175,76556196,MA1716.1,-,1.09e-07,L1MEd,L1,LINE
chr8,83903588,83903609,MA1716.1,-,1.09e-07,Tigger4,TcMar-Tigger,DNA
chr21,10602076,10602097,MA1716.1,+,1.1e-07,GSATII,centr,Satellite
chr5,30716723,30716744,MA1716.1,-,1.1e-07,MLT1H,ERVL-MaLR,LTR
chr9,42256211,42256232,MA1716.1,+,1.1e-07,GSATII,centr,Satellite
chrX,67471908,67471929,MA1716.1,+,1.1e-07,MLT1H,ERVL-MaLR,LTR
chr9,70651077,70651098,MA1716.1,+,1.1e-07,GSATII,centr,Satellite
chr2,132511563,132511584,MA1716.1,+,1.1e-07,GSATII,centr,Satellite
chr17,74193,74214,MA1716.1,+,1.12e-07,L2c,L2,LINE
chr12,1723218,1723239,MA1716.1,-,1.14e-07,MLT1J2,ERVL-MaLR,LTR
chr17,9123487,9123508,MA1716.1,+,1.14e-07,MIRb,MIR,SINE
chr7,122790674,122790695,MA1716.1,+,1.16e-07,L2,L2,LINE
chr3,193216419,193216440,MA1716.1,-,1.16e-07,MER5B,hAT-Charlie,DNA
chr10,59403746,59403767,MA1716.1,-,1.17e-07,L2a,L2,LINE
chr4,93258013,93258034,MA1716.1,+,1.17e-07,L2b,L2,LINE
chr14,28647068,28647089,MA1716.1,+,1.19e-07,L1MEd,L1,LINE
chr1,119738230,119738251,MA1716.1,-,1.19e-07,Arthur1B,hAT-Tip100,DNA
chrX,100892790,100892811,MA1716.1,-,1.22e-07,L1MEd,L1,LINE
chrX,7320597,7320618,MA1716.1,+,1.23e-07,MER20,hAT-Charlie,DNA
chr2,66965153,66965174,MA1716.1,-,1.23e-07,Charlie2a,hAT-Charlie,DNA
chr18,26645392,26645413,MA1716.1,-,1.25e-07,L1MEe,L1,LINE
chr17,54884598,54884619,MA1716.1,-,1.25e-07,L2c,L2,LINE
chr20,60197769,60197790,MA1716.1,-,1.25e-07,MER20,hAT-Charlie,DNA
chr6_mcf_hap5,1102813,1102834,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_mann_hap4,1102854,1102875,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_qbl_hap6,1103118,1103139,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_dbb_hap3,1103157,1103178,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_ssto_hap7,1140083,1140104,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_apd_hap1,1220859,1220880,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_qbl_hap6,1273918,1273939,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_dbb_hap3,1274354,1274375,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_mann_hap4,1279585,1279606,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_ssto_hap7,1310339,1310360,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_cox_hap2,1318425,1318446,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_mcf_hap5,1362875,1362896,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6_cox_hap2,1492725,1492746,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6,29802507,29802528,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chr6,29981011,29981032,MA1716.1,+,1.26e-07,MER20,hAT-Charlie,DNA
chrX,39901316,39901337,MA1716.1,-,1.26e-07,LTR16B,ERVL,LTR
chr2,117245967,117245988,MA1716.1,+,1.26e-07,ERVL-B4-int,ERVL,LTR
chrX,128732413,128732434,MA1716.1,+,1.26e-07,L2b,L2,LINE
chr22,25117538,25117559,MA1716.1,-,1.28e-07,L1MEg,L1,LINE
chr2,131680423,131680444,MA1716.1,-,1.28e-07,L1ME3B,L1,LINE
chr5,174450336,174450357,MA1716.1,-,1.28e-07,MER20,hAT-Charlie,DNA
chr16,12513941,12513962,MA1716.1,-,1.29e-07,MER20,hAT-Charlie,DNA
chr16,71535080,71535101,MA1716.1,+,1.29e-07,MER20,hAT-Charlie,DNA
chr8,115267332,115267353,MA1716.1,+,1.29e-07,L1M2,L1,LINE
chr12,131575409,131575430,MA1716.1,-,1.29e-07,L1M5,L1,LINE
chr10,134136736,134136757,MA1716.1,-,1.29e-07,ERVL-int,ERVL,LTR
chrX,134329602,134329623,MA1716.1,-,1.29e-07,L2a,L2,LINE
chr16,13907863,13907884,MA1716.1,-,1.31e-07,MLT1G1,ERVL-MaLR,LTR
chr5,41144797,41144818,MA1716.1,-,1.33e-07,L1PA15,L1,LINE
chr12,65103396,65103417,MA1716.1,-,1.34e-07,MLT1F,ERVL-MaLR,LTR
chr4,79429005,79429026,MA1716.1,+,1.34e-07,MER20,hAT-Charlie,DNA
chr4,12164411,12164432,MA1716.1,-,1.38e-07,L1MA1,L1,LINE
chr12,31618967,31618988,MA1716.1,+,1.38e-07,L1MEg,L1,LINE
chrX,39521460,39521481,MA1716.1,-,1.38e-07,L1MEd,L1,LINE
chr5,65798544,65798565,MA1716.1,-,1.38e-07,L1MEe,L1,LINE
chr15,99077765,99077786,MA1716.1,+,1.38e-07,L1MC4a,L1,LINE
chr7,126853697,126853718,MA1716.1,-,1.38e-07,L1MEd,L1,LINE
chrX,152919188,152919209,MA1716.1,+,1.38e-07,L1MEd,L1,LINE
chr6,21059437,21059458,MA1716.1,-,1.39e-07,L1PA10,L1,LINE
chr16,77180164,77180185,MA1716.1,-,1.39e-07,L1MEg,L1,LINE
chr5,150411181,150411202,MA1716.1,+,1.39e-07,L2b,L2,LINE
chr11,225667,225688,MA1716.1,+,1.43e-07,L1MEg,L1,LINE
chr8,20550142,20550163,MA1716.1,-,1.43e-07,LTR67B,ERVL,LTR
chr11,85049049,85049070,MA1716.1,+,1.44e-07,L1MEd,L1,LINE
chr10,122950115,122950136,MA1716.1,+,1.46e-07,MARNA,TcMar-Mariner,DNA
chr8,132813172,132813193,MA1716.1,-,1.46e-07,L2b,L2,LINE
chr13,87741665,87741686,MA1716.1,+,1.48e-07,LTR41,ERVL,LTR
chr4,120102581,120102602,MA1716.1,-,1.48e-07,L1M6,L1,LINE
chr22,47315538,47315559,MA1716.1,-,1.5e-07,L1MB7,L1,LINE
chr11,133913373,133913394,MA1716.1,+,1.5e-07,MER20,hAT-Charlie,DNA
chrX,58290740,58290761,MA1716.1,+,1.51e-07,GSATX,centr,Satellite
chr13,20033658,20033679,MA1716.1,-,1.53e-07,L1PA12,L1,LINE
chr13,24974008,24974029,MA1716.1,+,1.53e-07,L1PA12,L1,LINE
chrY,28694762,28694783,MA1716.1,+,1.53e-07,L1PA12,L1,LINE
chr2,235597138,235597159,MA1716.1,+,1.53e-07,L2a,L2,LINE
chr10,92637174,92637195,MA1716.1,-,1.55e-07,L2b,L2,LINE
chrX,132773081,132773102,MA1716.1,+,1.55e-07,L2c,L2,LINE
chr7,78561494,78561515,MA1716.1,+,1.57e-07,Tigger4,TcMar-Tigger,DNA
chr14,105376335,105376356,MA1716.1,+,1.57e-07,L1MEd,L1,LINE
chr2,240175893,240175914,MA1716.1,+,1.57e-07,L1MEe,L1,LINE
chr10,23559714,23559735,MA1716.1,+,1.59e-07,L1PA12,L1,LINE
chr4,118628877,118628898,MA1716.1,+,1.59e-07,L1PA10,L1,LINE
chr22,22092487,22092508,MA1716.1,-,1.61e-07,L1MB3,L1,LINE
chr11,43533631,43533652,MA1716.1,+,1.61e-07,L2c,L2,LINE
chr3,70552368,70552389,MA1716.1,+,1.61e-07,L1PA16,L1,LINE
chr11,97906344,97906365,MA1716.1,+,1.61e-07,L1PB1,L1,LINE
chr13,112839675,112839696,MA1716.1,+,1.61e-07,MLT1G3,ERVL-MaLR,LTR
chr4,129320003,129320024,MA1716.1,-,1.61e-07,L1PA11,L1,LINE
chr2,190677135,190677156,MA1716.1,+,1.61e-07,L1MEf,L1,LINE
chr4,11467095,11467116,MA1716.1,+,1.63e-07,L2a,L2,LINE
chr19,13542137,13542158,MA1716.1,-,1.63e-07,L2a,L2,LINE
chr5,105700298,105700319,MA1716.1,-,1.63e-07,Tigger4,TcMar-Tigger,DNA
chr1,164050463,164050484,MA1716.1,+,1.63e-07,ERVL-B4-int,ERVL,LTR
chr2,178016860,178016881,MA1716.1,+,1.63e-07,L2c,L2,LINE
chr7,14618563,14618584,MA1716.1,+,1.65e-07,L2a,L2,LINE
chr11,19758877,19758898,MA1716.1,-,1.67e-07,L2b,L2,LINE
chr5,57811314,57811335,MA1716.1,+,1.67e-07,L1PA11,L1,LINE
chr17,70063647,70063668,MA1716.1,+,1.67e-07,MLT1I,ERVL-MaLR,LTR
chr12,77695981,77696002,MA1716.1,+,1.67e-07,MER20,hAT-Charlie,DNA
chr9,113959791,113959812,MA1716.1,+,1.67e-07,L1PA3,L1,LINE
chr12,115785706,115785727,MA1716.1,-,1.67e-07,L2a,L2,LINE
chr5,133370198,133370219,MA1716.1,+,1.67e-07,MLT1C,ERVL-MaLR,LTR
chrX,15556050,15556071,MA1716.1,-,1.69e-07,MER115,hAT-Tip100,DNA
chr12,80982479,80982500,MA1716.1,-,1.69e-07,MamGypLTR1a,Gypsy,LTR
chr7,134342566,134342587,MA1716.1,-,1.69e-07,L2b,L2,LINE
chr18,6369398,6369419,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr20,15006369,15006390,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr1,15751501,15751522,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chrX,19432873,19432894,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr3,20088419,20088440,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr9,21549864,21549885,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr22,25267067,25267088,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr22,27117706,27117727,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr1,33817221,33817242,MA1716.1,+,1.71e-07,L2c,L2,LINE
chr10,53274699,53274720,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr20,59014452,59014473,MA1716.1,-,1.71e-07,L1MD1,L1,LINE
chr3,64114656,64114677,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr2,65517921,65517942,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr10,70409890,70409911,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr17,72777237,72777258,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr2,80372018,80372039,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr12,106910953,106910974,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr12,116097966,116097987,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr2,200168295,200168316,MA1716.1,-,1.71e-07,MER20,hAT-Charlie,DNA
chr2,209041266,209041287,MA1716.1,+,1.71e-07,MER20,hAT-Charlie,DNA
chr12,34479580,34479601,MA1716.1,-,1.73e-07,GSATII,centr,Satellite
chr18,60665731,60665752,MA1716.1,-,1.73e-07,MER20,hAT-Charlie,DNA
chr20,61668330,61668351,MA1716.1,-,1.73e-07,L1M4,L1,LINE
chr13,87646581,87646602,MA1716.1,+,1.73e-07,L1PA11,L1,LINE
chr10,96424027,96424048,MA1716.1,-,1.73e-07,L1PA5,L1,LINE
chr5,98000447,98000468,MA1716.1,+,1.73e-07,L1PA10,L1,LINE
chr3,167229595,167229616,MA1716.1,+,1.73e-07,L1PA10,L1,LINE
chr11,110858923,110858944,MA1716.1,+,1.75e-07,L2b,L2,LINE
chrX,49112544,49112565,MA1716.1,-,1.77e-07,L2c,L2,LINE
chr15,30786955,30786976,MA1716.1,-,1.79e-07,L1MEd,L1,LINE
chr15,32805136,32805157,MA1716.1,+,1.79e-07,HAL1,L1,LINE
chr10,96072173,96072194,MA1716.1,+,1.79e-07,L2b,L2,LINE
chr1,119805236,119805257,MA1716.1,+,1.79e-07,MIR,MIR,SINE
chr17,42556897,42556918,MA1716.1,+,1.81e-07,L1ME1,L1,LINE
chr12,84968951,84968972,MA1716.1,+,1.81e-07,L1PA10,L1,LINE
chr3,10920452,10920473,MA1716.1,+,1.83e-07,L2a,L2,LINE
chr4,49280433,49280454,MA1716.1,+,1.83e-07,GSATII,centr,Satellite
chr4,49333842,49333863,MA1716.1,-,1.83e-07,GSATII,centr,Satellite
chr4,49518886,49518907,MA1716.1,-,1.83e-07,GSATII,centr,Satellite
chr16,6732571,6732592,MA1716.1,-,1.85e-07,MER20,hAT-Charlie,DNA
chr5,63325501,63325522,MA1716.1,+,1.85e-07,MIRb,MIR,SINE
chr15,67459609,67459630,MA1716.1,-,1.85e-07,L2b,L2,LINE
chr3,88197031,88197052,MA1716.1,+,1.85e-07,MER20,hAT-Charlie,DNA
chr14,104846081,104846102,MA1716.1,+,1.85e-07,L1MEc,L1,LINE
chr7,135575683,135575704,MA1716.1,-,1.85e-07,L2a,L2,LINE
chr20,21465399,21465420,MA1716.1,+,1.87e-07,L1MEd,L1,LINE
chr1,31015887,31015908,MA1716.1,+,1.87e-07,MER115,hAT-Tip100,DNA
chr4,48405513,48405534,MA1716.1,-,1.87e-07,L1PA10,L1,LINE
chr6,46071295,46071316,MA1716.1,+,1.9e-07,LTR49,ERV1,LTR
chrX,37934097,37934118,MA1716.1,+,1.92e-07,L2b,L2,LINE
chr9,68303740,68303761,MA1716.1,+,1.92e-07,GSATII,centr,Satellite
chr10,25505603,25505624,MA1716.1,-,1.94e-07,L2c,L2,LINE
chr1,113840262,113840283,MA1716.1,+,1.94e-07,L1MEg,L1,LINE
chr17,36553728,36553749,MA1716.1,+,1.96e-07,L2a,L2,LINE
chr2,43172059,43172080,MA1716.1,-,1.96e-07,LTR33B,ERVL,LTR
chr17,43262281,43262302,MA1716.1,-,1.96e-07,L2a,L2,LINE
chr8,43405707,43405728,MA1716.1,-,1.96e-07,GSATX,centr,Satellite
chr12,59950276,59950297,MA1716.1,-,1.96e-07,MLT2B2,ERVL,LTR
chr11,94821905,94821926,MA1716.1,+,1.96e-07,L2b,L2,LINE
chr21,9878856,9878877,MA1716.1,-,2.01e-07,GSATII,centr,Satellite
chrY,13254537,13254558,MA1716.1,-,2.01e-07,GSATII,centr,Satellite
chr14,25222884,25222905,MA1716.1,-,2.01e-07,LTR87,ERVL,LTR
chr7,155400831,155400852,MA1716.1,+,2.01e-07,L1MC4,L1,LINE
chr3,158668737,158668758,MA1716.1,+,2.01e-07,L2b,L2,LINE
chr18,9127801,9127822,MA1716.1,-,2.03e-07,L3,CR1,LINE
chr1,40930664,40930685,MA1716.1,-,2.03e-07,MER20,hAT-Charlie,DNA
chr17,47551835,47551856,MA1716.1,+,2.03e-07,MLT1F,ERVL-MaLR,LTR
chr3,120885195,120885216,MA1716.1,-,2.03e-07,L1MEe,L1,LINE
chr7,158362997,158363018,MA1716.1,+,2.03e-07,LTR62,ERVL,LTR
chr21,34360935,34360956,MA1716.1,-,2.06e-07,L1MEd,L1,LINE
chr5,159782228,159782249,MA1716.1,+,2.08e-07,Helitron3Na_Mam,Helitron,RC
chr1,8046628,8046649,MA1716.1,-,2.11e-07,L2a,L2,LINE
chrX,11587366,11587387,MA1716.1,+,2.11e-07,MER20,hAT-Charlie,DNA
chr8,15520248,15520269,MA1716.1,-,2.11e-07,L2c,L2,LINE
chr10,38259724,38259745,MA1716.1,+,2.11e-07,L2a,L2,LINE
chr17,53415966,53415987,MA1716.1,-,2.11e-07,MER20,hAT-Charlie,DNA
chrX,103509602,103509623,MA1716.1,+,2.11e-07,MER20,hAT-Charlie,DNA
chr4,107344026,107344047,MA1716.1,-,2.11e-07,MER20,hAT-Charlie,DNA
chr5,130666372,130666393,MA1716.1,+,2.11e-07,MER20,hAT-Charlie,DNA
chr18,36366016,36366037,MA1716.1,+,2.13e-07,Tigger4,TcMar-Tigger,DNA
chr17,36554210,36554231,MA1716.1,-,2.13e-07,L2a,L2,LINE
chr11,95209651,95209672,MA1716.1,-,2.13e-07,Tigger4,TcMar-Tigger,DNA
chr1,111052516,111052537,MA1716.1,+,2.13e-07,Tigger4,TcMar-Tigger,DNA
chr11,19341712,19341733,MA1716.1,+,2.16e-07,L1M6,L1,LINE
chr14,37342890,37342911,MA1716.1,+,2.16e-07,MLT1A,ERVL-MaLR,LTR
chr18,52383986,52384007,MA1716.1,-,2.18e-07,L2a,L2,LINE
chr21,21034875,21034896,MA1716.1,+,2.21e-07,Tigger4,TcMar-Tigger,DNA
chr7,26528633,26528654,MA1716.1,+,2.21e-07,MER113,hAT-Charlie,DNA
chr17,47170940,47170961,MA1716.1,-,2.21e-07,L1MEe,L1,LINE
chr13,47718796,47718817,MA1716.1,+,2.21e-07,MIRb,MIR,SINE
chr19,57830159,57830180,MA1716.1,-,2.21e-07,L1PA15,L1,LINE
chr13,104592127,104592148,MA1716.1,-,2.21e-07,LTR12_,ERV1,LTR
chr12,114529901,114529922,MA1716.1,+,2.21e-07,Tigger4,TcMar-Tigger,DNA
chr8,118493431,118493452,MA1716.1,+,2.21e-07,Charlie6,hAT-Charlie,DNA
chr3,196135974,196135995,MA1716.1,-,2.21e-07,L1MEg,L1,LINE
chr15,51227401,51227422,MA1716.1,-,2.23e-07,L2b,L2,LINE
chr15,76567524,76567545,MA1716.1,+,2.23e-07,L2a,L2,LINE
chr9,83134241,83134262,MA1716.1,-,2.23e-07,L1PA11,L1,LINE
chr15,90017634,90017655,MA1716.1,-,2.23e-07,L5,RTE,LINE
chr9,108514316,108514337,MA1716.1,+,2.23e-07,L1PA10,L1,LINE
chr2,125822716,125822737,MA1716.1,-,2.23e-07,LTR78,ERV1,LTR
chrX,39629793,39629814,MA1716.1,+,2.26e-07,L2a,L2,LINE
chr1,47270215,47270236,MA1716.1,-,2.26e-07,L2c,L2,LINE
chrY,13874828,13874849,MA1716.1,-,2.28e-07,L1MEe,L1,LINE
chr6,16957835,16957856,MA1716.1,+,2.28e-07,MER20,hAT-Charlie,DNA
chr8,40522054,40522075,MA1716.1,+,2.28e-07,MLT1F,ERVL-MaLR,LTR
chr19,47936033,47936054,MA1716.1,+,2.28e-07,MLT1J,ERVL-MaLR,LTR
chr6,52091470,52091491,MA1716.1,+,2.28e-07,LTR85b,Gypsy,LTR
chr6,87416375,87416396,MA1716.1,-,2.28e-07,L1PA10,L1,LINE
