CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chrX,9845809,9845829,MA1973.1,+,3.21e-08,AluJb,Alu,SINE
chr3,64682220,64682240,MA1973.1,+,3.21e-08,AluSx,Alu,SINE
chr9,135956405,135956425,MA1973.1,-,3.21e-08,MER74A,ERVL,LTR
chr7,41370639,41370659,MA1973.1,+,3.25e-08,L1PA16,L1,LINE
chr7,21083908,21083928,MA1973.1,+,3.4e-08,L2b,L2,LINE
chr7,150199726,150199746,MA1973.1,+,3.53e-08,MLT1H,ERVL-MaLR,LTR
chr6,12914268,12914288,MA1973.1,-,3.74e-08,MLT1H,ERVL-MaLR,LTR
chr2B,240377374,240377394,MA1973.1,+,3.74e-08,MLT1H,ERVL-MaLR,LTR
chr20,35528574,35528594,MA1973.1,-,3.78e-08,L2a,L2,LINE
chr10,78043953,78043973,MA1973.1,-,3.83e-08,L2b,L2,LINE
chr2A,86044348,86044368,MA1973.1,+,3.83e-08,MIR3,MIR,SINE
chr8,122970275,122970295,MA1973.1,+,3.83e-08,MLT1H2,ERVL-MaLR,LTR
chr12,18419159,18419179,MA1973.1,-,3.87e-08,MLT1J2,ERVL-MaLR,LTR
chrX,140703178,140703198,MA1973.1,+,3.96e-08,MLT1K,ERVL-MaLR,LTR
chr16,27025885,27025905,MA1973.1,+,4.01e-08,MER102a,hAT-Charlie,DNA
chr4,11871343,11871363,MA1973.1,+,4.1e-08,L1MA9,L1,LINE
chr20,15801158,15801178,MA1973.1,-,4.1e-08,MLT1H2,ERVL-MaLR,LTR
chr5,136313060,136313080,MA1973.1,-,4.15e-08,L1MA4A,L1,LINE
chr17,68561820,68561840,MA1973.1,-,4.2e-08,MLT1K,ERVL-MaLR,LTR
chr22,28875954,28875974,MA1973.1,-,4.25e-08,MER5B,hAT-Charlie,DNA
chr8,93880707,93880727,MA1973.1,-,4.25e-08,MER52A,ERV1,LTR
chr10,32307886,32307906,MA1973.1,-,4.3e-08,MLT1H,ERVL-MaLR,LTR
chr4,6880886,6880906,MA1973.1,+,4.4e-08,MLT1G,ERVL-MaLR,LTR
chr18,7759648,7759668,MA1973.1,+,4.45e-08,L2c,L2,LINE
chr1,34815925,34815945,MA1973.1,+,4.45e-08,MLT1H,ERVL-MaLR,LTR
chr3,16578347,16578367,MA1973.1,+,4.55e-08,MLT1H,ERVL-MaLR,LTR
chr7,75761105,75761125,MA1973.1,+,4.55e-08,L2c,L2,LINE
chr2B,114539275,114539295,MA1973.1,+,4.55e-08,MLT1H2,ERVL-MaLR,LTR
chr11,60855531,60855551,MA1973.1,+,4.88e-08,MIRb,MIR,SINE
chr12,102264267,102264287,MA1973.1,-,5.16e-08,MIRb,MIR,SINE
chr2B,119576123,119576143,MA1973.1,+,5.28e-08,FordPrefect,hAT-Tip100,DNA
chr4,150339731,150339751,MA1973.1,+,5.28e-08,MLT1H,ERVL-MaLR,LTR
chr1,162391996,162392016,MA1973.1,-,5.28e-08,L2b,L2,LINE
chrX,21086623,21086643,MA1973.1,-,5.34e-08,L1M3e,L1,LINE
chr7,136904668,136904688,MA1973.1,+,5.34e-08,MER20B,hAT-Charlie,DNA
chr19,50253352,50253372,MA1973.1,-,5.4e-08,L2b,L2,LINE
chr20,8627423,8627443,MA1973.1,-,5.46e-08,MLT1H,ERVL-MaLR,LTR
chr16,24163174,24163194,MA1973.1,-,5.53e-08,MER74A,ERVL,LTR
chr14,88471872,88471892,MA1973.1,-,5.53e-08,MLT1N2,ERVL-MaLR,LTR
chr10,33361281,33361301,MA1973.1,+,5.59e-08,AluSx1,Alu,SINE
chr13,79804083,79804103,MA1973.1,-,5.59e-08,L1MA8,L1,LINE
chr3,23991870,23991890,MA1973.1,+,5.65e-08,MLT1H,ERVL-MaLR,LTR
chr10,15477925,15477945,MA1973.1,-,5.72e-08,L1MEg,L1,LINE
chr18,26138489,26138509,MA1973.1,+,5.98e-08,LTR76,ERV1,LTR
chr14,34183746,34183766,MA1973.1,+,5.98e-08,LTR76,ERV1,LTR
chr4,41084259,41084279,MA1973.1,+,5.98e-08,LTR76,ERV1,LTR
chr13,49177009,49177029,MA1973.1,-,5.98e-08,LTR76,ERV1,LTR
chr6,138467653,138467673,MA1973.1,+,5.98e-08,LTR76,ERV1,LTR
chr17,2975645,2975665,MA1973.1,-,6.04e-08,Tigger3c,TcMar-Tigger,DNA
chr17,2975999,2976019,MA1973.1,-,6.04e-08,Tigger3c,TcMar-Tigger,DNA
chrX,38161587,38161607,MA1973.1,+,6.04e-08,MLT1H,ERVL-MaLR,LTR
chr15,75381453,75381473,MA1973.1,+,6.04e-08,L2a,L2,LINE
chr3,31837903,31837923,MA1973.1,-,6.11e-08,MSTA,ERVL-MaLR,LTR
chr2B,142810419,142810439,MA1973.1,+,6.11e-08,MLT2E,ERVL,LTR
chr16,13108236,13108256,MA1973.1,+,6.18e-08,MLT1J1,ERVL-MaLR,LTR
chr21,23885157,23885177,MA1973.1,+,6.18e-08,MLT1H,ERVL-MaLR,LTR
chr12,133335404,133335424,MA1973.1,-,6.18e-08,ERVL-B4-int,ERVL,LTR
chrX,53787244,53787264,MA1973.1,-,6.32e-08,L1M3e,L1,LINE
chrX,115454586,115454606,MA1973.1,-,6.32e-08,L1MEg,L1,LINE
chr10,4693776,4693796,MA1973.1,+,6.46e-08,L1M3b,L1,LINE
chr3,151868976,151868996,MA1973.1,+,6.46e-08,MLT1H2,ERVL-MaLR,LTR
chr2A,3804768,3804788,MA1973.1,+,6.53e-08,MLT1H2,ERVL-MaLR,LTR
chr5,37224773,37224793,MA1973.1,-,6.53e-08,L1M3e,L1,LINE
chr8,79463178,79463198,MA1973.1,-,6.53e-08,L1M3c,L1,LINE
chr3,166344288,166344308,MA1973.1,+,6.53e-08,HERV9-int,ERV1,LTR
chr10,65391161,65391181,MA1973.1,+,6.61e-08,L2a,L2,LINE
chr7,15343603,15343623,MA1973.1,-,6.68e-08,AluJr,Alu,SINE
chr18,37636522,37636542,MA1973.1,+,6.9e-08,MLT1G3,ERVL-MaLR,LTR
chr3,59650168,59650188,MA1973.1,+,6.9e-08,MIRb,MIR,SINE
chr18,64769365,64769385,MA1973.1,+,6.98e-08,MER90a,ERV1,LTR
chr4,13625411,13625431,MA1973.1,+,7.06e-08,L3,CR1,LINE
chr2A,75487188,75487208,MA1973.1,-,7.14e-08,L2c,L2,LINE
chr1,227241326,227241346,MA1973.1,+,7.14e-08,L1M3e,L1,LINE
chrY,22382700,22382720,MA1973.1,+,7.22e-08,HERV9-int,ERV1,LTR
chrX,40929842,40929862,MA1973.1,+,7.22e-08,LTR16A,ERVL,LTR
chr20,42111612,42111632,MA1973.1,-,7.22e-08,L1M1,L1,LINE
chr1,120100490,120100510,MA1973.1,-,7.22e-08,MLT1G1,ERVL-MaLR,LTR
chrUn_AACZ03190739,608,628,MA1973.1,+,7.3e-08,L2c,L2,LINE
chrUn_GL395850,9017,9037,MA1973.1,-,7.3e-08,L2c,L2,LINE
chr1_GL389177_random,20307,20327,MA1973.1,+,7.3e-08,L2b,L2,LINE
chr1,25351467,25351487,MA1973.1,-,7.3e-08,L2c,L2,LINE
chrUn_GL393549,75729,75749,MA1973.1,+,7.38e-08,MLT1H,ERVL-MaLR,LTR
chr18,31921817,31921837,MA1973.1,-,7.46e-08,L2b,L2,LINE
chr12,131180045,131180065,MA1973.1,-,7.46e-08,L2,L2,LINE
chr10,75416714,75416734,MA1973.1,+,7.54e-08,MLT1G,ERVL-MaLR,LTR
chr20,4187825,4187845,MA1973.1,-,7.62e-08,MLT1H,ERVL-MaLR,LTR
chr15,48662909,48662929,MA1973.1,-,7.62e-08,L1M3e,L1,LINE
chr3,14563055,14563075,MA1973.1,+,7.71e-08,MLT1H2,ERVL-MaLR,LTR
chrX,31187686,31187706,MA1973.1,-,7.71e-08,MLT1H2,ERVL-MaLR,LTR
chr4,191315483,191315503,MA1973.1,+,7.71e-08,AluJb,Alu,SINE
chr17,8360616,8360636,MA1973.1,+,7.88e-08,MLT1H2,ERVL-MaLR,LTR
chr18,29273300,29273320,MA1973.1,+,7.96e-08,L1PA17,L1,LINE
chr14,29618424,29618444,MA1973.1,+,7.96e-08,L1MEc,L1,LINE
chr2B,165591931,165591951,MA1973.1,-,7.96e-08,AluJb,Alu,SINE
chr11,12097136,12097156,MA1973.1,-,8.05e-08,L2b,L2,LINE
chr8,72229136,72229156,MA1973.1,-,8.14e-08,MamRep605,MamRep605,Unknown
chr13,92752749,92752769,MA1973.1,+,8.14e-08,LTR41B,ERVL,LTR
chr9,128661251,128661271,MA1973.1,-,8.14e-08,L2,L2,LINE
chr7,136774675,136774695,MA1973.1,+,8.14e-08,LTR86C,ERVL,LTR
chr19,1532532,1532552,MA1973.1,-,8.32e-08,AluJo,Alu,SINE
chr15,84973414,84973434,MA1973.1,+,8.41e-08,MLT1H,ERVL-MaLR,LTR
chr8,131449125,131449145,MA1973.1,+,8.41e-08,MLT1F2,ERVL-MaLR,LTR
chr5,43646973,43646993,MA1973.1,+,8.5e-08,LTR16A,ERVL,LTR
chr7,45359364,45359384,MA1973.1,-,8.5e-08,L2b,L2,LINE
chr1,63869638,63869658,MA1973.1,+,8.5e-08,L1M3e,L1,LINE
chr10,37819360,37819380,MA1973.1,-,8.6e-08,HERV9-int,ERV1,LTR
chr6,91380446,91380466,MA1973.1,+,8.69e-08,L2a,L2,LINE
chr5,102990803,102990823,MA1973.1,+,8.69e-08,L1MA2,L1,LINE
chr1,55200646,55200666,MA1973.1,-,8.88e-08,MIRc,MIR,SINE
chr11,34768809,34768829,MA1973.1,-,8.98e-08,MER20,hAT-Charlie,DNA
chr17,54704044,54704064,MA1973.1,+,9.17e-08,MER58A,hAT-Charlie,DNA
chr9,92706839,92706859,MA1973.1,-,9.17e-08,MLT1H,ERVL-MaLR,LTR
chr16,31262826,31262846,MA1973.1,-,9.27e-08,MLT1G,ERVL-MaLR,LTR
chr4,90200893,90200913,MA1973.1,-,9.27e-08,MLT1G1,ERVL-MaLR,LTR
chr12,131062545,131062565,MA1973.1,-,9.27e-08,MLT1G3,ERVL-MaLR,LTR
chr5,113977702,113977722,MA1973.1,-,9.46e-08,MLT1H2,ERVL-MaLR,LTR
chr9,1744046,1744066,MA1973.1,-,9.57e-08,LTR16A,ERVL,LTR
chr6,13173796,13173816,MA1973.1,+,9.57e-08,MIR3,MIR,SINE
chr5,15660151,15660171,MA1973.1,-,9.57e-08,L2c,L2,LINE
chr22,39362423,39362443,MA1973.1,-,9.57e-08,LTR16A1,ERVL,LTR
chr15,57428966,57428986,MA1973.1,+,9.57e-08,MLT1H,ERVL-MaLR,LTR
chr8,59629508,59629528,MA1973.1,-,9.57e-08,L1M3e,L1,LINE
chr13,78836100,78836120,MA1973.1,+,9.67e-08,L1M3e,L1,LINE
chr8,132948951,132948971,MA1973.1,-,9.67e-08,MLT1H1,ERVL-MaLR,LTR
chr4,183889429,183889449,MA1973.1,+,9.67e-08,MER20,hAT-Charlie,DNA
chr1,21851049,21851069,MA1973.1,+,9.88e-08,L2a,L2,LINE
chr2A,109697547,109697567,MA1973.1,-,9.88e-08,MLT1H2,ERVL-MaLR,LTR
chr11,95234388,95234408,MA1973.1,+,9.98e-08,L1M3e,L1,LINE
chr6_GL390389_random,970831,970851,MA1973.1,+,1.01e-07,LTR81B,Gypsy,LTR
chr11,3404717,3404737,MA1973.1,-,1.02e-07,MER66B,ERV1,LTR
chr5,70039175,70039195,MA1973.1,+,1.02e-07,LTR76,ERV1,LTR
chr15,53368333,53368353,MA1973.1,+,1.04e-07,MLT1H,ERVL-MaLR,LTR
chr8,65802715,65802735,MA1973.1,-,1.04e-07,MLT1H,ERVL-MaLR,LTR
chr15_GL392258_random,391948,391968,MA1973.1,-,1.05e-07,AluSz,Alu,SINE
chr13,76626914,76626934,MA1973.1,+,1.05e-07,MLT1K,ERVL-MaLR,LTR
chr10,19940362,19940382,MA1973.1,-,1.06e-07,MLT1N2,ERVL-MaLR,LTR
chr9,1740952,1740972,MA1973.1,-,1.08e-07,LTR16A,ERVL,LTR
chr2B,212635375,212635395,MA1973.1,+,1.08e-07,MLT1H,ERVL-MaLR,LTR
chrUn_GL393464,12969,12989,MA1973.1,+,1.09e-07,HERV9-int,ERV1,LTR
chrY,8213661,8213681,MA1973.1,-,1.09e-07,HERV9-int,ERV1,LTR
chr9,20452655,20452675,MA1973.1,+,1.1e-07,MLT1I,ERVL-MaLR,LTR
chr6,166759481,166759501,MA1973.1,-,1.1e-07,L1M3e,L1,LINE
chr5,172932495,172932515,MA1973.1,+,1.1e-07,LTR27B,ERV1,LTR
chr11,11146636,11146656,MA1973.1,-,1.12e-07,L2b,L2,LINE
chr5,158906252,158906272,MA1973.1,-,1.12e-07,MamGypLTR3,Gypsy,LTR
chr1,135786803,135786823,MA1973.1,-,1.13e-07,L1M3e,L1,LINE
chr20,359012,359032,MA1973.1,+,1.15e-07,MLT1H,ERVL-MaLR,LTR
chr19,44383167,44383187,MA1973.1,-,1.15e-07,L2b,L2,LINE
chr8,46063514,46063534,MA1973.1,-,1.16e-07,LTR78B,ERV1,LTR
chr18,76391949,76391969,MA1973.1,-,1.16e-07,PABL_A-int,ERV1,LTR
chr11,86017299,86017319,MA1973.1,-,1.16e-07,MER66C,ERV1,LTR
chr11,45368303,45368323,MA1973.1,+,1.17e-07,MIR,MIR,SINE
chr15,71455746,71455766,MA1973.1,+,1.17e-07,FLAM_A,Alu,SINE
chr18,6098000,6098020,MA1973.1,+,1.18e-07,MIRb,MIR,SINE
chr8_AACZ03163467_random,638,658,MA1973.1,+,1.21e-07,L1M2,L1,LINE
chr8,7927787,7927807,MA1973.1,-,1.21e-07,L1M2,L1,LINE
chr12,81769326,81769346,MA1973.1,+,1.21e-07,MLT1H,ERVL-MaLR,LTR
chr2B,144672167,144672187,MA1973.1,-,1.21e-07,MER94,hAT-Blackjack,DNA
chr3,34583711,34583731,MA1973.1,-,1.22e-07,MLT1H,ERVL-MaLR,LTR
chr4_GL389982_random,261011,261031,MA1973.1,+,1.25e-07,MIRb,MIR,SINE
chr4,5862143,5862163,MA1973.1,-,1.25e-07,MLT1H,ERVL-MaLR,LTR
chr22,28942103,28942123,MA1973.1,-,1.25e-07,MIR3,MIR,SINE
chr17_GL392665_random,45980,46000,MA1973.1,+,1.26e-07,L1MEc,L1,LINE
chr17_GL392651_random,91487,91507,MA1973.1,-,1.26e-07,L1MEc,L1,LINE
chrX,47640052,47640072,MA1973.1,-,1.26e-07,HERVL40-int,ERVL,LTR
chr16,78045925,78045945,MA1973.1,+,1.26e-07,MLT1H,ERVL-MaLR,LTR
chr15,86539046,86539066,MA1973.1,-,1.26e-07,MER5B,hAT-Charlie,DNA
chr2B,137726606,137726626,MA1973.1,-,1.26e-07,MER70A,ERVL,LTR
chr1,224724440,224724460,MA1973.1,-,1.26e-07,MLT1H,ERVL-MaLR,LTR
chr6,69516112,69516132,MA1973.1,-,1.27e-07,MLT1H,ERVL-MaLR,LTR
chr4,100299874,100299894,MA1973.1,+,1.27e-07,LTR67B,ERVL,LTR
chr3,149217219,149217239,MA1973.1,-,1.27e-07,L1M3e,L1,LINE
chr5,154029120,154029140,MA1973.1,+,1.27e-07,MLT1G1,ERVL-MaLR,LTR
chr4_AACZ03157001_random,1005,1025,MA1973.1,+,1.29e-07,MLT1E2,ERVL-MaLR,LTR
chr4,184141039,184141059,MA1973.1,-,1.29e-07,MLT1E3,ERVL-MaLR,LTR
chr15,46551501,46551521,MA1973.1,-,1.3e-07,LTR16A,ERVL,LTR
chr11,81045315,81045335,MA1973.1,+,1.3e-07,L1M3e,L1,LINE
chr11,96679576,96679596,MA1973.1,+,1.3e-07,L1M4c,L1,LINE
chr20,17992102,17992122,MA1973.1,+,1.31e-07,MLT1H,ERVL-MaLR,LTR
chr10,33132493,33132513,MA1973.1,-,1.31e-07,L1PA15,L1,LINE
chr20,37652464,37652484,MA1973.1,-,1.31e-07,L2a,L2,LINE
chr16,49602938,49602958,MA1973.1,-,1.31e-07,L2b,L2,LINE
chr1,116994285,116994305,MA1973.1,+,1.31e-07,LTR79,ERVL,LTR
chr1,205307957,205307977,MA1973.1,+,1.33e-07,MLT1F,ERVL-MaLR,LTR
chr11,2293467,2293487,MA1973.1,-,1.34e-07,LTR16B2,ERVL,LTR
chr11,30118184,30118204,MA1973.1,-,1.34e-07,MLT1H,ERVL-MaLR,LTR
chr14,65953815,65953835,MA1973.1,+,1.34e-07,MER5B,hAT-Charlie,DNA
chr10,72775170,72775190,MA1973.1,-,1.34e-07,L1ME2,L1,LINE
chr18,2726467,2726487,MA1973.1,+,1.35e-07,MER5A,hAT-Charlie,DNA
chrX,65744530,65744550,MA1973.1,-,1.35e-07,L1M3e,L1,LINE
chr9,118556813,118556833,MA1973.1,+,1.35e-07,MIRb,MIR,SINE
chr1,23058925,23058945,MA1973.1,-,1.37e-07,AluJr4,Alu,SINE
chr4,102322578,102322598,MA1973.1,-,1.37e-07,MIRb,MIR,SINE
chr7,151624414,151624434,MA1973.1,-,1.37e-07,L1M2,L1,LINE
chr22,36188308,36188328,MA1973.1,-,1.38e-07,AluSq2,Alu,SINE
chr13,49388232,49388252,MA1973.1,-,1.38e-07,AluSz6,Alu,SINE
chr17,55881959,55881979,MA1973.1,-,1.38e-07,MLT1H,ERVL-MaLR,LTR
chr8,57720305,57720325,MA1973.1,-,1.38e-07,L1M3e,L1,LINE
chr16,69502370,69502390,MA1973.1,+,1.38e-07,AluSx3,Alu,SINE
chr6,72725260,72725280,MA1973.1,-,1.38e-07,AluJr,Alu,SINE
chr4,74030491,74030511,MA1973.1,+,1.38e-07,AluSx1,Alu,SINE
chr1,153177930,153177950,MA1973.1,-,1.38e-07,AluSz,Alu,SINE
chr8,71025971,71025991,MA1973.1,+,1.4e-07,L2c,L2,LINE
chrX,71410409,71410429,MA1973.1,-,1.4e-07,L1M3e,L1,LINE
chr12,24337478,24337498,MA1973.1,+,1.41e-07,MER50B,ERV1,LTR
chr14,82046502,82046522,MA1973.1,-,1.41e-07,MLT1H,ERVL-MaLR,LTR
chr8,87665698,87665718,MA1973.1,-,1.41e-07,MLT1I,ERVL-MaLR,LTR
chr14,31641690,31641710,MA1973.1,-,1.43e-07,L1MA8,L1,LINE
chr11,40102680,40102700,MA1973.1,-,1.43e-07,MLT1H,ERVL-MaLR,LTR
chr2B,127169073,127169093,MA1973.1,+,1.43e-07,LTR36,ERV1,LTR
chr3,83717798,83717818,MA1973.1,+,1.44e-07,MLT1G3,ERVL-MaLR,LTR
chrX,85002957,85002977,MA1973.1,+,1.44e-07,L1M3e,L1,LINE
chr1,11047047,11047067,MA1973.1,-,1.45e-07,MLT1G3,ERVL-MaLR,LTR
chr12,109138641,109138661,MA1973.1,-,1.45e-07,MLT1F,ERVL-MaLR,LTR
chr6,162115496,162115516,MA1973.1,-,1.45e-07,L2a,L2,LINE
chr10,1756796,1756816,MA1973.1,+,1.47e-07,MLT1E2,ERVL-MaLR,LTR
chr6,22662778,22662798,MA1973.1,+,1.47e-07,MLT1H,ERVL-MaLR,LTR
chr9,36823954,36823974,MA1973.1,-,1.47e-07,MER20,hAT-Charlie,DNA
chr7,39688609,39688629,MA1973.1,+,1.47e-07,MLT1H,ERVL-MaLR,LTR
chr16,70123049,70123069,MA1973.1,+,1.47e-07,MLT1H,ERVL-MaLR,LTR
chr15,81189042,81189062,MA1973.1,-,1.47e-07,MLT1H,ERVL-MaLR,LTR
chr11,95405414,95405434,MA1973.1,+,1.47e-07,L1ME3,L1,LINE
chr12,97589454,97589474,MA1973.1,-,1.47e-07,MLT1H1,ERVL-MaLR,LTR
chr10,109531626,109531646,MA1973.1,-,1.47e-07,MLT1H,ERVL-MaLR,LTR
chr12,114781093,114781113,MA1973.1,-,1.47e-07,MLT1H,ERVL-MaLR,LTR
chrX,122941258,122941278,MA1973.1,-,1.47e-07,L1M3e,L1,LINE
chr20,5912404,5912424,MA1973.1,-,1.48e-07,MLT1H,ERVL-MaLR,LTR
chr16,8883739,8883759,MA1973.1,-,1.48e-07,L1M4b,L1,LINE
chr9,18548990,18549010,MA1973.1,-,1.5e-07,L1ME1,L1,LINE
chrX,115795739,115795759,MA1973.1,-,1.5e-07,MER20,hAT-Charlie,DNA
chr11,116274692,116274712,MA1973.1,-,1.5e-07,MER20,hAT-Charlie,DNA
chr7,2884905,2884925,MA1973.1,+,1.52e-07,MER58A,hAT-Charlie,DNA
chr7,113840680,113840700,MA1973.1,-,1.52e-07,ERV3-16A3_I-int,ERVL,LTR
chr2B,129405509,129405529,MA1973.1,-,1.52e-07,AluSx,Alu,SINE
chr22,36426322,36426342,MA1973.1,-,1.53e-07,MLT1H1,ERVL-MaLR,LTR
chr10,101819504,101819524,MA1973.1,+,1.53e-07,L3,CR1,LINE
chr4_GL389982_random,484904,484924,MA1973.1,+,1.56e-07,L2b,L2,LINE
chr16,50477232,50477252,MA1973.1,-,1.56e-07,L1M4,L1,LINE
chr2A_GL389353_random,553,573,MA1973.1,-,1.58e-07,MIR,MIR,SINE
chr6,231833,231853,MA1973.1,-,1.58e-07,L1MCc,L1,LINE
chr17,22542131,22542151,MA1973.1,+,1.58e-07,L2b,L2,LINE
chr12,44555547,44555567,MA1973.1,-,1.58e-07,L1MA8,L1,LINE
chr1,184746339,184746359,MA1973.1,-,1.58e-07,L1MA4A,L1,LINE
chr3,131108811,131108831,MA1973.1,+,1.6e-07,MIR3,MIR,SINE
chr2A,46820249,46820269,MA1973.1,-,1.61e-07,L1MD3,L1,LINE
chr11,68468081,68468101,MA1973.1,+,1.61e-07,MLT1H,ERVL-MaLR,LTR
chr6,85550305,85550325,MA1973.1,+,1.61e-07,MLT1H,ERVL-MaLR,LTR
chr4,107692465,107692485,MA1973.1,+,1.63e-07,MLT1E3,ERVL-MaLR,LTR
chr12,125354264,125354284,MA1973.1,+,1.63e-07,L2b,L2,LINE
chr22,25090642,25090662,MA1973.1,+,1.65e-07,L2b,L2,LINE
chr2A,105261293,105261313,MA1973.1,-,1.65e-07,LTR82B,ERVL,LTR
chr10,62028441,62028461,MA1973.1,-,1.66e-07,MLT1F,ERVL-MaLR,LTR
chr21,20775976,20775996,MA1973.1,-,1.68e-07,L2a,L2,LINE
chr17,65962926,65962946,MA1973.1,-,1.68e-07,MLT1H2,ERVL-MaLR,LTR
chr11,66240581,66240601,MA1973.1,-,1.68e-07,L2a,L2,LINE
