CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr2A,31353452,31353468,MA1720.1,+,4.23e-08,L2c,L2,LINE
chr5,74580734,74580750,MA1720.1,-,4.23e-08,L1MC3,L1,LINE
chr5,74582436,74582452,MA1720.1,-,4.23e-08,L1MA3,L1,LINE
chr11,83406424,83406440,MA1720.1,+,4.23e-08,L1M3e,L1,LINE
chr6,129222164,129222180,MA1720.1,+,4.23e-08,L1MCb,L1,LINE
chr5,109683947,109683963,MA1720.1,+,4.35e-08,L1MA8,L1,LINE
chr8,127579393,127579409,MA1720.1,+,4.35e-08,L1MB3,L1,LINE
chr10,90961831,90961847,MA1720.1,+,4.48e-08,MIRb,MIR,SINE
chr12,87423407,87423423,MA1720.1,-,4.57e-08,MLT1E1A,ERVL-MaLR,LTR
chr2A,104430902,104430918,MA1720.1,+,4.65e-08,L1MA7,L1,LINE
chr18,15170427,15170443,MA1720.1,+,4.8e-08,L1M3e,L1,LINE
chr5,27536326,27536342,MA1720.1,-,4.8e-08,L1M2,L1,LINE
chr7,53083304,53083320,MA1720.1,+,4.8e-08,L1MA10,L1,LINE
chr14,81272253,81272269,MA1720.1,-,4.8e-08,L1MA8,L1,LINE
chr2B,234541336,234541352,MA1720.1,+,5.13e-08,L2b,L2,LINE
chr21,1646204,1646220,MA1720.1,-,5.25e-08,MamGypLTR3,Gypsy,LTR
chr4,37183805,37183821,MA1720.1,+,5.25e-08,MER50,ERV1,LTR
chr6,130015140,130015156,MA1720.1,+,5.62e-08,MIRb,MIR,SINE
chr10,32099055,32099071,MA1720.1,-,5.84e-08,L1PA5,L1,LINE
chr13,38608035,38608051,MA1720.1,+,5.84e-08,MER44D,TcMar-Tigger,DNA
chr2A,39121543,39121559,MA1720.1,+,5.84e-08,MLT1F1,ERVL-MaLR,LTR
chr10,58521252,58521268,MA1720.1,+,5.84e-08,L3,CR1,LINE
chr3,142080129,142080145,MA1720.1,+,5.84e-08,L1PA7,L1,LINE
chr1,148154855,148154871,MA1720.1,-,5.93e-08,L1MEb,L1,LINE
chr3,29217167,29217183,MA1720.1,+,6.12e-08,LTR85b,Gypsy,LTR
chr4,14806074,14806090,MA1720.1,+,6.28e-08,AluJb,Alu,SINE
chr18,16169414,16169430,MA1720.1,+,6.28e-08,AluJb,Alu,SINE
chr6,21606104,21606120,MA1720.1,+,6.28e-08,AluSc,Alu,SINE
chr19,23475009,23475025,MA1720.1,+,6.28e-08,AluSz,Alu,SINE
chr3,23535576,23535592,MA1720.1,-,6.28e-08,AluJb,Alu,SINE
chr20,25602508,25602524,MA1720.1,-,6.28e-08,AluY,Alu,SINE
chr7,43218907,43218923,MA1720.1,+,6.28e-08,AluJb,Alu,SINE
chr16,79401601,79401617,MA1720.1,-,6.28e-08,AluSq,Alu,SINE
chr2B,177998837,177998853,MA1720.1,+,6.28e-08,AluJb,Alu,SINE
chr16,55768208,55768224,MA1720.1,-,6.44e-08,L1MC3,L1,LINE
chr7,138163016,138163032,MA1720.1,+,6.44e-08,L1PBa,L1,LINE
chr5,61740807,61740823,MA1720.1,-,6.57e-08,L1M1,L1,LINE
chr11,7598618,7598634,MA1720.1,+,6.66e-08,L3,CR1,LINE
chr4,27520960,27520976,MA1720.1,-,6.78e-08,HAL1,L1,LINE
chr6,42417662,42417678,MA1720.1,+,6.78e-08,L1MB2,L1,LINE
chr1,105598980,105598996,MA1720.1,+,6.78e-08,L1M1,L1,LINE
chr21,20876258,20876274,MA1720.1,+,6.9e-08,MIR,MIR,SINE
chr12,23559794,23559810,MA1720.1,+,6.99e-08,AluSx3,Alu,SINE
chr16,82146791,82146807,MA1720.1,-,6.99e-08,MSTA,ERVL-MaLR,LTR
chr9,34608569,34608585,MA1720.1,-,7.17e-08,L1M3b,L1,LINE
chr17,49868518,49868534,MA1720.1,-,7.17e-08,L3,CR1,LINE
chr5,88159295,88159311,MA1720.1,-,7.17e-08,Charlie3,hAT-Charlie,DNA
chr11,97640831,97640847,MA1720.1,-,7.17e-08,L1PA15,L1,LINE
chr7,48656622,48656638,MA1720.1,+,7.25e-08,L1M4,L1,LINE
chr8,64973773,64973789,MA1720.1,-,7.25e-08,L1MB3,L1,LINE
chr3,98137969,98137985,MA1720.1,-,7.25e-08,L1PA10,L1,LINE
chr2B,125185989,125186005,MA1720.1,+,7.25e-08,L1PA10,L1,LINE
chr6,134141861,134141877,MA1720.1,+,7.25e-08,L3b,CR1,LINE
chr16,46279325,46279341,MA1720.1,-,7.35e-08,L1MA3,L1,LINE
chr14,78424169,78424185,MA1720.1,-,7.35e-08,L2,L2,LINE
chrX,115857061,115857077,MA1720.1,+,7.35e-08,L1MA6,L1,LINE
chr1,228027430,228027446,MA1720.1,+,7.35e-08,L1M1,L1,LINE
chr4_AACZ03157003_random,778,794,MA1720.1,-,7.49e-08,L1M1,L1,LINE
chr22_GL393078_random,221203,221219,MA1720.1,-,7.49e-08,L1MA9,L1,LINE
chr1,5557670,5557686,MA1720.1,+,7.49e-08,L1M3,L1,LINE
chr17,6256540,6256556,MA1720.1,+,7.49e-08,L1MD2,L1,LINE
chr18,11401265,11401281,MA1720.1,-,7.49e-08,L1MB5,L1,LINE
chr7,17387427,17387443,MA1720.1,-,7.49e-08,L1M3,L1,LINE
chr12,27020894,27020910,MA1720.1,+,7.49e-08,Tigger3b,TcMar-Tigger,DNA
chr2A,46224961,46224977,MA1720.1,+,7.49e-08,L1M4,L1,LINE
chr4,60815839,60815855,MA1720.1,-,7.49e-08,L1MB1,L1,LINE
chr4,61171720,61171736,MA1720.1,-,7.49e-08,L1MB2,L1,LINE
chr1,66183436,66183452,MA1720.1,-,7.49e-08,L1ME1,L1,LINE
chr7,74182738,74182754,MA1720.1,-,7.49e-08,L1M4c,L1,LINE
chrX,76645978,76645994,MA1720.1,-,7.49e-08,L1MB5,L1,LINE
chr7,86356748,86356764,MA1720.1,-,7.49e-08,L1M3,L1,LINE
chr1,86389736,86389752,MA1720.1,+,7.49e-08,L1M4c,L1,LINE
chrX,91533323,91533339,MA1720.1,-,7.49e-08,L1M1,L1,LINE
chr1,107242207,107242223,MA1720.1,-,7.49e-08,L1MC1,L1,LINE
chr4,109824058,109824074,MA1720.1,+,7.49e-08,L1MA2,L1,LINE
chr4,110559484,110559500,MA1720.1,+,7.49e-08,L1MA9,L1,LINE
chr11,126276253,126276269,MA1720.1,-,7.49e-08,L1MB7,L1,LINE
chr9,132547362,132547378,MA1720.1,-,7.49e-08,L1M4,L1,LINE
chr3,142100225,142100241,MA1720.1,+,7.49e-08,L1MA2,L1,LINE
chr6,148312819,148312835,MA1720.1,+,7.49e-08,L1M4,L1,LINE
chr4,171353057,171353073,MA1720.1,+,7.49e-08,L1MA4A,L1,LINE
chr6,171712417,171712433,MA1720.1,-,7.49e-08,L1M3f,L1,LINE
chr3,177071683,177071699,MA1720.1,-,7.49e-08,L1M3f,L1,LINE
chr1,186379437,186379453,MA1720.1,-,7.49e-08,L1MA2,L1,LINE
chr9,12171405,12171421,MA1720.1,-,7.67e-08,L1MCb,L1,LINE
chr2B,195702298,195702314,MA1720.1,+,7.67e-08,HAL1,L1,LINE
chrX,90641404,90641420,MA1720.1,+,7.8e-08,L1M3,L1,LINE
chr15,94709714,94709730,MA1720.1,-,7.8e-08,L1MA6,L1,LINE
chr3,170700263,170700279,MA1720.1,+,7.8e-08,L1PB3,L1,LINE
chr11,73603107,73603123,MA1720.1,-,7.82e-08,MLT1G1,ERVL-MaLR,LTR
chr8,20844687,20844703,MA1720.1,-,7.91e-08,L1MEg,L1,LINE
chr2A,55784958,55784974,MA1720.1,-,7.91e-08,L3,CR1,LINE
chr2A,63159018,63159034,MA1720.1,+,7.91e-08,LTR37B,ERV1,LTR
chr5,2352367,2352383,MA1720.1,-,8.03e-08,L1MDa,L1,LINE
chr4,10001582,10001598,MA1720.1,-,8.03e-08,HERVK9-int,ERVK,LTR
chr17,74000960,74000976,MA1720.1,+,8.13e-08,AluSz,Alu,SINE
chr1,84400923,84400939,MA1720.1,-,8.13e-08,AluSg,Alu,SINE
chr4,155931529,155931545,MA1720.1,-,8.13e-08,AluSx,Alu,SINE
chr20,25412925,25412941,MA1720.1,-,8.29e-08,LTR65,ERV1,LTR
chr5,87768343,87768359,MA1720.1,+,8.29e-08,L1PA13,L1,LINE
chr9,99860296,99860312,MA1720.1,-,8.29e-08,L3,CR1,LINE
chr9,99864804,99864820,MA1720.1,-,8.29e-08,L3,CR1,LINE
chr8,105408002,105408018,MA1720.1,+,8.29e-08,L1MA8,L1,LINE
chr6,143508587,143508603,MA1720.1,-,8.29e-08,HAL1,L1,LINE
chr6,143511106,143511122,MA1720.1,-,8.29e-08,HAL1,L1,LINE
chr20,20315476,20315492,MA1720.1,-,8.53e-08,Kanga1c,TcMar-Tc2,DNA
chr4,29766385,29766401,MA1720.1,-,8.53e-08,Eulor6D,DNA,DNA?
chr3,29802650,29802666,MA1720.1,-,8.53e-08,LTR78,ERV1,LTR
chr2A,63934513,63934529,MA1720.1,+,8.53e-08,Tigger10,TcMar-Tigger,DNA
chr1,140687247,140687263,MA1720.1,+,8.53e-08,L1ME3A,L1,LINE
chr3,169234114,169234130,MA1720.1,-,8.53e-08,L1PBa,L1,LINE
chr20,42832825,42832841,MA1720.1,+,8.71e-08,MIRb,MIR,SINE
chr20,9752217,9752233,MA1720.1,+,8.79e-08,L1M7,L1,LINE
chr7,39879278,39879294,MA1720.1,+,8.79e-08,L1M2,L1,LINE
chr8,84988956,84988972,MA1720.1,-,8.79e-08,L1M2,L1,LINE
chr8,63579458,63579474,MA1720.1,-,8.86e-08,L1M4,L1,LINE
chr11,121828794,121828810,MA1720.1,-,8.86e-08,L3,CR1,LINE
chr10,37437092,37437108,MA1720.1,+,9.01e-08,MLT1E2,ERVL-MaLR,LTR
chr12,67626362,67626378,MA1720.1,+,9.01e-08,L1MC1,L1,LINE
chr6,166443279,166443295,MA1720.1,+,9.01e-08,MLT1E2,ERVL-MaLR,LTR
chr6,82216525,82216541,MA1720.1,+,9.2e-08,LTR67B,ERVL,LTR
chr6,98684722,98684738,MA1720.1,-,9.2e-08,MSTA,ERVL-MaLR,LTR
chr12,134105398,134105414,MA1720.1,-,9.2e-08,MER44C,TcMar-Tigger,DNA
chr6,16796388,16796404,MA1720.1,+,9.6e-08,AluSq10,Alu,SINE
chr5,22382670,22382686,MA1720.1,+,9.6e-08,L1MEd,L1,LINE
chr8,104194602,104194618,MA1720.1,-,9.6e-08,AluSx,Alu,SINE
chr14,19128505,19128521,MA1720.1,+,9.85e-08,L1M3,L1,LINE
chr3,42011331,42011347,MA1720.1,-,9.85e-08,MIRb,MIR,SINE
chr14,79227913,79227929,MA1720.1,-,9.85e-08,L1MB3,L1,LINE
chr7,120642883,120642899,MA1720.1,+,9.85e-08,L1MB7,L1,LINE
chr14,26252995,26253011,MA1720.1,-,1e-07,MLT1J1,ERVL-MaLR,LTR
chr8,74597716,74597732,MA1720.1,+,1.02e-07,L1MB3,L1,LINE
chr10,4656836,4656852,MA1720.1,+,1.03e-07,MLT1F2,ERVL-MaLR,LTR
chr10_AACZ03166193_random,1099,1115,MA1720.1,-,1.05e-07,HAL1,L1,LINE
chr3,4627884,4627900,MA1720.1,-,1.05e-07,AluSz,Alu,SINE
chrY,24111045,24111061,MA1720.1,+,1.05e-07,AluSz6,Alu,SINE
chrY,24258131,24258147,MA1720.1,-,1.05e-07,AluSz6,Alu,SINE
chr20,46715616,46715632,MA1720.1,+,1.05e-07,AluSg,Alu,SINE
chr11,59102898,59102914,MA1720.1,+,1.05e-07,AluJo,Alu,SINE
chr18,65551036,65551052,MA1720.1,+,1.05e-07,AluJr4,Alu,SINE
chr7,87059818,87059834,MA1720.1,-,1.05e-07,AluSx3,Alu,SINE
chr12,100482329,100482345,MA1720.1,+,1.05e-07,MLT1D,ERVL-MaLR,LTR
chr10,123814900,123814916,MA1720.1,+,1.05e-07,HAL1,L1,LINE
chr10_GL391667_random,28429,28445,MA1720.1,-,1.07e-07,L1MB4,L1,LINE
chr16,31211553,31211569,MA1720.1,-,1.07e-07,LTR26,ERV1,LTR
chr10,38683104,38683120,MA1720.1,-,1.07e-07,L1MB4,L1,LINE
chr11,128833991,128834007,MA1720.1,-,1.07e-07,L1M3c,L1,LINE
chr2B,147067445,147067461,MA1720.1,-,1.08e-07,MSTA,ERVL-MaLR,LTR
chr4,76881395,76881411,MA1720.1,+,1.11e-07,L1MA7,L1,LINE
chr21,28178431,28178447,MA1720.1,+,1.12e-07,MIRb,MIR,SINE
chr6,57453142,57453158,MA1720.1,+,1.12e-07,L1MA8,L1,LINE
chr6,72854253,72854269,MA1720.1,-,1.12e-07,L1MA5,L1,LINE
chr2A,76250598,76250614,MA1720.1,-,1.12e-07,L1MA4,L1,LINE
chr13,84136530,84136546,MA1720.1,-,1.12e-07,L1MA6,L1,LINE
chr6,115026175,115026191,MA1720.1,-,1.12e-07,L1MA4,L1,LINE
chr1,78853162,78853178,MA1720.1,+,1.14e-07,AluJb,Alu,SINE
chr21,4635870,4635886,MA1720.1,-,1.16e-07,L1M4,L1,LINE
chr18,15643590,15643606,MA1720.1,+,1.16e-07,L1MEc,L1,LINE
chrX,115479292,115479308,MA1720.1,-,1.16e-07,L1MB8,L1,LINE
chr8,136306900,136306916,MA1720.1,-,1.17e-07,LTR8A,ERV1,LTR
chr4,139414707,139414723,MA1720.1,+,1.2e-07,L1M1,L1,LINE
chr11,5478649,5478665,MA1720.1,+,1.22e-07,MLT1C,ERVL-MaLR,LTR
chr10_GL391668_random,1042098,1042114,MA1720.1,+,1.23e-07,L1M4,L1,LINE
chrX,57611453,57611469,MA1720.1,-,1.24e-07,L1PREC2,L1,LINE
chr3,171494215,171494231,MA1720.1,+,1.24e-07,L1MC4a,L1,LINE
chr11,27884231,27884247,MA1720.1,+,1.26e-07,L3,CR1,LINE
chr4,126604079,126604095,MA1720.1,-,1.28e-07,L1MCa,L1,LINE
chr16,14582066,14582082,MA1720.1,-,1.29e-07,AluSx,Alu,SINE
chr1,142404593,142404609,MA1720.1,-,1.29e-07,L3,CR1,LINE
chr1,142417813,142417829,MA1720.1,-,1.29e-07,L3,CR1,LINE
chr5,52234517,52234533,MA1720.1,-,1.31e-07,L2a,L2,LINE
chr3,110165792,110165808,MA1720.1,+,1.31e-07,L1MA10,L1,LINE
chr21,15784882,15784898,MA1720.1,+,1.33e-07,MLT2B1,ERVL,LTR
chr1,111790518,111790534,MA1720.1,-,1.33e-07,L1PA3,L1,LINE
chr2A,7099663,7099679,MA1720.1,+,1.35e-07,Tigger3b,TcMar-Tigger,DNA
chr1,19813862,19813878,MA1720.1,+,1.35e-07,AluSg7,Alu,SINE
chrX,26639607,26639623,MA1720.1,-,1.35e-07,L1P3,L1,LINE
chr22,42346339,42346355,MA1720.1,+,1.35e-07,HAL1,L1,LINE
chrX,57763450,57763466,MA1720.1,-,1.35e-07,L1P3,L1,LINE
chr5,83306864,83306880,MA1720.1,-,1.35e-07,AluSz,Alu,SINE
chr20,19062374,19062390,MA1720.1,-,1.38e-07,MLT1G1,ERVL-MaLR,LTR
chr9,125658406,125658422,MA1720.1,+,1.38e-07,AluSx,Alu,SINE
chr5,139711854,139711870,MA1720.1,-,1.38e-07,L1MA4,L1,LINE
chr4,152815601,152815617,MA1720.1,+,1.38e-07,L1MA4,L1,LINE
chr4,171539455,171539471,MA1720.1,+,1.38e-07,L1MA6,L1,LINE
chr10,89435209,89435225,MA1720.1,+,1.4e-07,Plat_L3,CR1,LINE
chr11,92165873,92165889,MA1720.1,-,1.4e-07,L3,CR1,LINE
chr1,29940960,29940976,MA1720.1,+,1.41e-07,L1MDb,L1,LINE
chr16,83873303,83873319,MA1720.1,-,1.41e-07,AluSq2,Alu,SINE
chr19,49505082,49505098,MA1720.1,+,1.42e-07,MER77B,ERVL,LTR
chr4,137219971,137219987,MA1720.1,-,1.42e-07,LTR16A,ERVL,LTR
chr1,153007782,153007798,MA1720.1,-,1.42e-07,L1MA4A,L1,LINE
chr1,222109575,222109591,MA1720.1,+,1.42e-07,L2a,L2,LINE
chr12,3135522,3135538,MA1720.1,+,1.43e-07,AluJb,Alu,SINE
chr7,10388683,10388699,MA1720.1,+,1.43e-07,AluSz,Alu,SINE
chr19,11699048,11699064,MA1720.1,+,1.43e-07,AluSg,Alu,SINE
chr5,33361884,33361900,MA1720.1,-,1.43e-07,AluSx,Alu,SINE
chr17,47478320,47478336,MA1720.1,+,1.43e-07,AluJo,Alu,SINE
chr17,77156772,77156788,MA1720.1,+,1.43e-07,AluSz6,Alu,SINE
chr9,120603282,120603298,MA1720.1,-,1.43e-07,AluSx1,Alu,SINE
chr6,152641788,152641804,MA1720.1,-,1.43e-07,AluSp,Alu,SINE
chr9,15129892,15129908,MA1720.1,+,1.46e-07,MLT1A,ERVL-MaLR,LTR
chr19,46807681,46807697,MA1720.1,-,1.48e-07,LTR49-int,ERV1,LTR
chr10,49236115,49236131,MA1720.1,+,1.48e-07,L1M2,L1,LINE
chr13_GL392075_random,2963712,2963728,MA1720.1,+,1.5e-07,L1MA9,L1,LINE
chr13_GL392075_random,6041618,6041634,MA1720.1,+,1.5e-07,Tigger3c,TcMar-Tigger,DNA
chr3,17706088,17706104,MA1720.1,+,1.5e-07,L1P3,L1,LINE
chrX,58315223,58315239,MA1720.1,+,1.5e-07,L1P4,L1,LINE
chr9,80946836,80946852,MA1720.1,-,1.5e-07,L1M2a,L1,LINE
chrX,100092913,100092929,MA1720.1,+,1.5e-07,L1M3e,L1,LINE
chr4,135545438,135545454,MA1720.1,+,1.5e-07,L1M2a,L1,LINE
chr5,153522977,153522993,MA1720.1,+,1.5e-07,L1M3e,L1,LINE
chr2B,167538890,167538906,MA1720.1,-,1.5e-07,L1M3e,L1,LINE
chr12_GL391901_random,3109,3125,MA1720.1,-,1.52e-07,L1MCa,L1,LINE
chr16,22444078,22444094,MA1720.1,+,1.52e-07,L1M1,L1,LINE
chr17,61982761,61982777,MA1720.1,-,1.52e-07,L1PA10,L1,LINE
chr12,75256750,75256766,MA1720.1,-,1.52e-07,MER4B-int,ERV1,LTR
chrX,76330202,76330218,MA1720.1,-,1.52e-07,L1PB1,L1,LINE
chr12,106927138,106927154,MA1720.1,+,1.52e-07,L1MCa,L1,LINE
chr13_GL392075_random,7278901,7278917,MA1720.1,+,1.55e-07,L1P1,L1,LINE
chr16,16636598,16636614,MA1720.1,-,1.55e-07,MLT1G1,ERVL-MaLR,LTR
chr16,16638895,16638911,MA1720.1,-,1.55e-07,MLT1G3,ERVL-MaLR,LTR
chr16,18422288,18422304,MA1720.1,+,1.55e-07,MLT1G3,ERVL-MaLR,LTR
chrX,55441703,55441719,MA1720.1,-,1.55e-07,L1PA5,L1,LINE
chr8,57240786,57240802,MA1720.1,-,1.55e-07,L1PA15-16,L1,LINE
chr15,59004768,59004784,MA1720.1,+,1.55e-07,L1MB1,L1,LINE
chr8,135882494,135882510,MA1720.1,+,1.55e-07,LTR16A,ERVL,LTR
chr1,196620448,196620464,MA1720.1,+,1.55e-07,L1PA7,L1,LINE
chr2B,226367194,226367210,MA1720.1,+,1.55e-07,L1ME3,L1,LINE
chr9,14833525,14833541,MA1720.1,+,1.57e-07,L1MA4,L1,LINE
chr5,95943293,95943309,MA1720.1,+,1.57e-07,LTR38B,ERV1,LTR
chr4,98402327,98402343,MA1720.1,+,1.57e-07,L1PA4,L1,LINE
chr11,102703217,102703233,MA1720.1,-,1.57e-07,L1MA5,L1,LINE
chr6,141729137,141729153,MA1720.1,-,1.57e-07,HERVL-int,ERVL,LTR
chr2B,162830108,162830124,MA1720.1,+,1.57e-07,L1M3e,L1,LINE
chr14,106495678,106495694,MA1720.1,-,1.58e-07,THE1B-int,ERVL-MaLR,LTR
chr3,146433811,146433827,MA1720.1,-,1.6e-07,L1ME2z,L1,LINE
chr5,1956306,1956322,MA1720.1,+,1.62e-07,AluSx,Alu,SINE
chr21,17847144,17847160,MA1720.1,-,1.62e-07,L1MEc,L1,LINE
chr1,28898705,28898721,MA1720.1,+,1.62e-07,AluSx1,Alu,SINE
chr15,49617772,49617788,MA1720.1,-,1.62e-07,AluSz,Alu,SINE
chr19,62740569,62740585,MA1720.1,-,1.62e-07,AluSg,Alu,SINE
chr1,81753404,81753420,MA1720.1,+,1.62e-07,AluSc,Alu,SINE
chr2B,229007202,229007218,MA1720.1,-,1.62e-07,AluSz6,Alu,SINE
chr18,58778241,58778257,MA1720.1,-,1.63e-07,L1M4,L1,LINE
chr6,131989457,131989473,MA1720.1,+,1.63e-07,Charlie1a,hAT-Charlie,DNA
chr7,144541035,144541051,MA1720.1,+,1.63e-07,L1MA4,L1,LINE
chrY,6908168,6908184,MA1720.1,+,1.65e-07,AluSx1,Alu,SINE
chr16,12267497,12267513,MA1720.1,-,1.65e-07,AluSz,Alu,SINE
chr18,13474540,13474556,MA1720.1,-,1.65e-07,AluSx,Alu,SINE
chr9,14435711,14435727,MA1720.1,+,1.65e-07,AluSx1,Alu,SINE
chr2A,32851277,32851293,MA1720.1,-,1.65e-07,AluSz,Alu,SINE
chr4,41708341,41708357,MA1720.1,-,1.65e-07,AluSz,Alu,SINE
chr20,44238474,44238490,MA1720.1,+,1.65e-07,AluSz6,Alu,SINE
chrX,47843662,47843678,MA1720.1,+,1.65e-07,AluSx,Alu,SINE
chr12,63100056,63100072,MA1720.1,-,1.65e-07,AluJb,Alu,SINE
chr11,66059635,66059651,MA1720.1,+,1.65e-07,AluSx1,Alu,SINE
chrX,66155616,66155632,MA1720.1,-,1.65e-07,HERVL-int,ERVL,LTR
chr12,75766148,75766164,MA1720.1,-,1.65e-07,AluSg4,Alu,SINE
chr14,78323436,78323452,MA1720.1,-,1.65e-07,AluSg4,Alu,SINE
chr2A,78626454,78626470,MA1720.1,-,1.65e-07,AluSx1,Alu,SINE
chr15,80713915,80713931,MA1720.1,-,1.65e-07,AluSc,Alu,SINE
chr9,94348154,94348170,MA1720.1,-,1.65e-07,AluJr,Alu,SINE
chr12,100201582,100201598,MA1720.1,-,1.65e-07,L3,CR1,LINE
chr13,105086347,105086363,MA1720.1,+,1.65e-07,AluSx,Alu,SINE
chr8,107179405,107179421,MA1720.1,-,1.65e-07,AluSz,Alu,SINE
