CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr10,114303298,114303313,MA1982.1,-,1.93e-07,MamRep4096,hAT,DNA
chr10_random,35910381,35910396,MA1982.1,-,1.95e-07,L2c,L2,LINE
chr16,35094527,35094542,MA1982.1,-,1.98e-07,MER39,ERV1,LTR
chrX,134759473,134759488,MA1982.1,-,2.07e-07,ERVL-E-int,ERVL,LTR
chr15,35424583,35424598,MA1982.1,+,2.13e-07,LTR78,ERV1,LTR
chr18,17444619,17444634,MA1982.1,+,2.19e-07,HERV16-int,ERVL,LTR
chr13,23164581,23164596,MA1982.1,-,2.19e-07,LTR12D,ERV1,LTR
chr2b,26857046,26857061,MA1982.1,+,2.19e-07,HERV16-int,ERVL,LTR
chr3,73864234,73864249,MA1982.1,-,2.19e-07,LTR16A1,ERVL,LTR
chr7,132475505,132475520,MA1982.1,-,2.19e-07,MER115,hAT-Tip100,DNA
chr4,146796417,146796432,MA1982.1,-,2.19e-07,LTR12C,ERV1,LTR
chr11,128839917,128839932,MA1982.1,+,2.24e-07,MIR,MIR,SINE
chr3,5887134,5887149,MA1982.1,+,2.26e-07,MLT1G3,ERVL-MaLR,LTR
chr1_random,7837864,7837879,MA1982.1,-,2.26e-07,MLT1K,ERVL-MaLR,LTR
chr1,20527577,20527592,MA1982.1,+,2.26e-07,Tigger1,TcMar-Tigger,DNA
chr17,40567806,40567821,MA1982.1,+,2.26e-07,MLT1G3,ERVL-MaLR,LTR
chr1,92179892,92179907,MA1982.1,+,2.26e-07,MLT1K,ERVL-MaLR,LTR
chr14,49692882,49692897,MA1982.1,+,2.3e-07,L1PA13,L1,LINE
chr1,158584163,158584178,MA1982.1,+,2.3e-07,L1PA14,L1,LINE
chr1,212090853,212090868,MA1982.1,+,2.3e-07,MLT1H1,ERVL-MaLR,LTR
chr3,8944698,8944713,MA1982.1,-,2.36e-07,MIR3,MIR,SINE
chr6,162036443,162036458,MA1982.1,-,2.36e-07,MLT1A1,ERVL-MaLR,LTR
chr5,83936213,83936228,MA1982.1,-,2.44e-07,L1PREC2,L1,LINE
chr6,90361861,90361876,MA1982.1,+,2.44e-07,LTR1,ERV1,LTR
chr2a,101997429,101997444,MA1982.1,-,2.44e-07,MLT1E2,ERVL-MaLR,LTR
chr8,20697778,20697793,MA1982.1,+,2.47e-07,L1MA4A,L1,LINE
chr2a,38703293,38703308,MA1982.1,-,2.47e-07,L1MD2,L1,LINE
chr6,15251524,15251539,MA1982.1,-,2.54e-07,LTR50,ERVL,LTR
chr7,38011109,38011124,MA1982.1,+,2.54e-07,MER115,hAT-Tip100,DNA
chr9,52424174,52424189,MA1982.1,-,2.54e-07,MER91B,hAT-Tip100,DNA
chr9,52432123,52432138,MA1982.1,-,2.54e-07,MER91B,hAT-Tip100,DNA
chr11,18539304,18539319,MA1982.1,+,2.57e-07,HERV9-int,ERV1,LTR
chr3,142754618,142754633,MA1982.1,+,2.57e-07,MIR,MIR,SINE
chr6,164509555,164509570,MA1982.1,-,2.57e-07,L2a,L2,LINE
chr1,222337211,222337226,MA1982.1,+,2.6e-07,MamRep1879,hAT,DNA
chr19,8759599,8759614,MA1982.1,-,2.62e-07,L2,L2,LINE
chr19,51705766,51705781,MA1982.1,+,2.62e-07,L2a,L2,LINE
chr3,82558970,82558985,MA1982.1,-,2.62e-07,L2b,L2,LINE
chr4,123648573,123648588,MA1982.1,-,2.62e-07,MLT1A1,ERVL-MaLR,LTR
chr2b,5409994,5410009,MA1982.1,-,2.64e-07,LTR85a,Gypsy,LTR
chr2a,3581158,3581173,MA1982.1,-,2.69e-07,MIR,MIR,SINE
chr1,190445006,190445021,MA1982.1,-,2.69e-07,MER91A,hAT-Tip100,DNA
chr16,68914715,68914730,MA1982.1,+,2.7e-07,L2b,L2,LINE
chr4_random,6014057,6014072,MA1982.1,-,2.75e-07,L1PA13,L1,LINE
chr4,12139188,12139203,MA1982.1,+,2.75e-07,L1PA13,L1,LINE
chr1_random,27084841,27084856,MA1982.1,-,2.75e-07,MER97c,hAT-Tip100,DNA
chr11,94987200,94987215,MA1982.1,+,2.75e-07,MER39B,ERV1,LTR
chr5,152680159,152680174,MA1982.1,-,2.75e-07,MER39B,ERV1,LTR
chr5,152691274,152691289,MA1982.1,-,2.75e-07,MER39B,ERV1,LTR
chr9,67582407,67582422,MA1982.1,-,2.79e-07,MER50,ERV1,LTR
chr2b,115241506,115241521,MA1982.1,-,2.79e-07,MER50,ERV1,LTR
chr12,133694051,133694066,MA1982.1,-,2.79e-07,L1MB7,L1,LINE
chr5,146910242,146910257,MA1982.1,+,2.79e-07,Zaphod,hAT-Tip100,DNA
chr10,21085108,21085123,MA1982.1,+,2.81e-07,MER30,hAT-Charlie,DNA
chr1,48241273,48241288,MA1982.1,-,2.81e-07,L2a,L2,LINE
chr1,132790845,132790860,MA1982.1,-,2.81e-07,MER30,hAT-Charlie,DNA
chr5,136660691,136660706,MA1982.1,+,2.81e-07,MER30,hAT-Charlie,DNA
chr4,147958953,147958968,MA1982.1,-,2.81e-07,MER30,hAT-Charlie,DNA
chr16,39756606,39756621,MA1982.1,+,2.84e-07,L1MA5A,L1,LINE
chr19,27853115,27853130,MA1982.1,+,2.91e-07,HSAT4,centr,Satellite
chr6,158444178,158444193,MA1982.1,+,2.91e-07,AluSx,Alu,SINE
chr16,6540607,6540622,MA1982.1,-,2.95e-07,MER20,hAT-Charlie,DNA
chr11,19493131,19493146,MA1982.1,+,2.95e-07,MER20,hAT-Charlie,DNA
chr12,126048852,126048867,MA1982.1,+,2.95e-07,L2a,L2,LINE
chr18,45596695,45596710,MA1982.1,+,3.01e-07,L1MDb,L1,LINE
chr2a,111127302,111127317,MA1982.1,+,3.01e-07,LTR56,ERV1,LTR
chr2a,92194030,92194045,MA1982.1,+,3.07e-07,L2c,L2,LINE
chr2b,28460947,28460962,MA1982.1,-,3.1e-07,L2a,L2,LINE
chr12,127826718,127826733,MA1982.1,-,3.1e-07,L2a,L2,LINE
chr21,48204632,48204647,MA1982.1,-,3.16e-07,MLT1F,ERVL-MaLR,LTR
chr19,3447643,3447658,MA1982.1,+,3.18e-07,MamRep38,hAT,DNA
chr4,187135238,187135253,MA1982.1,+,3.18e-07,MER5A,hAT-Charlie,DNA
chr13,101869048,101869063,MA1982.1,-,3.24e-07,L2,L2,LINE
chr19,17364450,17364465,MA1982.1,+,3.32e-07,L1MC4,L1,LINE
chr1,22536398,22536413,MA1982.1,-,3.32e-07,LTR56,ERV1,LTR
chr1,39635760,39635775,MA1982.1,-,3.32e-07,MLT-int,ERVL-MaLR,LTR
chr1,109030833,109030848,MA1982.1,+,3.35e-07,MLT1A0,ERVL-MaLR,LTR
chr4_random,11163556,11163571,MA1982.1,-,3.37e-07,MLT1A0,ERVL-MaLR,LTR
chrX,34359223,34359238,MA1982.1,+,3.37e-07,MER57A-int,ERV1,LTR
chr10,73377306,73377321,MA1982.1,-,3.37e-07,MLT1A0,ERVL-MaLR,LTR
chr10,41559137,41559152,MA1982.1,+,3.39e-07,HAL1,L1,LINE
chr4,13483338,13483353,MA1982.1,+,3.43e-07,MLT-int,ERVL-MaLR,LTR
chr8,13762199,13762214,MA1982.1,+,3.43e-07,LTR28,ERV1,LTR
chr11,49970636,49970651,MA1982.1,-,3.43e-07,LTR16E1,ERVL,LTR
chr7,115169523,115169538,MA1982.1,-,3.43e-07,MSTB-int,ERVL-MaLR,LTR
chr2b,122426222,122426237,MA1982.1,-,3.43e-07,HERVL-int,ERVL,LTR
chr2b,122427768,122427783,MA1982.1,+,3.43e-07,HERVL-int,ERVL,LTR
chr9,83146963,83146978,MA1982.1,+,3.51e-07,MER90a,ERV1,LTR
chr1,163215493,163215508,MA1982.1,+,3.51e-07,MIRc,MIR,SINE
chr6,26465712,26465727,MA1982.1,-,3.56e-07,MER5A1,hAT-Charlie,DNA
chr10,35171375,35171390,MA1982.1,+,3.56e-07,HERV9-int,ERV1,LTR
chrX,43674005,43674020,MA1982.1,+,3.56e-07,L1M1,L1,LINE
chr3,44987617,44987632,MA1982.1,-,3.56e-07,ERVL-B4-int,ERVL,LTR
chr11,94131754,94131769,MA1982.1,+,3.56e-07,AluSx,Alu,SINE
chr13,114009584,114009599,MA1982.1,-,3.56e-07,MER20,hAT-Charlie,DNA
chr3,123427654,123427669,MA1982.1,-,3.56e-07,AluSx,Alu,SINE
chr12,129025318,129025333,MA1982.1,+,3.56e-07,L1MEg,L1,LINE
chr4,188960917,188960932,MA1982.1,-,3.56e-07,MER20,hAT-Charlie,DNA
chr18,39141325,39141340,MA1982.1,+,3.6e-07,L1MD1,L1,LINE
chr13,56771233,56771248,MA1982.1,-,3.6e-07,L1MA2,L1,LINE
chr5,125033296,125033311,MA1982.1,+,3.6e-07,L1MA2,L1,LINE
chr3_random,2929009,2929024,MA1982.1,+,3.65e-07,L1PA12,L1,LINE
chr8,9638893,9638908,MA1982.1,+,3.65e-07,MIRc,MIR,SINE
chr17,23049324,23049339,MA1982.1,+,3.65e-07,AluJb,Alu,SINE
chr3,26418278,26418293,MA1982.1,-,3.65e-07,L1PA12,L1,LINE
chr3,59647790,59647805,MA1982.1,+,3.65e-07,MLT1H1,ERVL-MaLR,LTR
chr18,78045429,78045444,MA1982.1,+,3.65e-07,L1MEg,L1,LINE
chr13,96172582,96172597,MA1982.1,+,3.65e-07,MLT1H,ERVL-MaLR,LTR
chr4,15426460,15426475,MA1982.1,-,3.68e-07,HERVIP10FH-int,ERV1,LTR
chr12,123865906,123865921,MA1982.1,+,3.68e-07,L2a,L2,LINE
chr3,164068205,164068220,MA1982.1,-,3.68e-07,L2a,L2,LINE
chr6,95684774,95684789,MA1982.1,-,3.71e-07,MER52D,ERV1,LTR
chr2a_random,11838961,11838976,MA1982.1,+,3.76e-07,MER20,hAT-Charlie,DNA
chr2a,102950777,102950792,MA1982.1,-,3.76e-07,MER20,hAT-Charlie,DNA
chr9,134215864,134215879,MA1982.1,+,3.76e-07,HAL1,L1,LINE
chr15,27110459,27110474,MA1982.1,+,3.9e-07,HAL1,L1,LINE
chr3,50959895,50959910,MA1982.1,+,3.9e-07,MER34A1,ERV1,LTR
chr7,95804763,95804778,MA1982.1,-,3.9e-07,LTR27,ERV1,LTR
chr1,65439822,65439837,MA1982.1,+,3.93e-07,AluJo,Alu,SINE
chr5,135305951,135305966,MA1982.1,+,3.93e-07,MLT1L,ERVL-MaLR,LTR
chr2a,63937336,63937351,MA1982.1,+,3.96e-07,LTR41,ERVL,LTR
chr18,93167733,93167748,MA1982.1,+,3.99e-07,L1M4b,L1,LINE
chr8_random,6308345,6308360,MA1982.1,-,4.02e-07,HERVE-int,ERV1,LTR
chr14,50846984,50846999,MA1982.1,+,4.02e-07,MIRb,MIR,SINE
chr16,37493846,37493861,MA1982.1,-,4.03e-07,AluSx,Alu,SINE
chr1,214386921,214386936,MA1982.1,-,4.03e-07,LTR16A1,ERVL,LTR
chr3,3839377,3839392,MA1982.1,-,4.12e-07,AluJo,Alu,SINE
chr12,96957180,96957195,MA1982.1,-,4.12e-07,AluJb,Alu,SINE
chr10,41584686,41584701,MA1982.1,+,4.17e-07,MLT1B,ERVL-MaLR,LTR
chr20,61429285,61429300,MA1982.1,-,4.17e-07,L1MB3,L1,LINE
chr6,168955046,168955061,MA1982.1,-,4.17e-07,MLT1H,ERVL-MaLR,LTR
chr11_random,169218,169233,MA1982.1,-,4.21e-07,MIR,MIR,SINE
chr20,13099811,13099826,MA1982.1,+,4.21e-07,MLT1K,ERVL-MaLR,LTR
chr3,36700831,36700846,MA1982.1,+,4.21e-07,L1PA5,L1,LINE
chr11,43974525,43974540,MA1982.1,+,4.21e-07,MIR,MIR,SINE
chr14,94244058,94244073,MA1982.1,-,4.21e-07,AluSx,Alu,SINE
chr9,109191566,109191581,MA1982.1,+,4.21e-07,AluJo,Alu,SINE
chr4,126746572,126746587,MA1982.1,-,4.21e-07,L1PA4,L1,LINE
chr4,193343144,193343159,MA1982.1,+,4.21e-07,L1ME1,L1,LINE
chr4_random,5092458,5092473,MA1982.1,-,4.26e-07,LTR85a,Gypsy,LTR
chr1_random,19256088,19256103,MA1982.1,-,4.26e-07,MIRb,MIR,SINE
chr21,45998735,45998750,MA1982.1,-,4.26e-07,MER101B,ERV1,LTR
chr3,102727887,102727902,MA1982.1,+,4.26e-07,LTR85a,Gypsy,LTR
chr4,152873063,152873078,MA1982.1,-,4.26e-07,LTR85a,Gypsy,LTR
chr5,78670894,78670909,MA1982.1,+,4.31e-07,MER39B,ERV1,LTR
chr22,43097267,43097282,MA1982.1,-,4.36e-07,L2a,L2,LINE
chr20,53324715,53324730,MA1982.1,+,4.36e-07,L2a,L2,LINE
chr12,62714453,62714468,MA1982.1,-,4.36e-07,L2a,L2,LINE
chr11,68065383,68065398,MA1982.1,-,4.36e-07,LTR87,ERVL,LTR
chr3,16955545,16955560,MA1982.1,-,4.5e-07,LTR12C,ERV1,LTR
chr2b,37301025,37301040,MA1982.1,+,4.5e-07,AluSx,Alu,SINE
chr10,59853356,59853371,MA1982.1,+,4.5e-07,AluSg,Alu,SINE
chr1,221761627,221761642,MA1982.1,-,4.5e-07,AluSq,Alu,SINE
chr2b,65632027,65632042,MA1982.1,-,4.53e-07,L1MA2,L1,LINE
chr2a_random,8259065,8259080,MA1982.1,-,4.62e-07,MLT2A2,ERVL,LTR
chr13,24528988,24529003,MA1982.1,-,4.62e-07,L1MB7,L1,LINE
chr4,35104740,35104755,MA1982.1,+,4.62e-07,HERV16-int,ERVL,LTR
chrUn,49704380,49704395,MA1982.1,-,4.62e-07,ALR/Alpha,centr,Satellite
chr20,55719792,55719807,MA1982.1,-,4.62e-07,MER20,hAT-Charlie,DNA
chrX,66564036,66564051,MA1982.1,+,4.62e-07,MER91A,hAT-Tip100,DNA
chr8,102278997,102279012,MA1982.1,+,4.62e-07,MLT2A2,ERVL,LTR
chr22_random,491810,491825,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr22_random,1903558,1903573,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr22_random,3378213,3378228,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr21,22296453,22296468,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr20,26613691,26613706,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr20,26615241,26615256,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr10_random,28996627,28996642,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr3,31100478,31100493,MA1982.1,+,4.67e-07,L2a,L2,LINE
chr20,34228330,34228345,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr19,47707061,47707076,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr18,49336682,49336697,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr2b,50958071,50958086,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr7,61787532,61787547,MA1982.1,-,4.67e-07,L2c,L2,LINE
chr7,61787532,61787547,MA1982.1,-,4.67e-07,L2c,L2,LINE
chr10,63994151,63994166,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr1,79787040,79787055,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr9,86681327,86681342,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr12,131583122,131583137,MA1982.1,+,4.67e-07,MER115,hAT-Tip100,DNA
chr8,140572406,140572421,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr7,150532782,150532797,MA1982.1,-,4.67e-07,LTR56,ERV1,LTR
chr1,213344317,213344332,MA1982.1,+,4.67e-07,LTR56,ERV1,LTR
chr20_random,3654887,3654902,MA1982.1,+,4.73e-07,AluJo,Alu,SINE
chr13_random,3751250,3751265,MA1982.1,-,4.73e-07,L1M1,L1,LINE
chrX,36625585,36625600,MA1982.1,+,4.73e-07,AluJo,Alu,SINE
chr9,91589935,91589950,MA1982.1,+,4.73e-07,AluJo,Alu,SINE
chr9_random,12194101,12194116,MA1982.1,+,4.76e-07,LTR27,ERV1,LTR
chr9,23191476,23191491,MA1982.1,-,4.76e-07,LTR27,ERV1,LTR
chrX,26958611,26958626,MA1982.1,-,4.76e-07,MER57A-int,ERV1,LTR
chr15,42417089,42417104,MA1982.1,-,4.84e-07,MER117,hAT-Charlie,DNA
chr16,44595084,44595099,MA1982.1,+,4.84e-07,MER51D,ERV1,LTR
chr11,88935833,88935848,MA1982.1,+,4.84e-07,AluSx,Alu,SINE
chrX,99167673,99167688,MA1982.1,-,4.84e-07,LTR33,ERVL,LTR
chr3,201389174,201389189,MA1982.1,-,4.84e-07,LTR33,ERVL,LTR
chr1,214926035,214926050,MA1982.1,-,4.84e-07,AluJo,Alu,SINE
chr1,45074072,45074087,MA1982.1,+,4.89e-07,L1MEe,L1,LINE
chr4,139972528,139972543,MA1982.1,-,4.89e-07,L1MC3,L1,LINE
chr4,139980701,139980716,MA1982.1,-,4.89e-07,L1MC3,L1,LINE
chr5,147041992,147042007,MA1982.1,+,4.89e-07,MLT1H,ERVL-MaLR,LTR
chr11_random,2746402,2746417,MA1982.1,+,4.95e-07,LTR16E2,ERVL,LTR
chr13_random,4665684,4665699,MA1982.1,-,4.95e-07,LTR1,ERV1,LTR
chr13,21891057,21891072,MA1982.1,-,4.95e-07,LTR1,ERV1,LTR
chr11,27301585,27301600,MA1982.1,-,4.95e-07,LTR16E2,ERVL,LTR
chr6,31602025,31602040,MA1982.1,-,4.95e-07,L1MDa,L1,LINE
chr13,46951576,46951591,MA1982.1,-,4.95e-07,L1MDa,L1,LINE
chr13,54992160,54992175,MA1982.1,+,4.95e-07,MLT1G1-int,ERVL-MaLR,LTR
chr11,56223625,56223640,MA1982.1,+,4.95e-07,LTR78,ERV1,LTR
chr10,102461136,102461151,MA1982.1,-,4.95e-07,L2b,L2,LINE
chr6,168503390,168503405,MA1982.1,+,4.95e-07,L1MA2,L1,LINE
chr2b,83118397,83118412,MA1982.1,-,4.99e-07,MER52D,ERV1,LTR
chr2a,112982413,112982428,MA1982.1,-,4.99e-07,MER52D,ERV1,LTR
chr11,116761600,116761615,MA1982.1,-,4.99e-07,MIRc,MIR,SINE
chr19_random,1507611,1507626,MA1982.1,-,5.03e-07,HERVS71-int,ERV1,LTR
chr10_random,15154415,15154430,MA1982.1,-,5.03e-07,HERVS71-int,ERV1,LTR
chr20,51162655,51162670,MA1982.1,+,5.15e-07,MIRb,MIR,SINE
chr4,4811589,4811604,MA1982.1,-,5.21e-07,L2b,L2,LINE
chr21,44232977,44232992,MA1982.1,+,5.21e-07,MLT1F2,ERVL-MaLR,LTR
chr1,96766370,96766385,MA1982.1,-,5.21e-07,L2a,L2,LINE
chr11,131583971,131583986,MA1982.1,-,5.21e-07,L2a,L2,LINE
chr16,68235010,68235025,MA1982.1,+,5.28e-07,L1MC2,L1,LINE
chr2b,70799143,70799158,MA1982.1,-,5.28e-07,LTR16A,ERVL,LTR
chr2b,14343680,14343695,MA1982.1,-,5.33e-07,HAL1,L1,LINE
chr2b,14344039,14344054,MA1982.1,-,5.33e-07,HAL1,L1,LINE
chr2a,51548063,51548078,MA1982.1,-,5.33e-07,L1MD2,L1,LINE
chr6,84907630,84907645,MA1982.1,-,5.33e-07,L2c,L2,LINE
chr2b,128084481,128084496,MA1982.1,-,5.33e-07,MER20,hAT-Charlie,DNA
chr13,64759426,64759441,MA1982.1,-,5.47e-07,AluJb,Alu,SINE
chr1,216379306,216379321,MA1982.1,+,5.47e-07,MER20,hAT-Charlie,DNA
chr7,78332434,78332449,MA1982.1,-,5.52e-07,L1PA12,L1,LINE
chr1,142846796,142846811,MA1982.1,+,5.52e-07,L1PA13,L1,LINE
chr1_random,15791501,15791516,MA1982.1,-,5.55e-07,AluSx,Alu,SINE
