CHROM,START,END,MOTIF,STRAND,PVALUE,TE,family_id,class_id
chr14,36690222,36690240,MA1600.1,+,6.21e-08,L2c,L2,LINE
chr3,20206989,20207007,MA1600.1,-,6.46e-08,MER41A,ERV1,LTR
chr16,28134705,28134723,MA1600.1,+,6.46e-08,L3,CR1,LINE
chr11_random,6029021,6029039,MA1600.1,+,6.53e-08,MER50,ERV1,LTR
chr11,46631764,46631782,MA1600.1,-,6.53e-08,MER50,ERV1,LTR
chr2b,115241130,115241148,MA1600.1,-,6.53e-08,MER50,ERV1,LTR
chrUn,4838251,4838269,MA1600.1,-,6.61e-08,MER57-int,ERV1,LTR
chr3_random,11216267,11216285,MA1600.1,+,6.61e-08,MER57-int,ERV1,LTR
chr1,26533304,26533322,MA1600.1,+,6.61e-08,MER57-int,ERV1,LTR
chr11,33599202,33599220,MA1600.1,+,6.61e-08,MER57-int,ERV1,LTR
chr3,42335937,42335955,MA1600.1,+,6.61e-08,MER57-int,ERV1,LTR
chr2b,85294339,85294357,MA1600.1,-,6.61e-08,MER57-int,ERV1,LTR
chr2b,85297884,85297902,MA1600.1,-,6.61e-08,MER57-int,ERV1,LTR
chr7,7503774,7503792,MA1600.1,-,6.7e-08,L2b,L2,LINE
chr4,147633955,147633973,MA1600.1,-,6.7e-08,L2a,L2,LINE
chr7,49837311,49837329,MA1600.1,+,6.76e-08,L1MB7,L1,LINE
chr18_random,380952,380970,MA1600.1,+,6.96e-08,MER50,ERV1,LTR
chr17,56670937,56670955,MA1600.1,-,6.96e-08,L2b,L2,LINE
chr18,87531216,87531234,MA1600.1,-,6.96e-08,MER50,ERV1,LTR
chr5,74488899,74488917,MA1600.1,-,7.17e-08,MER115,hAT-Tip100,DNA
chr15,65057153,65057171,MA1600.1,+,7.25e-08,MER51E,ERV1,LTR
chr14,40255179,40255197,MA1600.1,-,7.33e-08,L2a,L2,LINE
chr4,155982636,155982654,MA1600.1,-,7.42e-08,MER41E,ERV1,LTR
chr10_random,16101244,16101262,MA1600.1,+,7.51e-08,(CATTC)n,Satellite,Satellite
chr10_random,18759948,18759966,MA1600.1,+,7.51e-08,(CATTC)n,Satellite,Satellite
chrX,40212266,40212284,MA1600.1,+,7.67e-08,AluJo,Alu,SINE
chr2b,114682209,114682227,MA1600.1,-,7.67e-08,L2b,L2,LINE
chr3,45136853,45136871,MA1600.1,-,7.76e-08,MLT1L,ERVL-MaLR,LTR
chr10_random,8580862,8580880,MA1600.1,+,7.86e-08,(CATTC)n,Satellite,Satellite
chr12,96233769,96233787,MA1600.1,+,8.01e-08,MLT1F2,ERVL-MaLR,LTR
chr5,172092867,172092885,MA1600.1,-,8.09e-08,MER102c,hAT-Charlie,DNA
chr13,36596818,36596836,MA1600.1,+,8.25e-08,MER50,ERV1,LTR
chr13,53258659,53258677,MA1600.1,-,8.25e-08,MER50,ERV1,LTR
chrX,54118402,54118420,MA1600.1,+,8.25e-08,MSTB1-int,ERVL-MaLR,LTR
chr4,161276038,161276056,MA1600.1,-,8.25e-08,MER50,ERV1,LTR
chr3,176840048,176840066,MA1600.1,-,8.25e-08,MER50,ERV1,LTR
chr4,179510006,179510024,MA1600.1,-,8.25e-08,MER50,ERV1,LTR
chr4,179529259,179529277,MA1600.1,-,8.25e-08,MER50,ERV1,LTR
chr8,55103681,55103699,MA1600.1,+,8.34e-08,MER4B,ERV1,LTR
chr15,22773123,22773141,MA1600.1,+,8.44e-08,HAL1,L1,LINE
chr1,195365679,195365697,MA1600.1,-,8.44e-08,L2c,L2,LINE
chr6,83145034,83145052,MA1600.1,-,8.52e-08,MSTA-int,ERVL-MaLR,LTR
chr3,84465730,84465748,MA1600.1,+,8.52e-08,MER102b,hAT-Charlie,DNA
chr20,17350272,17350290,MA1600.1,+,8.6e-08,L2a,L2,LINE
chrX,37931789,37931807,MA1600.1,+,8.69e-08,L2a,L2,LINE
chr17,51826403,51826421,MA1600.1,-,8.69e-08,MER87,ERV1,LTR
chr5,138659428,138659446,MA1600.1,+,8.69e-08,L2b,L2,LINE
chr12,114091579,114091597,MA1600.1,-,9.03e-08,LTR87,ERVL,LTR
chr15,98981690,98981708,MA1600.1,+,9.13e-08,AluSc,Alu,SINE
chr5,63784170,63784188,MA1600.1,+,9.43e-08,LTR33,ERVL,LTR
chr13,109998723,109998741,MA1600.1,-,9.43e-08,L2c,L2,LINE
chr6,123856873,123856891,MA1600.1,+,9.43e-08,LTR33C,ERVL,LTR
chr18,29859955,29859973,MA1600.1,+,9.54e-08,L1MB3,L1,LINE
chr10_random,7350142,7350160,MA1600.1,+,1.01e-07,(CATTC)n,Satellite,Satellite
chr10_random,17329254,17329272,MA1600.1,+,1.01e-07,(CATTC)n,Satellite,Satellite
chr9,25995661,25995679,MA1600.1,-,1.01e-07,MER66B,ERV1,LTR
chr14,90564548,90564566,MA1600.1,+,1.01e-07,MLT1H1,ERVL-MaLR,LTR
chr9,125915109,125915127,MA1600.1,-,1.01e-07,MIRb,MIR,SINE
chr4,129606909,129606927,MA1600.1,-,1.01e-07,LTR7B,ERV1,LTR
chr22,42358663,42358681,MA1600.1,-,1.02e-07,MER51A,ERV1,LTR
chr3,105340745,105340763,MA1600.1,+,1.03e-07,L2a,L2,LINE
chr3,59322037,59322055,MA1600.1,-,1.06e-07,L2a,L2,LINE
chr11_random,1935168,1935186,MA1600.1,-,1.08e-07,MER58B,hAT-Charlie,DNA
chr17_random,7443350,7443368,MA1600.1,-,1.08e-07,L4,RTE,LINE
chr19,45263411,45263429,MA1600.1,-,1.08e-07,MER70-int,ERVL,LTR
chr4,153585741,153585759,MA1600.1,-,1.08e-07,L1PA15-16,L1,LINE
chr4,2422921,2422939,MA1600.1,+,1.09e-07,MLT1H,ERVL-MaLR,LTR
chr1,138586027,138586045,MA1600.1,-,1.09e-07,LTR79,ERVL,LTR
chr11,8442419,8442437,MA1600.1,+,1.11e-07,MER58B,hAT-Charlie,DNA
chr7_random,16634036,16634054,MA1600.1,+,1.11e-07,MER58B,hAT-Charlie,DNA
chr2b,112434667,112434685,MA1600.1,+,1.11e-07,MER58B,hAT-Charlie,DNA
chr3,113320936,113320954,MA1600.1,+,1.11e-07,MER58C,hAT-Charlie,DNA
chr1,218785636,218785654,MA1600.1,-,1.12e-07,MLT1B,ERVL-MaLR,LTR
chr1,218792542,218792560,MA1600.1,-,1.12e-07,MLT1B,ERVL-MaLR,LTR
chr2a,25731743,25731761,MA1600.1,+,1.13e-07,MER52A,ERV1,LTR
chr16,64435521,64435539,MA1600.1,-,1.13e-07,LTR77,ERV1,LTR
chr2b,4593407,4593425,MA1600.1,-,1.14e-07,ERVL-B4-int,ERVL,LTR
chr10_random,6898862,6898880,MA1600.1,+,1.15e-07,(CATTC)n,Satellite,Satellite
chr10,19203595,19203613,MA1600.1,-,1.15e-07,MER41C,ERV1,LTR
chr18,55678390,55678408,MA1600.1,+,1.17e-07,MER4D1,ERV1,LTR
chr10,118283013,118283031,MA1600.1,+,1.17e-07,MER4D1,ERV1,LTR
chr4,65201492,65201510,MA1600.1,-,1.19e-07,MLT1G1,ERVL-MaLR,LTR
chr3_random,14350511,14350529,MA1600.1,+,1.2e-07,L1PA14,L1,LINE
chr10,102278802,102278820,MA1600.1,-,1.2e-07,MLT1L,ERVL-MaLR,LTR
chr13,115066929,115066947,MA1600.1,-,1.2e-07,L1MEc,L1,LINE
chr3,166919189,166919207,MA1600.1,+,1.2e-07,L1PA15,L1,LINE
chr3,136424600,136424618,MA1600.1,+,1.23e-07,MIR,MIR,SINE
chr10_random,7149729,7149747,MA1600.1,+,1.25e-07,(CATTC)n,Satellite,Satellite
chr10_random,24766799,24766817,MA1600.1,+,1.25e-07,(CATTC)n,Satellite,Satellite
chrUn,55024075,55024093,MA1600.1,+,1.25e-07,(CATTC)n,Satellite,Satellite
chrX,42614465,42614483,MA1600.1,-,1.28e-07,L1M4b,L1,LINE
chr6,3557945,3557963,MA1600.1,-,1.29e-07,MER58A,hAT-Charlie,DNA
chr2a,19631103,19631121,MA1600.1,+,1.29e-07,MER66A,ERV1,LTR
chr13,116901665,116901683,MA1600.1,-,1.29e-07,LTR5A,ERVK,LTR
chr12,1962195,1962213,MA1600.1,-,1.3e-07,LTR33,ERVL,LTR
chr5,82037103,82037121,MA1600.1,+,1.31e-07,MSTA,ERVL-MaLR,LTR
chrX,78762796,78762814,MA1600.1,-,1.33e-07,MLT1F2,ERVL-MaLR,LTR
chr12,87726705,87726723,MA1600.1,-,1.33e-07,MER50,ERV1,LTR
chr11,63711609,63711627,MA1600.1,+,1.36e-07,MER66-int,ERV1,LTR
chr16,26009771,26009789,MA1600.1,+,1.37e-07,MER102a,hAT-Charlie,DNA
chr7,42925079,42925097,MA1600.1,+,1.37e-07,LTR16E2,ERVL,LTR
chr9,95921948,95921966,MA1600.1,-,1.39e-07,L1MA6,L1,LINE
chr15,91036117,91036135,MA1600.1,+,1.4e-07,L1MD1,L1,LINE
chr19,14484855,14484873,MA1600.1,+,1.41e-07,LTR7B,ERV1,LTR
chr12,28805182,28805200,MA1600.1,-,1.41e-07,LTR28,ERV1,LTR
chr20,31323942,31323960,MA1600.1,-,1.41e-07,L1P4a,L1,LINE
chr10,73192967,73192985,MA1600.1,-,1.41e-07,L1MD2,L1,LINE
chr4,78590731,78590749,MA1600.1,-,1.41e-07,LTR5B,ERVK,LTR
chr14,91739306,91739324,MA1600.1,-,1.41e-07,L2a,L2,LINE
chr5,155621296,155621314,MA1600.1,-,1.41e-07,L2a,L2,LINE
chr5,63590799,63590817,MA1600.1,+,1.44e-07,MER50,ERV1,LTR
chrUn,53433334,53433352,MA1600.1,+,1.47e-07,(CATTC)n,Satellite,Satellite
chr22,35355726,35355744,MA1600.1,-,1.5e-07,L2c,L2,LINE
chr3_random,17047990,17048008,MA1600.1,+,1.52e-07,L2,L2,LINE
chr3_random,17053550,17053568,MA1600.1,+,1.52e-07,L2c,L2,LINE
chr17,20801043,20801061,MA1600.1,-,1.52e-07,MER4C,ERV1,LTR
chrX,124869883,124869901,MA1600.1,-,1.52e-07,MSTA-int,ERVL-MaLR,LTR
chrX,155399915,155399933,MA1600.1,-,1.53e-07,L1PA10,L1,LINE
chr1,12145713,12145731,MA1600.1,-,1.55e-07,Tigger6a,TcMar-Tigger,DNA
chr1_random,24481173,24481191,MA1600.1,+,1.55e-07,MIR,MIR,SINE
chr7,35450084,35450102,MA1600.1,+,1.55e-07,LTR56,ERV1,LTR
chr2b,90238768,90238786,MA1600.1,+,1.56e-07,L2,L2,LINE
chr10_random,6990433,6990451,MA1600.1,+,1.59e-07,(CATTC)n,Satellite,Satellite
chr15,47774990,47775008,MA1600.1,-,1.59e-07,MSTA,ERVL-MaLR,LTR
chr2b,14645337,14645355,MA1600.1,-,1.61e-07,MER58B,hAT-Charlie,DNA
chr2a,22924718,22924736,MA1600.1,-,1.61e-07,MLT1L,ERVL-MaLR,LTR
chr1,32727371,32727389,MA1600.1,-,1.61e-07,L2c,L2,LINE
chr1,179297843,179297861,MA1600.1,-,1.61e-07,L2c,L2,LINE
chr13,100242051,100242069,MA1600.1,+,1.62e-07,LTR33,ERVL,LTR
chr17,47777245,47777263,MA1600.1,-,1.63e-07,MER102a,hAT-Charlie,DNA
chr13,61468758,61468776,MA1600.1,-,1.63e-07,L1PA14,L1,LINE
chr18,70039925,70039943,MA1600.1,+,1.63e-07,LTR16A,ERVL,LTR
chr11,104412300,104412318,MA1600.1,-,1.63e-07,MER50,ERV1,LTR
chr10,104839546,104839564,MA1600.1,+,1.63e-07,LTR33,ERVL,LTR
chrX,148641255,148641273,MA1600.1,-,1.63e-07,MLT1B,ERVL-MaLR,LTR
chr12,26952550,26952568,MA1600.1,-,1.65e-07,MSTB1,ERVL-MaLR,LTR
chr13,38317018,38317036,MA1600.1,+,1.65e-07,MLT1E1A,ERVL-MaLR,LTR
chr17,69598394,69598412,MA1600.1,+,1.65e-07,L1MB3,L1,LINE
chr1,124283366,124283384,MA1600.1,-,1.65e-07,MER41A,ERV1,LTR
chr13,51346198,51346216,MA1600.1,+,1.67e-07,L2a,L2,LINE
chr12,100840892,100840910,MA1600.1,+,1.67e-07,LTR46,ERV1,LTR
chr9,110707707,110707725,MA1600.1,-,1.67e-07,LTR33,ERVL,LTR
chr5,92281210,92281228,MA1600.1,-,1.7e-07,LTR77,ERV1,LTR
chr9,94398564,94398582,MA1600.1,+,1.7e-07,MLT1G,ERVL-MaLR,LTR
chr12,134884021,134884039,MA1600.1,-,1.7e-07,MIR,MIR,SINE
chr15_random,1753858,1753876,MA1600.1,-,1.72e-07,LOR1-int,ERV1,LTR
chr16,14632377,14632395,MA1600.1,+,1.72e-07,L2c,L2,LINE
chr12,102318287,102318305,MA1600.1,-,1.72e-07,L2a,L2,LINE
chr13,54967978,54967996,MA1600.1,+,1.74e-07,MLT1E1A,ERVL-MaLR,LTR
chr10_random,611937,611955,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,1556505,1556523,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,2759460,2759478,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,3887477,3887495,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,3889060,3889078,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,5325591,5325609,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,5338919,5338937,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,6741466,6741484,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,7411889,7411907,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,7430774,7430792,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,7619952,7619970,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,7864905,7864923,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,8171078,8171096,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,8941619,8941637,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,9259518,9259536,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,10026018,10026036,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,10808151,10808169,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,10857807,10857825,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,11007910,11007928,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,12713548,12713566,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,12844859,12844877,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,13338468,13338486,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,13339651,13339669,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,14251199,14251217,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,15336625,15336643,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr5_random,16025412,16025430,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,16876801,16876819,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,17407782,17407800,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,20595885,20595903,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,21008482,21008500,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chrUn,24164866,24164884,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,27017481,27017499,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr10_random,27621533,27621551,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chrUn,68831665,68831683,MA1600.1,+,1.76e-07,(CATTC)n,Satellite,Satellite
chr2a_random,13563713,13563731,MA1600.1,-,1.79e-07,L2a,L2,LINE
chr2a,67434118,67434136,MA1600.1,+,1.79e-07,L2a,L2,LINE
chr2a,106401775,106401793,MA1600.1,+,1.79e-07,L2a,L2,LINE
chr10_random,22460321,22460339,MA1600.1,+,1.81e-07,(CATTC)n,Satellite,Satellite
chr7,125304672,125304690,MA1600.1,+,1.81e-07,L2c,L2,LINE
chr10,129566611,129566629,MA1600.1,-,1.81e-07,MLT1H-int,ERVL-MaLR,LTR
chr5,157501680,157501698,MA1600.1,+,1.81e-07,L2a,L2,LINE
chr17,6590415,6590433,MA1600.1,+,1.83e-07,HAL1,L1,LINE
chr11,32514906,32514924,MA1600.1,-,1.83e-07,L2c,L2,LINE
chr8,33466353,33466371,MA1600.1,+,1.83e-07,LTR39,ERV1,LTR
chr10,123095335,123095353,MA1600.1,-,1.83e-07,L2b,L2,LINE
chr13,37690702,37690720,MA1600.1,+,1.86e-07,L1MA6,L1,LINE
chr2a,27486365,27486383,MA1600.1,+,1.88e-07,L1PA12,L1,LINE
chr20,52021310,52021328,MA1600.1,+,1.88e-07,MER58A,hAT-Charlie,DNA
chr5,128401245,128401263,MA1600.1,+,1.88e-07,L2c,L2,LINE
chr18,44819325,44819343,MA1600.1,+,1.9e-07,MLT1I-int,ERVL-MaLR,LTR
chr17_random,1527660,1527678,MA1600.1,+,1.92e-07,L2c,L2,LINE
chrX,49454183,49454201,MA1600.1,+,1.92e-07,MSTC,ERVL-MaLR,LTR
chr2a,78363432,78363450,MA1600.1,-,1.92e-07,MER41-int,ERV1,LTR
chr4,146850255,146850273,MA1600.1,+,1.92e-07,MER20,hAT-Charlie,DNA
chr20,10849253,10849271,MA1600.1,-,1.94e-07,L2a,L2,LINE
chr8,58547103,58547121,MA1600.1,+,1.94e-07,LTR79,ERVL,LTR
chr15,98921775,98921793,MA1600.1,-,1.94e-07,L1MDa,L1,LINE
chr3,199869199,199869217,MA1600.1,-,1.94e-07,MER41A,ERV1,LTR
chr15,20381478,20381496,MA1600.1,-,1.96e-07,MER50,ERV1,LTR
chr20,44162253,44162271,MA1600.1,-,1.96e-07,L2a,L2,LINE
chr2b,49228701,49228719,MA1600.1,+,1.96e-07,MER20,hAT-Charlie,DNA
chr6,57568596,57568614,MA1600.1,+,1.96e-07,Cheshire,hAT-Charlie,DNA
chr9,63210251,63210269,MA1600.1,-,1.96e-07,L1MB2,L1,LINE
chr13,52096927,52096945,MA1600.1,-,1.98e-07,L2c,L2,LINE
chr4,181566306,181566324,MA1600.1,+,2e-07,MIR3,MIR,SINE
chrX,47198658,47198676,MA1600.1,+,2.02e-07,ERVL-B4-int,ERVL,LTR
chrUn,54463264,54463282,MA1600.1,+,2.02e-07,(CATTC)n,Satellite,Satellite
chr9,122948633,122948651,MA1600.1,-,2.04e-07,MLT1G,ERVL-MaLR,LTR
chr2a_random,4957438,4957456,MA1600.1,+,2.08e-07,MER50,ERV1,LTR
chr1,36526459,36526477,MA1600.1,+,2.08e-07,L2c,L2,LINE
chr9,100877198,100877216,MA1600.1,+,2.08e-07,L2a,L2,LINE
chrX,102608242,102608260,MA1600.1,-,2.08e-07,MER66-int,ERV1,LTR
chr2a,112105470,112105488,MA1600.1,-,2.08e-07,MER50,ERV1,LTR
chr9,115674031,115674049,MA1600.1,+,2.08e-07,MER50,ERV1,LTR
chr11,22305901,22305919,MA1600.1,+,2.1e-07,MIR3,MIR,SINE
chr6,31958933,31958951,MA1600.1,-,2.1e-07,MLT1E2,ERVL-MaLR,LTR
chr8_random,1578744,1578762,MA1600.1,+,2.12e-07,L2b,L2,LINE
chr17_random,2773087,2773105,MA1600.1,+,2.12e-07,MER4C,ERV1,LTR
chr17_random,3129794,3129812,MA1600.1,-,2.12e-07,MER4C,ERV1,LTR
chr11,10240878,10240896,MA1600.1,-,2.12e-07,MER87,ERV1,LTR
chrUn,31256550,31256568,MA1600.1,+,2.12e-07,(CATTC)n,Satellite,Satellite
chr4,78709968,78709986,MA1600.1,-,2.12e-07,MLT1A0,ERVL-MaLR,LTR
chr14,101308307,101308325,MA1600.1,+,2.12e-07,L3,CR1,LINE
chr8,143666698,143666716,MA1600.1,+,2.12e-07,L2b,L2,LINE
chr20,47223204,47223222,MA1600.1,+,2.15e-07,MLT1K,ERVL-MaLR,LTR
chr5,119222571,119222589,MA1600.1,+,2.15e-07,LTR5A,ERVK,LTR
chr1_random,18337435,18337453,MA1600.1,+,2.17e-07,MER11C,ERVK,LTR
chr8,67381242,67381260,MA1600.1,-,2.17e-07,MER102c,hAT-Charlie,DNA
chr4,91802818,91802836,MA1600.1,-,2.17e-07,MER11C,ERVK,LTR
chr10_random,8841405,8841423,MA1600.1,+,2.19e-07,(CATTC)n,Satellite,Satellite
chr17_random,10327921,10327939,MA1600.1,-,2.19e-07,L2b,L2,LINE
chr10_random,14911331,14911349,MA1600.1,+,2.19e-07,(CATTC)n,Satellite,Satellite
chr3,49956882,49956900,MA1600.1,-,2.19e-07,MLT1A1,ERVL-MaLR,LTR
