chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr1	6973671	6974469	macs3_results_dup/Oran_Guchi_peak_57	37	.	2.13286	3.7633	1.48027	744	6974043	Weak	Low
chr1	10117474	10117870	macs3_results_dup/Oran_Guchi_peak_77	37	.	2.13286	3.7633	1.48027	488	10117718	Weak	Low
chr1	10553895	10554895	macs3_results_dup/Oran_Guchi_peak_84	54	.	2.48834	5.44805	2.59525	507	10554148.5	Weak	Low
chr1	10629436	10630500	macs3_results_dup/Oran_Guchi_peak_85	59	.	2.57721	5.90698	2.93145	592	10629732	Weak	Low
chr1	11278438	11278851	macs3_results_dup/Oran_Guchi_peak_93	30	.	1.95512	3.0188	1.04021	580	11278728	Weak	Low
chr1	11381489	11382102	macs3_results_dup/Oran_Guchi_peak_94	41	.	2.22173	4.16084	1.729	1036	11382007	Weak	Low
chr1	18632824	18633830	macs3_results_dup/Oran_Guchi_peak_125	56	.	2.35853	5.62514	2.76049	821	18633234.5	Weak	Low
chr1	22499986	22501052	macs3_results_dup/Oran_Guchi_peak_141	74	.	2.69821	7.467	4.19289	531	22500251.5	Weak	Low
chr1	22580719	22582080	macs3_results_dup/Oran_Guchi_peak_148	29	.	1.90982	2.96039	1.04021	529	22580983.5	Weak	Low
chr1	24487765	24488458	macs3_results_dup/Oran_Guchi_peak_157	50	.	2.39947	5.00373	2.28427	588	24488059	Weak	Low
chr1	25306884	25308108	macs3_results_dup/Oran_Guchi_peak_165a	28	.	1.73288	2.88185	1.03232	577	25307172.5	Weak	Low
chr1	25306884	25308108	macs3_results_dup/Oran_Guchi_peak_165b	30	.	1.81188	3.06276	1.0795	1109	25307438.5	Weak	Low
chr1	27058778	27059784	macs3_results_dup/Oran_Guchi_peak_175	44	.	2.24196	4.45743	1.98882	909	27059232.5	Weak	Low
chr1	27627137	27627236	macs3_results_dup/Oran_Guchi_peak_178	30	.	1.95512	3.0188	1.04021	561	27627417.5	Weak	Low
chr1	27627373	27628580	macs3_results_dup/Oran_Guchi_peak_178	30	.	1.95512	3.0188	1.04021	561	27627653.5	Weak	Low
chr1	27936804	27937596	macs3_results_dup/Oran_Guchi_peak_180	59	.	2.57721	5.90698	2.93145	649	27937128.5	Weak	Low
chr1	28010011	28011044	macs3_results_dup/Oran_Guchi_peak_184	82	.	2.98418	8.2632	4.90774	537	28010279.5	Weak	Low
chr1	28011387	28011529	macs3_results_dup/Oran_Guchi_peak_184	82	.	2.98418	8.2632	4.90774	537	28011655.5	Weak	Low
chr1	28011426	28011529	macs3_results_dup/Oran_Guchi_peak_184	82	.	2.98418	8.2632	4.90774	537	28011694.5	Weak	Low
chr1	28176527	28177521	macs3_results_dup/Oran_Guchi_peak_185	37	.	2.13286	3.7633	1.48027	637	28176845.5	Weak	Low
chr1	28737948	28738977	macs3_results_dup/Oran_Guchi_peak_196	30	.	1.95512	3.0188	1.04021	840	28738368	Weak	Low
chr1	29430390	29431133	macs3_results_dup/Oran_Guchi_peak_201	37	.	2.13286	3.7633	1.48027	488	29430634	Weak	Low
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212a	176	.	4.04731	17.6786	13.8659	977	30128033.5	Strong	Low
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212a	176	.	4.04731	17.6786	13.8659	977	30131531.5	Strong	Low
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212a	176	.	4.04731	17.6786	13.8659	977	30131746.5	Strong	Low
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212b	396	.	6.28204	39.6276	35.4154	2448	30128769	Strong	High
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212b	396	.	6.28204	39.6276	35.4154	2448	30132267	Strong	High
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212b	396	.	6.28204	39.6276	35.4154	2448	30132482	Strong	High
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212c	183	.	3.96138	18.3602	14.5304	4243	30129666.5	Strong	Low
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212c	183	.	3.96138	18.3602	14.5304	4243	30133164.5	Strong	Low
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212c	183	.	3.96138	18.3602	14.5304	4243	30133379.5	Strong	Low
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212d	152	.	3.61988	15.2823	11.5445	5557	30130323.5	Strong	Low
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212d	152	.	3.61988	15.2823	11.5445	5557	30133821.5	Strong	Low
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212d	152	.	3.61988	15.2823	11.5445	5557	30134036.5	Strong	Low
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212e	207	.	4.49081	20.7175	16.8286	9371	30132230.5	Strong	Low
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212e	207	.	4.49081	20.7175	16.8286	9371	30135728.5	Strong	Low
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212e	207	.	4.49081	20.7175	16.8286	9371	30135943.5	Strong	Low
chr1	30127545	30128545	macs3_results_dup/Oran_Guchi_peak_212f	87	.	3.07195	8.79537	5.38281	10833	30132961.5	Weak	Low
chr1	30131043	30132893	macs3_results_dup/Oran_Guchi_peak_212f	87	.	3.07195	8.79537	5.38281	10833	30136459.5	Weak	Low
chr1	30131258	30132258	macs3_results_dup/Oran_Guchi_peak_212f	87	.	3.07195	8.79537	5.38281	10833	30136674.5	Weak	Low
chr1	30138755	30139760	macs3_results_dup/Oran_Guchi_peak_213	110	.	3.22286	11.0699	7.50145	1577	30139543.5	Strong	Low
chr1	30286971	30287587	macs3_results_dup/Oran_Guchi_peak_217	33	.	2.04399	3.38242	1.2525	485	30287213.5	Weak	Low
chr1	30486595	30487105	macs3_results_dup/Oran_Guchi_peak_222	78	.	2.93269	7.88025	4.54222	571	30486880.5	Weak	Low
chr1	30739450	30740550	macs3_results_dup/Oran_Guchi_peak_228	41	.	2.16039	4.17072	1.73771	957	30739928.5	Weak	Low
chr1	30739450	30740083	macs3_results_dup/Oran_Guchi_peak_228	41	.	2.16039	4.17072	1.73771	957	30739928.5	Weak	Low
chr1	30761098	30762017	macs3_results_dup/Oran_Guchi_peak_230	45	.	2.3106	4.57449	1.99574	522	30761359	Weak	Low
chr1	31577258	31578250	macs3_results_dup/Oran_Guchi_peak_238	33	.	2.04399	3.38242	1.2525	483	31577499.5	Weak	Low
chr1	31731836	31732662	macs3_results_dup/Oran_Guchi_peak_240	45	.	2.3106	4.57449	1.99574	739	31732205.5	Weak	Low
chr1	32821091	32821569	macs3_results_dup/Oran_Guchi_peak_254	26	.	1.86626	2.67305	0.848249	610	32821396	Weak	Low
chr1	33446190	33447064	macs3_results_dup/Oran_Guchi_peak_265	73	.	2.84382	7.3671	4.09805	1154	33446767	Weak	Low
chr1	33482850	33483464	macs3_results_dup/Oran_Guchi_peak_266	41	.	2.22173	4.16084	1.729	1160	33483430	Weak	Low
chr1	33548075	33549564	macs3_results_dup/Oran_Guchi_peak_268	33	.	1.94871	3.33375	1.2525	557	33548353.5	Weak	Low
chr1	33577296	33577454	macs3_results_dup/Oran_Guchi_peak_269	26	.	1.86626	2.67305	0.848249	895	33577743.5	Weak	Low
chr1	33844959	33846100	macs3_results_dup/Oran_Guchi_peak_274	41	.	2.22173	4.16084	1.729	504	33845211	Weak	Low
chr1	33924196	33925379	macs3_results_dup/Oran_Guchi_peak_277	63	.	2.66608	6.38008	3.29267	711	33924551.5	Weak	Low
chr1	34568419	34568642	macs3_results_dup/Oran_Guchi_peak_286	23	.	1.77739	2.34582	0.66494	525	34568681.5	Weak	Low
chr1	36455167	36455858	macs3_results_dup/Oran_Guchi_peak_298	23	.	1.77739	2.34582	0.66494	579	36455456.5	Weak	Low
chr1	36699820	36699859	macs3_results_dup/Oran_Guchi_peak_302	37	.	2.11856	3.71725	1.48027	848	36700244	Weak	Low
chr1	37390755	37391465	macs3_results_dup/Oran_Guchi_peak_313a	50	.	2.39947	5.00373	2.28427	859	37391184.5	Weak	Low
chr1	37389677	37390591	macs3_results_dup/Oran_Guchi_peak_313a	50	.	2.39947	5.00373	2.28427	859	37390106.5	Weak	Low
chr1	37389677	37390591	macs3_results_dup/Oran_Guchi_peak_313a	50	.	2.39947	5.00373	2.28427	859	37390106.5	Weak	Low
chr1	37390755	37391465	macs3_results_dup/Oran_Guchi_peak_313b	26	.	1.86626	2.67305	0.848249	1771	37391640.5	Weak	Low
chr1	37389677	37390591	macs3_results_dup/Oran_Guchi_peak_313b	26	.	1.86626	2.67305	0.848249	1771	37390562.5	Weak	Low
chr1	37389677	37390591	macs3_results_dup/Oran_Guchi_peak_313b	26	.	1.86626	2.67305	0.848249	1771	37390562.5	Weak	Low
chr1	37625811	37627139	macs3_results_dup/Oran_Guchi_peak_314	54	.	2.48834	5.44805	2.59525	866	37626244	Weak	Low
chr1	38060195	38060906	macs3_results_dup/Oran_Guchi_peak_319	33	.	2.04399	3.38242	1.2525	471	38060430.5	Weak	Low
chr1	38682172	38683028	macs3_results_dup/Oran_Guchi_peak_323	37	.	1.98069	3.70517	1.48027	708	38682526	Weak	Low
chr1	39947864	39948064	macs3_results_dup/Oran_Guchi_peak_329	37	.	2.13286	3.7633	1.48027	549	39948138.5	Weak	Low
chr1	42668909	42670560	macs3_results_dup/Oran_Guchi_peak_344a	63	.	2.66608	6.38008	3.29267	844	42669331	Weak	Low
chr1	42668909	42670560	macs3_results_dup/Oran_Guchi_peak_344b	59	.	2.57721	5.90698	2.93145	1708	42669763	Weak	Low
chr1	42748785	42749745	macs3_results_dup/Oran_Guchi_peak_345	33	.	1.9297	3.34903	1.2525	645	42749107.5	Weak	Low
chr1	43998522	43999368	macs3_results_dup/Oran_Guchi_peak_354	34	.	2.02564	3.41686	1.28317	667	43998855.5	Weak	Low
chr1	44013014	44013040	macs3_results_dup/Oran_Guchi_peak_356	40	.	2.09861	4.05156	1.729	444	44013236	Weak	Low
chr1	46948850	46949860	macs3_results_dup/Oran_Guchi_peak_361	167	.	3.31227	16.7458	12.965	513	46949106.5	Strong	Low
chr1	47142562	47143186	macs3_results_dup/Oran_Guchi_peak_362	54	.	2.48834	5.44805	2.59525	650	47142887	Weak	Low
chr1	47142562	47142834	macs3_results_dup/Oran_Guchi_peak_362	54	.	2.48834	5.44805	2.59525	650	47142887	Weak	Low
chr1	49074175	49075472	macs3_results_dup/Oran_Guchi_peak_370	59	.	2.57721	5.90698	2.93145	782	49074566	Weak	Low
chr1	49075526	49075615	macs3_results_dup/Oran_Guchi_peak_370	59	.	2.57721	5.90698	2.93145	782	49075917	Weak	Low
chr1	49484899	49485636	macs3_results_dup/Oran_Guchi_peak_374	30	.	1.95512	3.0188	1.04021	676	49485237	Weak	Low
chr1	49591459	49593557	macs3_results_dup/Oran_Guchi_peak_376a	57	.	2.49107	5.73952	2.85796	489	49591703.5	Weak	Low
chr1	49591459	49592373	macs3_results_dup/Oran_Guchi_peak_376a	57	.	2.49107	5.73952	2.85796	489	49591703.5	Weak	Low
chr1	49591459	49593557	macs3_results_dup/Oran_Guchi_peak_376b	33	.	2.04399	3.38242	1.2525	1729	49592323.5	Weak	Low
chr1	49591459	49592373	macs3_results_dup/Oran_Guchi_peak_376b	33	.	2.04399	3.38242	1.2525	1729	49592323.5	Weak	Low
chr1	50532205	50532686	macs3_results_dup/Oran_Guchi_peak_383	41	.	2.22173	4.16084	1.729	660	50532535	Weak	Low
chr1	50800916	50801935	macs3_results_dup/Oran_Guchi_peak_389	44	.	2.24196	4.45743	1.98882	661	50801246.5	Weak	Low
chr1	51032793	51033832	macs3_results_dup/Oran_Guchi_peak_392	68	.	2.75495	6.86692	3.68088	670	51033128	Weak	Low
chr1	51078331	51078875	macs3_results_dup/Oran_Guchi_peak_394	48	.	2.325	4.87041	2.25658	1523	51079092.5	Weak	Low
chr1	51490851	51491896	macs3_results_dup/Oran_Guchi_peak_401	68	.	2.75495	6.86692	3.68088	582	51491142	Weak	Low
chr1	51509864	51510855	macs3_results_dup/Oran_Guchi_peak_402	45	.	2.3106	4.57449	1.99574	1869	51510798.5	Weak	Low
chr1	51693122	51694295	macs3_results_dup/Oran_Guchi_peak_407	115	.	3.49089	11.5484	7.95233	557	51693400.5	Strong	Low
chr1	51747340	51747497	macs3_results_dup/Oran_Guchi_peak_409	42	.	2.04072	4.21169	1.77655	751	51747715.5	Weak	Low
chr1	52088087	52088582	macs3_results_dup/Oran_Guchi_peak_418	36	.	2.04844	3.67942	1.48027	760	52088467	Weak	Low
chr1	52100776	52101293	macs3_results_dup/Oran_Guchi_peak_419	26	.	1.82679	2.62745	0.848249	524	52101038	Weak	Low
chr1	52716465	52717262	macs3_results_dup/Oran_Guchi_peak_432	83	.	3.0186	8.39473	5.00997	805	52716867.5	Weak	Low
chr1	52716465	52717262	macs3_results_dup/Oran_Guchi_peak_432	83	.	3.0186	8.39473	5.00997	805	52716867.5	Weak	Low
chr1	52838713	52839374	macs3_results_dup/Oran_Guchi_peak_445	54	.	2.48834	5.44805	2.59525	592	52839009	Weak	Low
chr1	52839722	52840059	macs3_results_dup/Oran_Guchi_peak_446	63	.	2.66608	6.38008	3.29267	992	52840218	Weak	Low
chr1	52874126	52875656	macs3_results_dup/Oran_Guchi_peak_448	78	.	2.93269	7.88025	4.54222	797	52874524.5	Weak	Low
chr1	52874126	52875656	macs3_results_dup/Oran_Guchi_peak_448	78	.	2.93269	7.88025	4.54222	797	52874524.5	Weak	Low
chr1	52883776	52884762	macs3_results_dup/Oran_Guchi_peak_449	37	.	2.13286	3.7633	1.48027	767	52884159.5	Weak	Low
chr1	53033028	53033330	macs3_results_dup/Oran_Guchi_peak_451	50	.	2.39947	5.00373	2.28427	1281	53033668.5	Weak	Low
chr1	53193583	53194066	macs3_results_dup/Oran_Guchi_peak_455	40	.	2.15893	4.05945	1.729	581	53193873.5	Weak	Low
chr1	53286731	53287394	macs3_results_dup/Oran_Guchi_peak_459	57	.	2.54533	5.79326	2.89991	1316	53287389	Weak	Low
chr1	53414151	53414784	macs3_results_dup/Oran_Guchi_peak_462	33	.	2.04399	3.38242	1.2525	492	53414397	Weak	Low
chr1	53598378	53600055	macs3_results_dup/Oran_Guchi_peak_468	142	.	3.91025	14.2892	10.5788	2215	53599485.5	Strong	Low
chr1	53605961	53607011	macs3_results_dup/Oran_Guchi_peak_469a	68	.	2.52709	6.88349	3.69669	1050	53606486	Weak	Low
chr1	53605961	53607011	macs3_results_dup/Oran_Guchi_peak_469b	44	.	2.28202	4.47808	1.99574	2695	53607308.5	Weak	Low
chr1	53610939	53612076	macs3_results_dup/Oran_Guchi_peak_470a	45	.	2.3106	4.57449	1.99574	1432	53611655	Weak	Low
chr1	53610939	53612076	macs3_results_dup/Oran_Guchi_peak_470b	63	.	2.66608	6.38008	3.29267	3070	53612474	Weak	Low
chr1	53614663	53615757	macs3_results_dup/Oran_Guchi_peak_471a	89	.	3.11043	8.94402	5.499	965	53615145.5	Weak	Low
chr1	53616933	53617935	macs3_results_dup/Oran_Guchi_peak_471a	89	.	3.11043	8.94402	5.499	965	53617415.5	Weak	Low
chr1	53614663	53615757	macs3_results_dup/Oran_Guchi_peak_471b	100	.	3.28816	10.0556	6.53011	3555	53616440.5	Weak	Low
chr1	53616933	53617935	macs3_results_dup/Oran_Guchi_peak_471b	100	.	3.28816	10.0556	6.53011	3555	53618710.5	Weak	Low
chr1	53614663	53615757	macs3_results_dup/Oran_Guchi_peak_471c	52	.	2.32346	5.23512	2.49738	5691	53617508.5	Weak	Low
chr1	53616933	53617935	macs3_results_dup/Oran_Guchi_peak_471c	52	.	2.32346	5.23512	2.49738	5691	53619778.5	Weak	Low
chr1	53624093	53625446	macs3_results_dup/Oran_Guchi_peak_473a	59	.	2.57721	5.90698	2.93145	811	53624498.5	Weak	Low
chr1	53624093	53625446	macs3_results_dup/Oran_Guchi_peak_473b	112	.	3.4659	11.2125	7.62265	2191	53625188.5	Strong	Low
chr1	53632844	53633682	macs3_results_dup/Oran_Guchi_peak_474	80	.	2.8363	8.04112	4.69625	794	53633241	Weak	Low
chr1	53691732	53692107	macs3_results_dup/Oran_Guchi_peak_476	84	.	3.02156	8.40601	5.00997	734	53692099	Weak	Low
chr1	53692391	53693525	macs3_results_dup/Oran_Guchi_peak_476	84	.	3.02156	8.40601	5.00997	734	53692758	Weak	Low
chr1	53691772	53692772	macs3_results_dup/Oran_Guchi_peak_476	84	.	3.02156	8.40601	5.00997	734	53692139	Weak	Low
chr1	53841670	53842824	macs3_results_dup/Oran_Guchi_peak_481	68	.	2.75495	6.86692	3.68088	709	53842024.5	Weak	Low
chr1	54056867	54057346	macs3_results_dup/Oran_Guchi_peak_493	41	.	2.22173	4.16084	1.729	510	54057122	Weak	Low
chr1	54381986	54382409	macs3_results_dup/Oran_Guchi_peak_496	50	.	2.39947	5.00373	2.28427	952	54382462	Weak	Low
chr1	54640760	54641205	macs3_results_dup/Oran_Guchi_peak_502	49	.	2.39712	4.99566	2.28427	1156	54641338	Weak	Low
chr1	54676982	54677824	macs3_results_dup/Oran_Guchi_peak_505	30	.	1.95512	3.0188	1.04021	521	54677242.5	Weak	Low
chr1	54737314	54738401	macs3_results_dup/Oran_Guchi_peak_508	41	.	2.22173	4.16084	1.729	496	54737562	Weak	Low
chr1	55486653	55487238	macs3_results_dup/Oran_Guchi_peak_525	45	.	2.3106	4.57449	1.99574	798	55487052	Weak	Low
chr1	55520700	55521524	macs3_results_dup/Oran_Guchi_peak_529	36	.	2.10648	3.67834	1.48027	472	55520936	Weak	Low
chr1	55571124	55571749	macs3_results_dup/Oran_Guchi_peak_530	45	.	2.3106	4.57449	1.99574	559	55571403.5	Weak	Low
chr1	55647557	55647966	macs3_results_dup/Oran_Guchi_peak_531	44	.	2.20601	4.44242	1.98148	616	55647865	Weak	Low
chr1	55672209	55673135	macs3_results_dup/Oran_Guchi_peak_532	45	.	2.3106	4.57449	1.99574	557	55672487.5	Weak	Low
chr1	55741458	55742096	macs3_results_dup/Oran_Guchi_peak_535	33	.	2.04399	3.38242	1.2525	459	55741687.5	Weak	Low
chr1	55996915	55997877	macs3_results_dup/Oran_Guchi_peak_538	41	.	2.22173	4.16084	1.729	548	55997189	Weak	Low
chr1	56135674	56135929	macs3_results_dup/Oran_Guchi_peak_543	45	.	2.3106	4.57449	1.99574	531	56135939.5	Weak	Low
chr1	56304744	56304936	macs3_results_dup/Oran_Guchi_peak_551	50	.	2.39947	5.00373	2.28427	641	56305064.5	Weak	Low
chr1	56681993	56682674	macs3_results_dup/Oran_Guchi_peak_558	33	.	2.04399	3.38242	1.2525	483	56682234.5	Weak	Low
chr1	57698032	57698554	macs3_results_dup/Oran_Guchi_peak_574	90	.	2.99387	9.06304	5.61372	1385	57698724.5	Weak	Low
chr1	57889259	57889394	macs3_results_dup/Oran_Guchi_peak_582	37	.	1.90058	3.78932	1.50554	1230	57889874	Weak	Low
chr1	57889259	57889394	macs3_results_dup/Oran_Guchi_peak_582	37	.	1.90058	3.78932	1.50554	1230	57889874	Weak	Low
chr1	58000499	58001091	macs3_results_dup/Oran_Guchi_peak_585	41	.	2.22173	4.16084	1.729	496	58000747	Weak	Low
chr1	58208171	58210024	macs3_results_dup/Oran_Guchi_peak_595a	41	.	2.22173	4.16084	1.729	557	58208449.5	Weak	Low
chr1	58208171	58210024	macs3_results_dup/Oran_Guchi_peak_595a	41	.	2.22173	4.16084	1.729	557	58208449.5	Weak	Low
chr1	58209092	58210024	macs3_results_dup/Oran_Guchi_peak_595a	41	.	2.22173	4.16084	1.729	557	58209370.5	Weak	Low
chr1	58208171	58210024	macs3_results_dup/Oran_Guchi_peak_595b	30	.	1.85823	3.01881	1.04021	1650	58208996	Weak	Low
chr1	58208171	58210024	macs3_results_dup/Oran_Guchi_peak_595b	30	.	1.85823	3.01881	1.04021	1650	58208996	Weak	Low
chr1	58209092	58210024	macs3_results_dup/Oran_Guchi_peak_595b	30	.	1.85823	3.01881	1.04021	1650	58209917	Weak	Low
chr1	58229568	58230775	macs3_results_dup/Oran_Guchi_peak_596	45	.	2.3106	4.57449	1.99574	1156	58230146	Weak	Low
chr1	58371150	58371291	macs3_results_dup/Oran_Guchi_peak_604	33	.	2.04399	3.38242	1.2525	484	58371392	Weak	Low
chr1	58495713	58496024	macs3_results_dup/Oran_Guchi_peak_608	29	.	1.87376	2.99752	1.04021	595	58496010.5	Weak	Low
chr1	58532146	58533389	macs3_results_dup/Oran_Guchi_peak_609	69	.	2.73079	6.94332	3.7531	720	58532506	Weak	Low
chr1	58919928	58920399	macs3_results_dup/Oran_Guchi_peak_619	50	.	2.39947	5.00373	2.28427	802	58920329	Weak	Low
chr1	59115964	59117091	macs3_results_dup/Oran_Guchi_peak_624	44	.	2.20601	4.44242	1.98148	1050	59116489	Weak	Low
chr1	59162049	59162495	macs3_results_dup/Oran_Guchi_peak_628	36	.	2.02366	3.68525	1.48027	500	59162299	Weak	Low
chr1	59162704	59163212	macs3_results_dup/Oran_Guchi_peak_628	36	.	2.02366	3.68525	1.48027	500	59162954	Weak	Low
chr1	59169301	59170256	macs3_results_dup/Oran_Guchi_peak_629	36	.	2.07589	3.67693	1.48027	587	59169594.5	Weak	Low
chr1	59480596	59481510	macs3_results_dup/Oran_Guchi_peak_635	37	.	2.13286	3.7633	1.48027	493	59480842.5	Weak	Low
chr1	59847011	59847517	macs3_results_dup/Oran_Guchi_peak_644	45	.	2.3106	4.57449	1.99574	722	59847372	Weak	Low
chr1	59969490	59970563	macs3_results_dup/Oran_Guchi_peak_649	73	.	2.59539	7.3343	4.09805	617	59969798.5	Weak	Low
chr1	59973020	59974145	macs3_results_dup/Oran_Guchi_peak_650	63	.	2.66608	6.38008	3.29267	715	59973377.5	Weak	Low
chr1	59974652	59975294	macs3_results_dup/Oran_Guchi_peak_651	50	.	2.39947	5.00373	2.28427	559	59974931.5	Weak	Low
chr1	59974207	59975032	macs3_results_dup/Oran_Guchi_peak_651	50	.	2.39947	5.00373	2.28427	559	59974486.5	Weak	Low
chr1	60027428	60028428	macs3_results_dup/Oran_Guchi_peak_652	89	.	3.11043	8.94402	5.499	663	60027759.5	Weak	Low
chr1	60114214	60114965	macs3_results_dup/Oran_Guchi_peak_656	53	.	2.45756	5.34011	2.57709	475	60114451.5	Weak	Low
chr1	60125227	60126227	macs3_results_dup/Oran_Guchi_peak_658	45	.	2.3106	4.57449	1.99574	698	60125576	Weak	Low
