chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr1	114046371	114047384	macs3_results/GM18558_peak_465	87	.	2.52385	8.74772	5.15499	1492	114047117	Weak	Low
chr1	114070281	114071390	macs3_results/GM18558_peak_470a	63	.	2.23253	6.35253	3.05738	791	114070676.5	Weak	Low
chr1	114070281	114071390	macs3_results/GM18558_peak_470b	96	.	2.59668	9.61212	5.95453	3587	114072074.5	Weak	Low
chr1	114070281	114071390	macs3_results/GM18558_peak_470c	52	.	2.05046	5.27413	2.20335	6050	114073306	Weak	Low
chr1	114097859	114098624	macs3_results/GM18558_peak_474	71	.	2.30536	7.11671	3.72583	627	114098172.5	Weak	Low
chr1	117952721	117953255	macs3_results/GM18558_peak_492	47	.	1.99045	4.77139	1.88396	904	117953173	Weak	Low
chr1	145114211	145115465	macs3_results/GM18558_peak_510	21	.	1.30364	2.11829	0.326838	625	145114523.5	Weak	Low
chr1	145114211	145115465	macs3_results/GM18558_peak_510	21	.	1.30364	2.11829	0.326838	625	145114523.5	Weak	Low
chr1	150190780	150192609	macs3_results/GM18558_peak_528	56	.	2.12162	5.61541	2.48454	1543	150191551.5	Weak	Low
chr1	152794991	152795976	macs3_results/GM18558_peak_534	31	.	1.75914	3.10106	0.777618	895	152795438.5	Weak	Low
chr1	159214345	159215107	macs3_results/GM18558_peak_546	49	.	2.01405	4.93349	1.98244	436	159214563	Weak	Low
chr1	163125941	163126907	macs3_results/GM18558_peak_560	33	.	1.79556	3.38024	0.953179	499	163126190.5	Weak	Low
chr1	163302426	163303107	macs3_results/GM18558_peak_562	48	.	1.91933	4.84901	1.95073	723	163302787.5	Weak	Low
chr1	168038225	168038387	macs3_results/GM18558_peak_571	29	.	1.62545	2.9292	0.749643	605	168038527.5	Weak	Low
chr1	169905503	169906127	macs3_results/GM18558_peak_578	39	.	1.9048	3.97072	1.29064	489	169905747.5	Weak	Low
chr1	169999443	170000101	macs3_results/GM18558_peak_580	58	.	2.09675	5.88829	2.72277	699	169999792.5	Weak	Low
chr1	172669716	172670716	macs3_results/GM18558_peak_594	96	.	2.50248	9.65061	5.99234	918	172670175	Weak	Low
chr1	174429712	174430415	macs3_results/GM18558_peak_617	41	.	1.85641	4.19565	1.48081	656	174430040	Weak	Low
chr1	180734924	180735747	macs3_results/GM18558_peak_642	83	.	2.36582	8.36271	4.82389	767	180735307.5	Weak	Low
chr1	184667228	184667287	macs3_results/GM18558_peak_651	62	.	2.18396	6.25512	3.0313	520	184667488	Weak	Low
chr1	187305012	187306012	macs3_results/GM18558_peak_681	36	.	1.83197	3.6702	1.13964	923	187305473.5	Weak	Low
chr1	188069665	188070409	macs3_results/GM18558_peak_692	52	.	2.05046	5.27413	2.20335	557	188069943.5	Weak	Low
chr1	188892370	188892686	macs3_results/GM18558_peak_698	43	.	1.87068	4.31896	1.53811	601	188892670.5	Weak	Low
chr1	191467112	191467934	macs3_results/GM18558_peak_721	39	.	1.85807	3.92051	1.29064	556	191467390	Weak	Low
chr1	191925354	191925778	macs3_results/GM18558_peak_722a	22	.	1.57366	2.25837	0.381085	449	191925578.5	Weak	Low
chr1	191925354	191925778	macs3_results/GM18558_peak_722b	25	.	1.6499	2.57596	0.52187	1521	191926114.5	Weak	Low
chr1	192988013	192988685	macs3_results/GM18558_peak_733	43	.	1.93012	4.36289	1.57805	899	192988462.5	Weak	Low
chr1	197361216	197361804	macs3_results/GM18558_peak_769	52	.	2.05046	5.27413	2.20335	601	197361516.5	Weak	Low
chr1	197477639	197478062	macs3_results/GM18558_peak_771	31	.	1.75914	3.10106	0.777618	652	197477965	Weak	Low
chr1	198835194	198835869	macs3_results/GM18558_peak_800	44	.	1.89541	4.45054	1.65138	477	198835432.5	Weak	Low
chr1	199115957	199116634	macs3_results/GM18558_peak_813	31	.	1.66246	3.16259	0.832049	459	199116186.5	Weak	Low
chr1	199153261	199153583	macs3_results/GM18558_peak_814	52	.	1.98816	5.25277	2.20335	569	199153545.5	Weak	Low
chr1	199153261	199153583	macs3_results/GM18558_peak_814	52	.	1.98816	5.25277	2.20335	569	199153545.5	Weak	Low
chr1	199460251	199460329	macs3_results/GM18558_peak_823	21	.	1.50865	2.19189	0.381085	494	199460498	Weak	Low
chr1	199461623	199462653	macs3_results/GM18558_peak_824	59	.	2.1597	5.98384	2.77734	728	199461987	Weak	Low
chr1	208108935	208109738	macs3_results/GM18558_peak_840	58	.	2.07616	5.8019	2.64145	484	208109177	Weak	Low
chr1	213403861	213404776	macs3_results/GM18558_peak_853	31	.	1.72273	3.10106	0.777618	508	213404115	Weak	Low
chr1	216046382	216047129	macs3_results/GM18558_peak_860	39	.	1.9048	3.97072	1.29064	494	216046629	Weak	Low
chr10	5137163	5138540	macs3_results/GM18558_peak_934	52	.	2.05046	5.27413	2.20335	1582	5137954	Weak	Low
chr10	15839372	15839700	macs3_results/GM18558_peak_950	39	.	1.86692	3.96356	1.29064	479	15839611.5	Weak	Low
chr10	15966280	15966928	macs3_results/GM18558_peak_952	33	.	1.79556	3.38024	0.953179	493	15966526.5	Weak	Low
chr10	19405032	19406200	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19406011	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19407333	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19416822	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19423232	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19427134	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19427134	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19434886	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19435778	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19440544	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19440544	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19444562	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19453681	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19458248	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19458248	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19462120	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19478657	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19467993	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19471278	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19471278	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19471278	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19475037	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19482736	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19414757	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19414757	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19448716	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19479047	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960a	1355	.	10.1345	135.569	131.173	1958	19479047	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19407092	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19408414	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19417903	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19424313	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19428215	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19428215	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19435967	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19436859	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19441625	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19441625	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19445643	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19454762	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19459329	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19459329	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19463201	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19479738	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19469074	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19472359	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19472359	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19472359	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19476118	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19483817	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19415838	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19415838	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19449797	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19480128	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960b	2073	.	13.2662	207.392	202.786	4120	19480128	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19408214	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19409536	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19419025	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19425435	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19429337	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19429337	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19437089	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19437981	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19442747	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19442747	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19446765	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19455884	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19460451	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19460451	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19464323	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19480860	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19470196	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19473481	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19473481	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19473481	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19477240	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19484939	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19416960	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19416960	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19450919	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19481250	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960c	2418	.	11.7241	241.893	237.231	6364	19481250	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19410283.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19411605.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19421094.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19427504.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19431406.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19431406.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19439158.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19440050.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19444816.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19444816.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19448834.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19457953.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19462520.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19462520.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19466392.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19482929.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19472265.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19475550.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19475550.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19475550.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19479309.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19487008.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19419029.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19419029.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19452988.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19483319.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960d	1649	.	9.82889	164.962	160.487	10503	19483319.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19411206	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19412528	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19422017	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19428427	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19432329	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19432329	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19440081	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19440973	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19445739	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19445739	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19449757	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19458876	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19463443	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19463443	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19467315	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19483852	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19473188	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19476473	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19476473	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19476473	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19480232	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19487931	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19419952	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19419952	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960e	1759	.	11.9188	175.985	171.474	12348	19453911	Strong	High
